summary_date,site,ozone_davg,name,obs_count,units 
2007-02-01,3151,0.044,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2007-02-01,2914,0.017,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2007-02-01,2993,0.016,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2007-02-01,3144,0.016,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2007-02-01,3017,0.026,Placerville-Gold Nugget Way,21,Parts Per Million ( ppm ) 
2007-02-01,3126,0.027,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2007-02-01,3002,0.018,Colfax-City Hall,23,Parts Per Million ( ppm ) 
2007-02-01,2968,0.021,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2007-02-01,3121,0.031,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2007-02-01,3658,0.022,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2007-02-01,2923,0.022,Barstow,23,Parts Per Million ( ppm ) 
2007-02-01,2650,0.030,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2007-02-01,3152,0.040,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2007-02-01,2830,0.009,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2007-02-01,3215,0.031,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2007-02-01,3500,0.024,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2007-02-01,3681,0.022,Mexicali-Carretera,23,Parts Per Million ( ppm ) 
2007-02-01,3203,0.029,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2007-02-01,3185,0.018,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2007-02-01,3201,0.018,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2007-02-01,3183,0.032,Rosarito,21,Parts Per Million ( ppm ) 
2007-02-01,3255,0.017,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2007-02-01,3138,0.028,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2007-02-01,3141,0.024,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
