summary_date,site,no_davg,name,obs_count,units 
2008-07-01,3126,0.001,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2008-07-01,3658,0.005,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2008-07-01,2923,0.004,Barstow,23,Parts Per Million ( ppm ) 
2008-07-01,3215,0.001,Trona-Athol and Telegraph,24,Parts Per Million ( ppm ) 
2008-07-01,3500,0.012,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3185,0.007,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2008-07-01,3201,0.015,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2008-07-01,3141,0.005,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
2008-07-01,3489,0.001,Salinas-High School,23,Parts Per Million ( ppm ) 
2008-07-01,2329,0.002,Davenport,23,Parts Per Million ( ppm ) 
2008-07-01,2484,0.017,Azusa,23,Parts Per Million ( ppm ) 
2008-07-01,2492,0.024,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,2849,0.006,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2008-07-01,2899,0.024,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2008-07-01,3683,0.001,Los Angeles-Westchester Parkway,20,Parts Per Million ( ppm ) 
2008-07-01,2583,0.022,Lynwood,23,Parts Per Million ( ppm ) 
2008-07-01,2429,0.009,North Long Beach,23,Parts Per Million ( ppm ) 
2008-07-01,2160,0.010,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3693,0.010,Pico Rivera-4144 San Gabriel,19,Parts Per Million ( ppm ) 
2008-07-01,2898,0.034,Pomona,21,Parts Per Million ( ppm ) 
2008-07-01,2420,0.012,Reseda,21,Parts Per Million ( ppm ) 
2008-07-01,3502,0.009,Santa Clarita,23,Parts Per Million ( ppm ) 
2008-07-01,2494,0.010,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2008-07-01,3674,0.003,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2008-07-01,2937,0.002,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2008-07-01,2249,0.010,La Habra,23,Parts Per Million ( ppm ) 
2008-07-01,3168,0.002,Banning Airport,23,Parts Per Million ( ppm ) 
2008-07-01,2943,0.006,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2008-07-01,3747,0.010,Mira Loma-10551 Bellegrave,23,Parts Per Million ( ppm ) 
2008-07-01,3702,0.009,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2008-07-01,2596,0.018,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2008-07-01,2266,0.029,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2008-07-01,2221,0.013,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2008-07-01,2485,0.018,Upland,23,Parts Per Million ( ppm ) 
2008-07-01,2965,0.001,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,2321,0.001,Morro Bay,20,Parts Per Million ( ppm ) 
2008-07-01,3003,0.001,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2008-07-01,2008,0.002,El Capitan Beach,23,Parts Per Million ( ppm ) 
2008-07-01,2954,0.004,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2008-07-01,3101,0.001,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2008-07-01,2992,0.000,Lompoc-HSandP,21,Parts Per Million ( ppm ) 
2008-07-01,2360,0.002,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2008-07-01,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2008-07-01,3665,0.003,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2008-07-01,3486,0.003,Santa Maria-906 S Broadway,22,Parts Per Million ( ppm ) 
2008-07-01,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2008-07-01,2991,0.006,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2008-07-01,2880,0.004,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2008-07-01,2460,0.002,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2008-07-01,3198,0.004,Camp Pendleton,23,Parts Per Million ( ppm ) 
2008-07-01,2589,0.003,Chula Vista,22,Parts Per Million ( ppm ) 
2008-07-01,2933,0.007,Otay Mesa-Paseo International,22,Parts Per Million ( ppm ) 
2008-07-01,3690,0.006,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2008-07-01,2040,0.007,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3727,0.003,Berkeley-6th Street,23,Parts Per Million ( ppm ) 
2008-07-01,2293,0.002,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2008-07-01,3490,0.002,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3247,0.002,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2008-07-01,2804,0.002,Bethel Island Road,23,Parts Per Million ( ppm ) 
2008-07-01,2831,0.002,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2008-07-01,2102,0.003,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2008-07-01,3668,0.004,San Pablo-Rumrill Blvd,21,Parts Per Million ( ppm ) 
2008-07-01,2622,0.006,San Rafael,23,Parts Per Million ( ppm ) 
2008-07-01,2655,0.003,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,2373,0.006,San Francisco-Arkansas Street,22,Parts Per Million ( ppm ) 
2008-07-01,2125,0.004,Redwood City,23,Parts Per Million ( ppm ) 
2008-07-01,3661,0.003,San Jose-Jackson Street,23,Parts Per Million ( ppm ) 
2008-07-01,2410,0.004,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2008-07-01,2105,0.002,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2008-07-01,3026,0.001,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3009,0.003,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2008-07-01,2013,0.003,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2008-07-01,2844,0.001,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2008-07-01,2941,0.002,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2008-07-01,3146,0.004,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2008-07-01,3145,0.003,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2008-07-01,2312,0.002,Edison,24,Parts Per Million ( ppm ) 
2008-07-01,2981,0.001,Shafter-Walker Street,21,Parts Per Million ( ppm ) 
