summary_date,site,ozone_davg,name,obs_count,units 
2017-07-01,3713,0.028,Bishop Tribe EMO-50 Tu Su Lane,24,Parts Per Million ( ppm ) 
2017-07-01,2116,0.047,Bishop-White Mountain Research Center,22,Parts Per Million ( ppm ) 
2017-07-01,3151,0.063,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2017-07-01,3834,0.022,Lakeport-S. Main Street                 ,23,Parts Per Million ( ppm ) 
2017-07-01,3802,0.046,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2017-07-01,2993,0.035,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2017-07-01,3144,0.042,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2017-07-01,3196,0.049,Cool-Highway 193,23,Parts Per Million ( ppm ) 
2017-07-01,3487,0.053,Echo Summit,23,Parts Per Million ( ppm ) 
2017-07-01,3017,0.048,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2017-07-01,3161,0.057,Jerseydale - 6440 Jerseydale,23,Parts Per Million ( ppm ) 
2017-07-01,3018,0.057,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2017-07-01,3126,0.075,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2017-07-01,2968,0.051,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2017-07-01,3121,0.075,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2017-07-01,3658,0.067,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2017-07-01,3732,0.053,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2017-07-01,2923,0.059,Barstow,23,Parts Per Million ( ppm ) 
2017-07-01,2650,0.073,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2017-07-01,3152,0.077,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2017-07-01,2830,0.082,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2017-07-01,3215,0.065,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2017-07-01,3124,0.070,Twentynine Palms-Adobe Road #2,22,Parts Per Million ( ppm ) 
