summary_date,site,monitor,pm25_davg,name,obs_count 
2018-11-15,2116,B,2.7,Bishop-White Mountain Research Center,24 
2018-11-15,3154,G,2.7,Keeler-Cerro Gordo Road,22 
2018-11-15,2224,A,1.8,Lee Vining-SMS,24 
2018-11-15,2915,B,16.8,Mammoth Lakes-Gateway HC,24 
2018-11-15,3802,A,1.3,Tahoe City-221 Fairway Drive,24 
2018-11-15,3144,B,30.9,San Andreas-Gold Strike Road,24 
2018-11-15,2353,A,25.1,Yosemite Village-Visitor Center,23 
2018-11-15,3126,D,142.9,Grass Valley-Litton Building,24 
2018-11-15,2208,D,7.6,Truckee-Fire Station,24 
2018-11-15,3002,A,87.2,Colfax-City Hall,24 
2018-11-15,3128,C,22.2,Chester-222 1st Avenue,24 
2018-11-15,3801,C,33.0,Portola-Gulling Street                  ,24 
2018-11-15,3020,A,30.7,Quincy-N Church Street,24 
2018-11-15,3020,C,26.8,Quincy-N Church Street,24 
2018-11-15,3121,B,2.9,Mojave-923 Poole Street,21 
2018-11-15,3835,A,0.6,Ridgecrest-Ward                         ,24 
2018-11-15,3658,B,6.6,Lancaster-43301 Division Street,23 
2018-11-15,3500,A,10.0,Victorville-14306 Park Avenue,24 
2018-11-15,3500,B,10.4,Victorville-14306 Park Avenue,24 
2018-11-15,3779,C,29.5,Eureka-Humboldt Hill                    ,24 
2018-11-15,2271,C,40.9,Ukiah-County Library,24 
2018-11-15,3765,A,38.0,Willits-125 E Commercial Street,24 
2018-11-15,3132,B,,Weaverville-Courthouse,9 
2018-11-15,2016,A,20.0,Carmel Valley-Ford Road,23 
2018-11-15,3726,A,22.2,King City-415 Pearl Street,24 
2018-11-15,3489,C,29.3,Salinas-High School,24 
2018-11-15,2628,B,49.5,Hollister-Fairview Road,24 
2018-11-15,3811,A,30.9,San Lorenzo Valley Middle School AMS,24 
2018-11-15,3200,C,58.6,Santa Cruz AMS,21 
2018-11-15,2752,B,21.8,Yreka-Foothill Drive,24 
2018-11-15,2849,A,6.0,Glendora-Laurel,24 
2018-11-15,3818,A,11.9,Long Beach-Route 710 Near Road          ,24 
2018-11-15,3818,-,14.1,Long Beach-Route 710 Near Road          ,22 
2018-11-15,2899,I,10.1,Los Angeles-North Main Street,24 
2018-11-15,2899,A,9.5,Los Angeles-North Main Street,24 
2018-11-15,2429,A,9.6,North Long Beach,24 
2018-11-15,2420,C,9.5,Reseda,24 
2018-11-15,3502,A,1.1,Santa Clarita,21 
