summary_date,site,no2_davg,name,obs_count,units 
2001-09-22,2948,0.011,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2001-09-22,3487,0.001,Echo Summit,23,Parts Per Million ( ppm ) 
2001-09-22,3121,0.010,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2001-09-22,3007,0.019,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2001-09-22,2923,0.036,Barstow,23,Parts Per Million ( ppm ) 
2001-09-22,3215,0.005,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2001-09-22,3500,0.027,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2001-09-22,3202,0.020,Mexicali-CBTIS,23,Parts Per Million ( ppm ) 
2001-09-22,3203,0.024,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2001-09-22,3185,0.034,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2001-09-22,3201,0.027,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2001-09-22,3138,0.023,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2001-09-22,3141,0.035,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2001-09-22,3178,0.012,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2001-09-22,3010,0.014,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2001-09-22,3116,0.008,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2001-09-22,3489,0.006,Salinas-High School,23,Parts Per Million ( ppm ) 
2001-09-22,2329,0.005,Davenport,22,Parts Per Million ( ppm ) 
2001-09-22,3481,0.006,Incline Village-846 Tahoe Blvd,23,Parts Per Million ( ppm ) 
2001-09-22,2484,0.046,Azusa,23,Parts Per Million ( ppm ) 
2001-09-22,2492,0.049,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2849,0.031,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2001-09-22,2045,0.016,Hawthorne,23,Parts Per Million ( ppm ) 
2001-09-22,2899,0.047,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2001-09-22,2583,0.042,Lynwood,23,Parts Per Million ( ppm ) 
2001-09-22,2429,0.026,North Long Beach,23,Parts Per Million ( ppm ) 
2001-09-22,2160,0.044,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2166,0.048,Pico Rivera,23,Parts Per Million ( ppm ) 
2001-09-22,2898,0.050,Pomona,23,Parts Per Million ( ppm ) 
2001-09-22,2420,0.037,Reseda,23,Parts Per Million ( ppm ) 
2001-09-22,3502,0.022,Santa Clarita,23,Parts Per Million ( ppm ) 
2001-09-22,2494,0.022,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2001-09-22,3509,0.026,Wilmington-1115 N.Mahar Avenue,22,Parts Per Million ( ppm ) 
2001-09-22,3674,0.036,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2001-09-22,2937,0.019,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2001-09-22,2249,0.044,La Habra,23,Parts Per Million ( ppm ) 
2001-09-22,3168,0.023,Banning Airport,23,Parts Per Million ( ppm ) 
2001-09-22,2943,0.022,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2001-09-22,2596,0.038,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2001-09-22,2266,0.044,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2001-09-22,2221,0.033,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2001-09-22,2485,0.045,Upland,23,Parts Per Million ( ppm ) 
2001-09-22,2965,0.014,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2671,0.003,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2001-09-22,2321,0.004,Morro Bay,23,Parts Per Million ( ppm ) 
2001-09-22,3251,0.005,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2001-09-22,2709,0.007,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2001-09-22,3003,0.003,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2001-09-22,2008,0.008,El Capitan Beach,21,Parts Per Million ( ppm ) 
2001-09-22,2954,0.008,Gaviota-GTC Site B,21,Parts Per Million ( ppm ) 
2001-09-22,3153,0.009,Goleta-Fairview,20,Parts Per Million ( ppm ) 
2001-09-22,3101,0.004,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2001-09-22,2992,0.000,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2001-09-22,2360,0.004,Lompoc-S H Street,21,Parts Per Million ( ppm ) 
2001-09-22,2957,0.002,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2001-09-22,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2001-09-22,2991,0.009,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2001-09-22,3172,0.008,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2880,0.025,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2001-09-22,2984,0.018,Thousand Oaks-Moorpark Road,22,Parts Per Million ( ppm ) 
2001-09-22,2756,0.004,Ventura County-W Casitas Pass Road,22,Parts Per Million ( ppm ) 
2001-09-22,2088,0.007,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2001-09-22,2460,0.010,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2001-09-22,3198,0.007,Camp Pendleton,24,Parts Per Million ( ppm ) 
2001-09-22,2589,0.022,Chula Vista,23,Parts Per Million ( ppm ) 
2001-09-22,2327,0.030,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2263,0.026,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2001-09-22,2897,0.012,Oceanside-Mission Avenue,24,Parts Per Million ( ppm ) 
2001-09-22,2933,0.026,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2001-09-22,2964,0.021,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2040,0.014,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2293,0.030,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2001-09-22,3490,0.027,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2804,0.012,Bethel Island Road,23,Parts Per Million ( ppm ) 
2001-09-22,2831,0.027,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2001-09-22,2102,0.020,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2001-09-22,2622,0.015,San Rafael,23,Parts Per Million ( ppm ) 
2001-09-22,2655,0.016,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,2373,0.015,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2001-09-22,2125,0.021,Redwood City,23,Parts Per Million ( ppm ) 
2001-09-22,2413,0.030,San Jose-4th Street,23,Parts Per Million ( ppm ) 
2001-09-22,2410,0.011,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2001-09-22,2105,0.012,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2001-09-22,3026,0.021,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,3009,0.034,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2001-09-22,2013,0.028,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2001-09-22,2844,0.020,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2001-09-22,2114,0.019,Parlier,23,Parts Per Million ( ppm ) 
2001-09-22,2941,0.008,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2001-09-22,3146,0.026,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2001-09-22,3145,0.032,Bakersfield-Golden State Highway,20,Parts Per Million ( ppm ) 
2001-09-22,2312,0.010,Edison,23,Parts Per Million ( ppm ) 
2001-09-22,2772,0.010,Oildale-3311 Manor Street,23,Parts Per Million ( ppm ) 
2001-09-22,2981,0.026,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
