summary_date,site,monitor,pm25_davg,name,obs_count 
2002-03-15,3154,A,2.0,Keeler-Cerro Gordo Road,24 
2002-03-15,3154,B,2.0,Keeler-Cerro Gordo Road,24 
2002-03-15,2914,A,2.2,Lakeport-Lakeport Blvd,24 
2002-03-15,2948,B,5.0,South Lake Tahoe-Sandy Way,24 
2002-03-15,2948,A,3.0,South Lake Tahoe-Sandy Way,24 
2002-03-15,3144,A,5.0,San Andreas-Gold Strike Road,24 
2002-03-15,2353,A,7.0,Yosemite Village-Visitor Center,24 
2002-03-15,3126,A,4.0,Grass Valley-Litton Building,24 
2002-03-15,2208,B,7.0,Truckee-Fire Station,24 
2002-03-15,2208,A,7.0,Truckee-Fire Station,24 
2002-03-15,3494,A,12.0,Portola-161 Nevada Street,24 
2002-03-15,3121,A,6.9,Mojave-923 Poole Street,24 
2002-03-15,3492,A,3.7,Ridgecrest-100 West California Avenue,24 
2002-03-15,3658,A,8.0,Lancaster-43301 Division Street,24 
2002-03-15,3500,A,9.0,Victorville-14306 Park Avenue,24 
2002-03-15,3500,B,9.0,Victorville-14306 Park Avenue,24 
2002-03-15,2386,A,7.1,Eureka-I Street,24 
2002-03-15,2271,A,3.8,Ukiah-County Library,24 
2002-03-15,2271,B,3.9,Ukiah-County Library,24 
2002-03-15,3489,B,4.5,Salinas-High School,24 
2002-03-15,3489,A,5.2,Salinas-High School,24 
2002-03-15,2484,A,6.2,Azusa,24 
2002-03-15,2492,A,8.3,Burbank-W Palm Avenue,24 
2002-03-15,3508,A,12.5,Los Angeles-651 Mott Street,24 
2002-03-15,2899,A,9.5,Los Angeles-North Main Street,24 
2002-03-15,2583,A,10.3,Lynwood,24 
2002-03-15,2429,A,8.8,North Long Beach,24 
2002-03-15,2160,A,6.8,Pasadena-S Wilson Avenue,24 
2002-03-15,2166,A,9.6,Pico Rivera,24 
2002-03-15,2420,A,6.5,Reseda,24 
2002-03-15,3509,A,15.3,Wilmington-1115 N.Mahar Avenue,24 
2002-03-15,3674,A,9.3,Anaheim-Pampas Lane,24 
2002-03-15,3265,A,6.6,Mission Viejo-26081 Via Pera,24 
2002-03-15,2333,A,7.3,Riverside-Magnolia,24 
2002-03-15,2596,A,9.4,Riverside-Rubidoux,24 
2002-03-15,2596,C,10.8,Riverside-Rubidoux,24 
2002-03-15,2596,D,9.8,Riverside-Rubidoux,24 
2002-03-15,3266,A,7.2,Big Bear City-501 W. Valley Blvd,24 
2002-03-15,2266,A,10.7,Fontana-Arrow Highway,24 
2002-03-15,3254,A,10.5,Ontario-1408 Francis Street,24 
2002-03-15,2221,A,7.5,San Bernardino-4th Street,24 
2002-03-15,2965,A,6.0,Atascadero-Lewis Avenue,24 
2002-03-15,2709,A,5.0,San Luis Obispo-Marsh Street,24 
2002-03-15,2991,A,5.5,El Rio-Rio Mesa School #2,24 
2002-03-15,3505,A,3.2,Piru-3301 Pacific Avenue,24 
2002-03-15,2880,A,5.8,Simi Valley-Cochran Street,24 
2002-03-15,2880,B,6.2,Simi Valley-Cochran Street,24 
2002-03-15,2984,A,3.7,Thousand Oaks-Moorpark Road,24 
2002-03-15,2327,A,7.3,El Cajon-Redwood Avenue,24 
2002-03-15,2327,C,7.3,El Cajon-Redwood Avenue,24 
2002-03-15,2263,A,7.3,Escondido-E Valley Parkway,24 
2002-03-15,2964,A,9.1,San Diego-12th Avenue,24 
2002-03-15,2040,A,5.8,San Diego-Overland Avenue,24 
2002-03-15,2293,A,5.1,Fremont-Chapel Way,24 
2002-03-15,3490,A,5.4,Livermore-793 Rincon Avenue,24 
2002-03-15,2831,A,4.4,Concord-2956-A Treat Blvd,24 
2002-03-15,2831,B,4.4,Concord-2956-A Treat Blvd,24 
2002-03-15,2373,A,5.6,San Francisco-Arkansas Street,24 
2002-03-15,2125,A,4.4,Redwood City,24 
2002-03-15,2413,B,8.8,San Jose-4th Street,24 
2002-03-15,2413,A,5.8,San Jose-4th Street,24 
2002-03-15,2413,E,6.5,San Jose-4th Street,24 
2002-03-15,2936,A,6.3,San Jose-Tully Road,24 
2002-03-15,2410,A,3.7,Vallejo-304 Tuolumne Street,24 
2002-03-15,2105,A,4.2,Santa Rosa-5th Street,24 
2002-03-15,3026,A,9.3,Clovis-N Villa Avenue,24 
2002-03-15,3009,C,13.9,Fresno-1st Street,24 
2002-03-15,3009,D,9.6,Fresno-1st Street,24 
2002-03-15,3009,A,9.0,Fresno-1st Street,24 
2002-03-15,3009,B,11.0,Fresno-1st Street,24 
2002-03-15,3485,A,8.6,Fresno-Hamilton and Winery,24 
2002-03-15,3496,A,8.5,Bakersfield-410 E Planz Road,24 
2002-03-15,3146,A,7.7,Bakersfield-5558 California Avenue,24 
2002-03-15,3146,H,8.7,Bakersfield-5558 California Avenue,24 
2002-03-15,3146,E,8.9,Bakersfield-5558 California Avenue,24 
2002-03-15,3146,F,7.5,Bakersfield-5558 California Avenue,24 
2002-03-15,3146,G,10.2,Bakersfield-5558 California Avenue,24 
2002-03-15,3146,B,8.2,Bakersfield-5558 California Avenue,24 
2002-03-15,3145,A,8.5,Bakersfield-Golden State Highway,24 
2002-03-15,3253,A,9.8,Merced-2334 M Street,24 
2002-03-15,2094,A,6.0,Stockton-Hazelton Street,24 
2002-03-15,2833,E,9.8,Modesto-14th Street,24 
2002-03-15,2833,A,7.0,Modesto-14th Street,24 
2002-03-15,2833,D,9.0,Modesto-14th Street,24 
2002-03-15,2032,C,10.0,Visalia-N Church Street,24 
2002-03-15,2032,A,11.0,Visalia-N Church Street,24 
