summary_date,site,no2_davg,name,obs_count,units 
2003-01-15,2948,0.023,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2003-01-15,3487,0.004,Echo Summit,23,Parts Per Million ( ppm ) 
2003-01-15,3121,0.010,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2003-01-15,3658,0.024,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-01-15,2923,0.038,Barstow,22,Parts Per Million ( ppm ) 
2003-01-15,3500,0.030,Victorville-14306 Park Avenue,19,Parts Per Million ( ppm ) 
2003-01-15,3203,0.026,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2003-01-15,3185,0.043,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2003-01-15,3201,0.035,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2003-01-15,3183,0.025,Rosarito,23,Parts Per Million ( ppm ) 
2003-01-15,3255,0.012,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2003-01-15,3138,0.035,Tijuana-ITT,22,Parts Per Million ( ppm ) 
2003-01-15,3178,0.028,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-01-15,3010,0.007,Ukiah-E Gobbi Street,20,Parts Per Million ( ppm ) 
2003-01-15,3116,0.006,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2003-01-15,3489,0.004,Salinas-High School,24,Parts Per Million ( ppm ) 
2003-01-15,2329,0.004,Davenport,24,Parts Per Million ( ppm ) 
2003-01-15,2484,0.041,Azusa,23,Parts Per Million ( ppm ) 
2003-01-15,2492,0.053,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2849,0.025,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2003-01-15,2045,0.060,Hawthorne,23,Parts Per Million ( ppm ) 
2003-01-15,2899,0.052,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2003-01-15,2429,0.054,North Long Beach,23,Parts Per Million ( ppm ) 
2003-01-15,2160,0.045,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2166,0.054,Pico Rivera,23,Parts Per Million ( ppm ) 
2003-01-15,2898,0.047,Pomona,22,Parts Per Million ( ppm ) 
2003-01-15,2420,0.021,Reseda,23,Parts Per Million ( ppm ) 
2003-01-15,3502,0.012,Santa Clarita,23,Parts Per Million ( ppm ) 
2003-01-15,2494,0.039,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2003-01-15,3674,0.049,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2003-01-15,2937,0.065,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2003-01-15,2249,0.039,La Habra,23,Parts Per Million ( ppm ) 
2003-01-15,2943,0.026,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2003-01-15,2596,0.025,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2003-01-15,2266,0.016,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2003-01-15,2221,0.026,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2003-01-15,2485,0.048,Upland,23,Parts Per Million ( ppm ) 
2003-01-15,2965,0.003,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2671,0.007,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2003-01-15,2321,0.005,Morro Bay,23,Parts Per Million ( ppm ) 
2003-01-15,3251,0.005,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2003-01-15,3003,0.003,Carpinteria-Gobernador Road,20,Parts Per Million ( ppm ) 
2003-01-15,2008,0.008,El Capitan Beach,23,Parts Per Million ( ppm ) 
2003-01-15,2954,0.006,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2003-01-15,3153,0.017,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2003-01-15,3101,0.003,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2003-01-15,2992,0.004,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2003-01-15,2360,0.014,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2003-01-15,2957,0.001,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2003-01-15,3486,0.015,Santa Maria-906 S Broadway,22,Parts Per Million ( ppm ) 
2003-01-15,3023,0.002,Vandenberg Air Force Base-STS Power,22,Parts Per Million ( ppm ) 
2003-01-15,3172,0.010,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2880,0.009,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2003-01-15,2984,0.009,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2003-01-15,2088,0.014,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2003-01-15,2460,0.009,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2003-01-15,3198,0.041,Camp Pendleton,24,Parts Per Million ( ppm ) 
2003-01-15,2589,0.045,Chula Vista,23,Parts Per Million ( ppm ) 
2003-01-15,2327,0.034,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2263,0.029,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2003-01-15,2933,0.034,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2003-01-15,2964,0.050,San Diego-12th Avenue,22,Parts Per Million ( ppm ) 
2003-01-15,2040,0.037,San Diego-Overland Avenue,22,Parts Per Million ( ppm ) 
2003-01-15,2293,0.009,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2003-01-15,3490,0.015,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,3659,0.018,Oakland-6701 International Blvd,23,Parts Per Million ( ppm ) 
2003-01-15,2804,0.009,Bethel Island Road,23,Parts Per Million ( ppm ) 
2003-01-15,2831,0.015,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2003-01-15,2102,0.014,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2003-01-15,3668,0.015,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2003-01-15,2622,0.019,San Rafael,23,Parts Per Million ( ppm ) 
2003-01-15,2655,0.014,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2373,0.026,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2003-01-15,2125,0.021,Redwood City,23,Parts Per Million ( ppm ) 
2003-01-15,2410,0.016,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2003-01-15,2105,0.014,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2003-01-15,3026,0.015,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2003-01-15,3009,0.022,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2003-01-15,2013,0.021,Fresno-Drummond Street,22,Parts Per Million ( ppm ) 
2003-01-15,3666,0.022,Fresno-Fremont School,23,Parts Per Million ( ppm ) 
2003-01-15,3667,0.015,Fresno-Mobile,23,Parts Per Million ( ppm ) 
2003-01-15,2844,0.019,Fresno-Sierra Skypark #2,22,Parts Per Million ( ppm ) 
2003-01-15,2114,0.016,Parlier,22,Parts Per Million ( ppm ) 
2003-01-15,2941,0.009,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2003-01-15,3146,0.021,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,3145,0.021,Bakersfield-Golden State Highway,22,Parts Per Million ( ppm ) 
2003-01-15,2312,0.017,Edison,23,Parts Per Million ( ppm ) 
2003-01-15,2772,0.016,Oildale-3311 Manor Street,23,Parts Per Million ( ppm ) 
2003-01-15,2981,0.017,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2003-01-15,3129,0.015,Hanford-S Irwin Street,22,Parts Per Million ( ppm ) 
2003-01-15,3211,0.011,Madera-Pump Yard,22,Parts Per Million ( ppm ) 
2003-01-15,3022,0.014,Merced-S Coffee Avenue,22,Parts Per Million ( ppm ) 
2003-01-15,2094,0.018,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2003-01-15,3159,0.013,Tracy-24371 Patterson Pass Road,22,Parts Per Million ( ppm ) 
2003-01-15,2833,0.017,Modesto-14th Street,18,Parts Per Million ( ppm ) 
2003-01-15,2996,0.013,Turlock-S Minaret Street,22,Parts Per Million ( ppm ) 
2003-01-15,2032,0.019,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2003-01-15,3135,0.022,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2003-01-15,2199,0.019,Palm Springs-Fire Station,23,Parts Per Million ( ppm ) 
2003-01-15,2115,0.011,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2003-01-15,2956,0.014,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2003-01-15,2977,0.010,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2003-01-15,3187,0.009,Folsom-Natoma Street,23,Parts Per Million ( ppm ) 
2003-01-15,2123,0.012,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2003-01-15,3223,0.011,Sacramento-3801 Airport Road,23,Parts Per Million ( ppm ) 
2003-01-15,2731,0.011,Sacramento-Del Paso Manor,23,Parts Per Million ( ppm ) 
2003-01-15,3011,0.020,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2003-01-15,2958,0.015,Yuba City-Almond Street,22,Parts Per Million ( ppm ) 
2003-01-15,2143,0.012,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2003-01-16,2948,0.027,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2003-01-16,3487,0.007,Echo Summit,23,Parts Per Million ( ppm ) 
2003-01-16,3121,0.020,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2003-01-16,3658,0.025,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-01-16,2923,0.038,Barstow,22,Parts Per Million ( ppm ) 
2003-01-16,3500,0.027,Victorville-14306 Park Avenue,21,Parts Per Million ( ppm ) 
2003-01-16,3203,0.023,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2003-01-16,3185,0.035,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2003-01-16,3201,0.032,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2003-01-16,3183,0.015,Rosarito,23,Parts Per Million ( ppm ) 
2003-01-16,3255,0.013,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2003-01-16,3138,0.025,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2003-01-16,3178,0.018,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-01-16,3010,0.007,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
