summary_date,site,no2_davg,name,obs_count,units 
2002-07-15,2948,0.007,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2002-07-15,3487,0.002,Echo Summit,23,Parts Per Million ( ppm ) 
2002-07-15,3121,0.004,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2002-07-15,3658,0.016,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2002-07-15,3215,0.005,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2002-07-15,3500,0.021,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,3141,0.020,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2002-07-15,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2002-07-15,3010,0.007,Ukiah-E Gobbi Street,22,Parts Per Million ( ppm ) 
2002-07-15,3116,0.005,Willits-899 S Main Street,21,Parts Per Million ( ppm ) 
2002-07-15,2329,0.004,Davenport,24,Parts Per Million ( ppm ) 
2002-07-15,2484,0.026,Azusa,23,Parts Per Million ( ppm ) 
2002-07-15,2492,0.037,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2849,0.025,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2002-07-15,2045,0.022,Hawthorne,23,Parts Per Million ( ppm ) 
2002-07-15,2899,0.029,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2002-07-15,2583,0.021,Lynwood,23,Parts Per Million ( ppm ) 
2002-07-15,2429,0.014,North Long Beach,23,Parts Per Million ( ppm ) 
2002-07-15,2160,0.026,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2166,0.021,Pico Rivera,23,Parts Per Million ( ppm ) 
2002-07-15,2898,0.025,Pomona,23,Parts Per Million ( ppm ) 
2002-07-15,2420,0.021,Reseda,23,Parts Per Million ( ppm ) 
2002-07-15,3502,0.023,Santa Clarita,23,Parts Per Million ( ppm ) 
2002-07-15,2494,0.020,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2002-07-15,3509,0.014,Wilmington-1115 N.Mahar Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,3674,0.012,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2002-07-15,2937,0.007,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2002-07-15,2249,0.013,La Habra,23,Parts Per Million ( ppm ) 
2002-07-15,3168,0.007,Banning Airport,23,Parts Per Million ( ppm ) 
2002-07-15,2943,0.010,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2002-07-15,2596,0.013,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2002-07-15,2266,0.034,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2002-07-15,2221,0.028,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2002-07-15,2485,0.031,Upland,23,Parts Per Million ( ppm ) 
2002-07-15,2965,0.007,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2671,0.002,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2002-07-15,2321,0.003,Morro Bay,20,Parts Per Million ( ppm ) 
2002-07-15,3251,0.002,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2002-07-15,2709,0.005,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2002-07-15,3003,0.001,Carpinteria-Gobernador Road,19,Parts Per Million ( ppm ) 
2002-07-15,2008,0.008,El Capitan Beach,23,Parts Per Million ( ppm ) 
2002-07-15,2954,0.009,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2002-07-15,3153,0.008,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2002-07-15,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2002-07-15,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2002-07-15,2957,0.003,Paradise Road-Los Padres National Forest,22,Parts Per Million ( ppm ) 
2002-07-15,3486,0.007,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2002-07-15,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2002-07-15,3172,0.006,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2880,0.018,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2002-07-15,2984,0.009,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2002-07-15,2756,0.006,Ventura County-W Casitas Pass Road,23,Parts Per Million ( ppm ) 
2002-07-15,2088,0.009,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2002-07-15,2460,0.018,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2002-07-15,3198,0.008,Camp Pendleton,22,Parts Per Million ( ppm ) 
2002-07-15,2589,0.007,Chula Vista,22,Parts Per Million ( ppm ) 
2002-07-15,2327,0.013,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2263,0.017,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2002-07-15,2933,0.012,Otay Mesa-Paseo International,22,Parts Per Million ( ppm ) 
2002-07-15,2964,0.006,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2040,0.015,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2293,0.007,Fremont-Chapel Way,22,Parts Per Million ( ppm ) 
2002-07-15,3490,0.013,Livermore-793 Rincon Avenue,20,Parts Per Million ( ppm ) 
2002-07-15,3659,0.005,Oakland-6701 International Blvd,23,Parts Per Million ( ppm ) 
2002-07-15,2804,0.008,Bethel Island Road,23,Parts Per Million ( ppm ) 
2002-07-15,2831,0.007,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2002-07-15,3660,0.008,Crockett-1098 Pomona Street,23,Parts Per Million ( ppm ) 
2002-07-15,2102,0.007,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2002-07-15,3207,0.004,San Pablo-El Portal,23,Parts Per Million ( ppm ) 
2002-07-15,2622,0.011,San Rafael,23,Parts Per Million ( ppm ) 
2002-07-15,2655,0.007,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2373,0.007,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2002-07-15,2125,0.010,Redwood City,23,Parts Per Million ( ppm ) 
2002-07-15,2410,0.007,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2002-07-15,2105,0.006,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2002-07-15,3026,0.012,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2002-07-15,2013,0.019,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2002-07-15,2844,0.013,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2002-07-15,2114,0.012,Parlier,19,Parts Per Million ( ppm ) 
2002-07-15,2941,0.007,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2002-07-15,3146,0.011,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,3145,0.020,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2002-07-15,2312,0.015,Edison,23,Parts Per Million ( ppm ) 
2002-07-15,2772,0.012,Oildale-3311 Manor Street,23,Parts Per Million ( ppm ) 
2002-07-15,2981,0.012,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2002-07-15,3129,0.011,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2002-07-15,3211,0.009,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2002-07-15,3022,0.010,Merced-S Coffee Avenue,22,Parts Per Million ( ppm ) 
2002-07-15,2094,0.017,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2002-07-15,3159,0.012,Tracy-24371 Patterson Pass Road,23,Parts Per Million ( ppm ) 
2002-07-15,2833,0.010,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2002-07-15,2996,0.013,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2002-07-15,2032,0.014,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2002-07-15,3173,0.003,Calexico-East,23,Parts Per Million ( ppm ) 
2002-07-15,3135,0.006,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2002-07-15,2551,0.002,El Centro-9th Street,23,Parts Per Million ( ppm ) 
2002-07-15,2199,0.008,Palm Springs-Fire Station,23,Parts Per Million ( ppm ) 
2002-07-15,2115,0.009,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2002-07-15,2956,0.012,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2002-07-15,2977,0.006,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2002-07-15,3187,0.002,Folsom-Natoma Street,23,Parts Per Million ( ppm ) 
2002-07-15,2123,0.012,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2002-07-15,3223,0.009,Sacramento-3801 Airport Road,23,Parts Per Million ( ppm ) 
2002-07-15,2731,0.009,Sacramento-Del Paso Manor,23,Parts Per Million ( ppm ) 
2002-07-15,3011,0.011,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2002-07-15,2958,0.010,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2002-07-15,2143,0.009,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2002-07-16,2948,0.009,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2002-07-16,3487,0.001,Echo Summit,22,Parts Per Million ( ppm ) 
2002-07-16,3121,0.006,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2002-07-16,3658,0.014,Lancaster-43301 Division Street,20,Parts Per Million ( ppm ) 
2002-07-16,3215,0.005,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2002-07-16,3500,0.017,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2002-07-16,3185,0.008,Mexicali-ITM,19,Parts Per Million ( ppm ) 
2002-07-16,3183,0.006,Rosarito,20,Parts Per Million ( ppm ) 
2002-07-16,3141,0.015,Tijuana-La Mesa,18,Parts Per Million ( ppm ) 
2002-07-16,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2002-07-16,3010,0.008,Ukiah-E Gobbi Street,20,Parts Per Million ( ppm ) 
2002-07-16,3116,0.007,Willits-899 S Main Street,21,Parts Per Million ( ppm ) 
2002-07-16,2329,0.004,Davenport,22,Parts Per Million ( ppm ) 
2002-07-16,2484,0.028,Azusa,23,Parts Per Million ( ppm ) 
2002-07-16,2492,0.034,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2002-07-16,2849,0.026,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2002-07-16,2045,0.013,Hawthorne,23,Parts Per Million ( ppm ) 
2002-07-16,2899,0.028,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2002-07-16,2583,0.024,Lynwood,23,Parts Per Million ( ppm ) 
2002-07-16,2429,0.015,North Long Beach,23,Parts Per Million ( ppm ) 
2002-07-16,2160,0.030,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2002-07-16,2166,0.024,Pico Rivera,23,Parts Per Million ( ppm ) 
2002-07-16,2898,0.025,Pomona,23,Parts Per Million ( ppm ) 
2002-07-16,2420,0.017,Reseda,23,Parts Per Million ( ppm ) 
2002-07-16,3502,0.023,Santa Clarita,23,Parts Per Million ( ppm ) 
