summary_date,site,ozone_davg,name,obs_count,units 
2008-11-01,3151,0.026,Death Valley Natl Monument,23,Parts Per Million ( ppm ) 
2008-11-01,2914,0.027,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2008-11-01,3144,0.021,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2008-11-01,3017,0.022,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2008-11-01,3018,0.025,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2008-11-01,3126,0.025,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2008-11-01,3002,0.020,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2008-11-01,2968,0.022,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2008-11-01,3121,0.018,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2008-11-01,3658,0.013,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2008-11-01,3673,0.014,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2008-11-01,2923,0.013,Barstow,23,Parts Per Million ( ppm ) 
2008-11-01,2650,0.022,Hesperia-Olive Street,24,Parts Per Million ( ppm ) 
2008-11-01,3152,0.025,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2008-11-01,2830,0.022,Phelan-Beekley Road and Phelan Road,24,Parts Per Million ( ppm ) 
2008-11-01,3215,0.010,Trona-Athol and Telegraph,24,Parts Per Million ( ppm ) 
2008-11-01,3500,0.019,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2008-11-01,3681,0.031,Mexicali-Carretera,23,Parts Per Million ( ppm ) 
2008-11-01,3185,0.013,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2008-11-01,3201,0.015,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2008-11-01,3183,0.011,Rosarito,23,Parts Per Million ( ppm ) 
2008-11-01,3138,0.024,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2008-11-01,3178,0.021,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2008-11-01,3716,0.024,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2008-11-01,3010,0.021,Ukiah-E Gobbi Street,22,Parts Per Million ( ppm ) 
2008-11-01,3033,0.023,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
2008-11-01,2016,0.019,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2008-11-01,3726,0.023,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2008-11-01,3489,0.027,Salinas-High School,23,Parts Per Million ( ppm ) 
2008-11-01,2628,0.028,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2008-11-01,2983,0.035,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2008-11-01,2329,0.030,Davenport,23,Parts Per Million ( ppm ) 
2008-11-01,3200,0.026,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2008-11-01,3133,0.026,Scotts Valley-Scotts Valley Drive,24,Parts Per Million ( ppm ) 
2008-11-01,2985,0.020,Watsonville-Airport Boulevard,24,Parts Per Million ( ppm ) 
2008-11-01,2752,0.019,Yreka-Foothill Drive,23,Parts Per Million ( ppm ) 
2008-11-01,2484,0.009,Azusa,23,Parts Per Million ( ppm ) 
2008-11-01,2492,0.007,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2008-11-01,2849,0.014,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2008-11-01,2899,0.006,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2008-11-01,3683,0.018,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2008-11-01,2583,0.002,Lynwood,23,Parts Per Million ( ppm ) 
2008-11-01,2429,0.008,North Long Beach,23,Parts Per Million ( ppm ) 
2008-11-01,2160,0.005,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2008-11-01,3693,0.004,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2008-11-01,2898,0.007,Pomona,23,Parts Per Million ( ppm ) 
2008-11-01,2420,0.007,Reseda,23,Parts Per Million ( ppm ) 
2008-11-01,3502,0.009,Santa Clarita,23,Parts Per Million ( ppm ) 
2008-11-01,2494,0.014,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2008-11-01,3674,0.007,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2008-11-01,2937,0.013,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2008-11-01,2249,0.006,La Habra,23,Parts Per Million ( ppm ) 
2008-11-01,3265,0.017,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2008-11-01,3168,0.020,Banning Airport,23,Parts Per Million ( ppm ) 
2008-11-01,2943,0.021,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2008-11-01,3747,0.011,Mira Loma-10551 Bellegrave,23,Parts Per Million ( ppm ) 
2008-11-01,3702,0.012,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2008-11-01,2525,0.012,Perris,23,Parts Per Million ( ppm ) 
2008-11-01,2596,0.014,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2008-11-01,2499,0.023,Crestline,23,Parts Per Million ( ppm ) 
2008-11-01,2266,0.012,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2008-11-01,2077,0.019,Redlands-Dearborn,23,Parts Per Million ( ppm ) 
2008-11-01,2221,0.012,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2008-11-01,3700,0.021,San Gorgonio Wilderness,24,Parts Per Million ( ppm ) 
2008-11-01,2485,0.012,Upland,23,Parts Per Million ( ppm ) 
2008-11-01,2965,0.021,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2008-11-01,3694,0.028,Carrisa Plains School,23,Parts Per Million ( ppm ) 
2008-11-01,2321,0.023,Morro Bay,23,Parts Per Million ( ppm ) 
2008-11-01,3251,0.028,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2008-11-01,2955,0.026,Paso Robles-Santa Fe Avenue,23,Parts Per Million ( ppm ) 
2008-11-01,3495,0.034,Red Hills,23,Parts Per Million ( ppm ) 
2008-11-01,3688,0.025,San Luis Obispo-3220 South Higuera St,23,Parts Per Million ( ppm ) 
2008-11-01,3003,0.016,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2008-11-01,2008,0.024,El Capitan Beach,21,Parts Per Million ( ppm ) 
2008-11-01,2954,0.031,Gaviota-GTC Site B,21,Parts Per Million ( ppm ) 
