summary_date,site,co_davg,name,obs_count,units 
2009-05-01,3658,0.057,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2009-05-01,2923,0.048,Barstow,23,Parts Per Million ( ppm ) 
2009-05-01,3500,0.170,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2009-05-01,3255,0.377,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2009-05-01,3138,0.742,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2009-05-01,3141,0.806,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2009-05-01,3178,0.693,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2009-05-01,3716,0.313,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2009-05-01,3489,0.429,Salinas-High School,24,Parts Per Million ( ppm ) 
2009-05-01,2329,0.204,Davenport,24,Parts Per Million ( ppm ) 
2009-05-01,2484,0.300,Azusa,23,Parts Per Million ( ppm ) 
2009-05-01,2492,0.457,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2009-05-01,3743,0.327,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2009-05-01,2849,0.513,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2009-05-01,2899,0.848,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2009-05-01,3683,0.426,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2009-05-01,2429,0.391,North Long Beach,23,Parts Per Million ( ppm ) 
2009-05-01,2160,0.348,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2009-05-01,3693,0.426,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2009-05-01,2898,0.595,Pomona,21,Parts Per Million ( ppm ) 
2009-05-01,2420,0.457,Reseda,23,Parts Per Million ( ppm ) 
2009-05-01,3502,0.318,Santa Clarita,22,Parts Per Million ( ppm ) 
2009-05-01,2494,0.422,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2009-05-01,3674,0.287,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2009-05-01,2937,0.135,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2009-05-01,2249,0.461,La Habra,23,Parts Per Million ( ppm ) 
2009-05-01,3265,0.061,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2009-05-01,2943,0.204,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2009-05-01,3747,0.248,Mira Loma-10551 Bellegrave,23,Parts Per Million ( ppm ) 
2009-05-01,3702,0.409,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2009-05-01,2333,0.500,Riverside-Magnolia,23,Parts Per Million ( ppm ) 
2009-05-01,2596,0.545,Riverside-Rubidoux,22,Parts Per Million ( ppm ) 
2009-05-01,2266,0.483,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2009-05-01,2221,0.348,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2009-05-01,2485,0.526,Upland,23,Parts Per Million ( ppm ) 
2009-05-01,3153,0.022,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2009-05-01,3101,0.430,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2009-05-01,2360,0.187,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2009-05-01,3665,0.196,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2009-05-01,3486,0.183,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2009-05-01,3023,0.117,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2009-05-01,2589,0.559,Chula Vista,22,Parts Per Million ( ppm ) 
2009-05-01,2263,0.496,Escondido-E Valley Parkway,23,Parts Per Million ( ppm ) 
2009-05-01,2933,0.748,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2009-05-01,3690,0.491,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2009-05-01,3727,0.309,Berkeley-6th Street,23,Parts Per Million ( ppm ) 
2009-05-01,2293,0.414,Fremont-Chapel Way,22,Parts Per Million ( ppm ) 
2009-05-01,3490,0.243,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2009-05-01,3247,0.243,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2009-05-01,3742,0.113,Oakland-West,23,Parts Per Million ( ppm ) 
2009-05-01,2804,0.248,Bethel Island Road,23,Parts Per Million ( ppm ) 
2009-05-01,2831,0.336,Concord-2956-A Treat Blvd,22,Parts Per Million ( ppm ) 
2009-05-01,2622,0.304,San Rafael,23,Parts Per Million ( ppm ) 
2009-05-01,2655,0.122,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2009-05-01,2373,0.296,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
