summary_date,site,monitor,pm25_davg,name,obs_count 
2010-07-08,3154,G,5.9,Keeler-Cerro Gordo Road,21 
2010-07-08,3144,B,7.6,San Andreas-Gold Strike Road,24 
2010-07-08,3128,C,3.5,Chester-222 1st Avenue,24 
2010-07-08,3494,E,1.2,Portola-161 Nevada Street,24 
2010-07-08,3020,C,7.0,Quincy-N Church Street,24 
2010-07-08,3658,A,7.0,Lancaster-43301 Division Street,24 
2010-07-08,2271,C,7.1,Ukiah-County Library,24 
2010-07-08,3765,A,4.8,Willits-125 E Commercial Street,23 
2010-07-08,3132,A,9.9,Weaverville-Courthouse,24 
2010-07-08,3489,C,7.9,Salinas-High School,23 
2010-07-08,2628,B,7.3,Hollister-Fairview Road,24 
2010-07-08,3200,C,7.5,Santa Cruz AMS,22 
2010-07-08,2492,D,17.2,Burbank-W Palm Avenue,24 
2010-07-08,2492,A,11.1,Burbank-W Palm Avenue,24 
2010-07-08,2849,A,23.2,Glendora-Laurel,24 
2010-07-08,2899,G,16.4,Los Angeles-North Main Street,24 
2010-07-08,2899,A,12.2,Los Angeles-North Main Street,24 
2010-07-08,2429,F,10.4,North Long Beach,24 
2010-07-08,2429,A,8.7,North Long Beach,24 
2010-07-08,2420,C,15.8,Reseda,24 
2010-07-08,3502,A,23.7,Santa Clarita,24 
2010-07-08,3674,A,12.0,Anaheim-Pampas Lane,24 
2010-07-08,3674,D,17.6,Anaheim-Pampas Lane,24 
2010-07-08,3168,A,37.0,Banning Airport,24 
2010-07-08,2943,A,26.6,Lake Elsinore-W Flint Street,24 
2010-07-08,3702,C,37.8,Mira Loma Van Buren,24 
2010-07-08,3702,A,32.3,Mira Loma Van Buren,24 
2010-07-08,2596,A,32.2,Riverside-Rubidoux,24 
2010-07-08,2499,A,8.2,Crestline,24 
2010-07-08,2485,A,33.3,Upland,24 
2010-07-08,2965,E,4.8,Atascadero-Lewis Avenue,24 
2010-07-08,2979,A,5.3,Nipomo-Guadalupe Road,24 
2010-07-08,3153,A,8.8,Goleta-Fairview,24 
2010-07-08,2360,B,4.9,Lompoc-S H Street,24 
2010-07-08,3665,D,9.4,Santa Barbara-700 East Canon Perdido,24 
