summary_date,site,ozone_davg,name,obs_count,units 
2014-12-08,3151,0.034,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2014-12-08,2914,0.020,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2014-12-08,3802,0.020,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2014-12-08,2993,0.006,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2014-12-08,3144,0.012,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2014-12-08,3017,0.029,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2014-12-08,3018,0.036,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2014-12-08,3126,0.038,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2014-12-08,3002,0.012,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2014-12-08,2968,0.019,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2014-12-08,5273,0.056,Kernville-Forest Service,24,Parts Per Million ( ppm ) 
2014-12-08,3121,0.023,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2014-12-08,3658,0.015,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2014-12-08,3673,0.016,Blythe-445 West Murphy Street,21,Parts Per Million ( ppm ) 
2014-12-08,3732,0.038,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2014-12-08,2923,0.010,Barstow,22,Parts Per Million ( ppm ) 
2014-12-08,2650,0.015,Hesperia-Olive Street,22,Parts Per Million ( ppm ) 
2014-12-08,3152,0.038,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2014-12-08,2830,0.029,Phelan-Beekley Road and Phelan Road,22,Parts Per Million ( ppm ) 
2014-12-08,3215,0.011,Trona-Athol and Telegraph,20,Parts Per Million ( ppm ) 
2014-12-08,3500,0.016,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2014-12-08,3779,0.027,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2014-12-08,3716,0.028,Eureka-Jacobs,23,Parts Per Million ( ppm ) 
2014-12-08,3010,0.016,Ukiah-E Gobbi Street,21,Parts Per Million ( ppm ) 
2014-12-08,3033,0.011,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
2014-12-08,2016,0.014,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2014-12-08,3726,0.009,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2014-12-08,3489,0.011,Salinas-High School,24,Parts Per Million ( ppm ) 
2014-12-08,2628,0.018,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2014-12-08,2983,0.013,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2014-12-08,3200,0.009,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2014-12-08,2752,0.011,Yreka-Foothill Drive,23,Parts Per Million ( ppm ) 
2014-12-08,2484,0.025,Azusa,23,Parts Per Million ( ppm ) 
2014-12-08,2849,0.026,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2014-12-08,2899,0.016,Los Angeles-North Main Street,21,Parts Per Million ( ppm ) 
2014-12-08,3683,0.020,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2014-12-08,2160,0.013,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2014-12-08,3693,0.014,Pico Rivera-4144 San Gabriel,21,Parts Per Million ( ppm ) 
2014-12-08,2898,0.014,Pomona,23,Parts Per Million ( ppm ) 
2014-12-08,2420,0.017,Reseda,23,Parts Per Million ( ppm ) 
2014-12-08,3502,0.020,Santa Clarita,23,Parts Per Million ( ppm ) 
2014-12-08,2494,0.023,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2014-12-08,3674,0.008,Anaheim-Pampas Lane,21,Parts Per Million ( ppm ) 
2014-12-08,2937,0.009,Costa Mesa-Mesa Verde Drive,21,Parts Per Million ( ppm ) 
2014-12-08,2249,0.007,La Habra,23,Parts Per Million ( ppm ) 
2014-12-08,3265,0.016,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2014-12-08,3168,0.023,Banning Airport,23,Parts Per Million ( ppm ) 
2014-12-08,2943,0.009,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2014-12-08,3702,0.009,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2014-12-08,2525,0.011,Perris,23,Parts Per Million ( ppm ) 
2014-12-08,2596,0.009,Riverside-Rubidoux,22,Parts Per Million ( ppm ) 
2014-12-08,3777,0.029,Winchester-33700 Borel Road             ,23,Parts Per Million ( ppm ) 
2014-12-08,2499,0.010,Crestline,23,Parts Per Million ( ppm ) 
2014-12-08,2077,0.020,Redlands-Dearborn,23,Parts Per Million ( ppm ) 
2014-12-08,2221,0.013,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2014-12-08,2485,0.013,Upland,22,Parts Per Million ( ppm ) 
2014-12-08,2965,0.010,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2014-12-08,3694,0.018,Carrisa Plains School,23,Parts Per Million ( ppm ) 
2014-12-08,2321,0.015,Morro Bay,19,Parts Per Million ( ppm ) 
2014-12-08,3251,0.024,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2014-12-08,2955,0.004,Paso Robles-Santa Fe Avenue,20,Parts Per Million ( ppm ) 
2014-12-08,3495,0.038,Red Hills,23,Parts Per Million ( ppm ) 
2014-12-08,3688,0.021,San Luis Obispo-3220 South Higuera St,23,Parts Per Million ( ppm ) 
2014-12-08,3003,0.024,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2014-12-08,2008,0.025,El Capitan Beach,21,Parts Per Million ( ppm ) 
2014-12-08,2954,0.018,Gaviota-GTC Site B,21,Parts Per Million ( ppm ) 
2014-12-08,3153,0.013,Goleta-Fairview,21,Parts Per Million ( ppm ) 
2014-12-08,3101,0.038,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2014-12-08,2992,0.027,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2014-12-08,2360,0.017,Lompoc-S H Street,21,Parts Per Million ( ppm ) 
2014-12-08,2957,0.019,Paradise Road-Los Padres National Forest,20,Parts Per Million ( ppm ) 
2014-12-08,3665,0.010,Santa Barbara-700 East Canon Perdido,20,Parts Per Million ( ppm ) 
2014-12-08,3486,0.012,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2014-12-08,2593,0.015,Santa Ynez-Airport Road,23,Parts Per Million ( ppm ) 
2014-12-08,3023,0.028,Vandenberg Air Force Base-STS Power,21,Parts Per Million ( ppm ) 
2014-12-08,2991,0.020,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2014-12-08,3172,0.016,Ojai-Ojai Avenue,24,Parts Per Million ( ppm ) 
2014-12-08,3505,0.030,Piru-3301 Pacific Avenue,24,Parts Per Million ( ppm ) 
2014-12-08,2880,0.028,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2014-12-08,2984,0.020,Thousand Oaks-Moorpark Road,24,Parts Per Million ( ppm ) 
2014-12-08,2460,0.038,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2014-12-08,3198,0.010,Camp Pendleton,22,Parts Per Million ( ppm ) 
2014-12-08,2589,0.008,Chula Vista,22,Parts Per Million ( ppm ) 
2014-12-08,2368,0.014,Del Mar-Mira Costa College,24,Parts Per Million ( ppm ) 
2014-12-08,2263,0.010,Escondido-E Valley Parkway,22,Parts Per Million ( ppm ) 
2014-12-08,3739,0.013,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2014-12-08,3690,0.007,San Diego-1110 Beardsley Street,18,Parts Per Million ( ppm ) 
2014-12-08,3766,0.012,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2014-12-08,3490,0.006,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2014-12-08,3247,0.006,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2014-12-08,3742,0.008,Oakland-West,23,Parts Per Million ( ppm ) 
2014-12-08,2804,0.011,Bethel Island Road,23,Parts Per Million ( ppm ) 
2014-12-08,2831,0.004,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2014-12-08,3668,0.005,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2014-12-08,2622,0.005,San Rafael,23,Parts Per Million ( ppm ) 
2014-12-08,2655,0.006,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2014-12-08,2373,0.008,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2014-12-08,2125,0.006,Redwood City,23,Parts Per Million ( ppm ) 
2014-12-08,3661,0.008,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2014-12-08,2410,0.006,Vallejo-304 Tuolumne Street,22,Parts Per Million ( ppm ) 
