summary_date,site,monitor,pm25_davg,name,obs_count 
2002-05-15,2353,A,15.4,Yosemite Village-Visitor Center,24 
2002-05-15,2484,A,20.3,Azusa,24 
2002-05-15,3508,A,31.6,Los Angeles-651 Mott Street,24 
2002-05-15,2899,A,19.5,Los Angeles-North Main Street,24 
2002-05-15,2429,A,14.3,North Long Beach,24 
2002-05-15,3509,A,24.3,Wilmington-1115 N.Mahar Avenue,24 
2002-05-15,3674,A,13.4,Anaheim-Pampas Lane,24 
2002-05-15,2596,A,25.5,Riverside-Rubidoux,24 
2002-05-15,2327,A,14.4,El Cajon-Redwood Avenue,24 
2002-05-15,2263,A,16.5,Escondido-E Valley Parkway,24 
2002-05-15,2964,A,12.4,San Diego-12th Avenue,24 
2002-05-15,3660,A,18.7,Crockett-1098 Pomona Street,24 
2002-05-15,3506,A,13.5,Point Reyes,24 
2002-05-15,3009,D,13.3,Fresno-1st Street,24 
2002-05-15,3009,A,9.0,Fresno-1st Street,24 
2002-05-15,3146,G,15.1,Bakersfield-5558 California Avenue,24 
2002-05-15,3146,H,14.4,Bakersfield-5558 California Avenue,24 
2002-05-15,3146,A,10.6,Bakersfield-5558 California Avenue,24 
2002-05-15,2032,B,24.7,Visalia-N Church Street,24 
2002-05-15,3173,A,16.1,Calexico-East,24 
2002-05-15,2115,D,9.5,Chico-Manzanita Avenue,24 
2002-05-15,2115,C,7.4,Chico-Manzanita Avenue,24 
2002-05-15,2630,A,8.2,Gridley-Cowee Avenue,23 
2002-05-15,2731,D,14.4,Sacramento-Del Paso Manor,24 
2002-05-15,3011,A,9.0,Sacramento-T Street,24 
2002-05-16,2353,A,17.0,Yosemite Village-Visitor Center,24 
2002-05-16,2484,A,20.2,Azusa,24 
2002-05-16,3508,A,29.5,Los Angeles-651 Mott Street,24 
2002-05-16,2899,A,19.4,Los Angeles-North Main Street,24 
2002-05-16,2429,A,15.9,North Long Beach,24 
2002-05-16,3509,A,28.6,Wilmington-1115 N.Mahar Avenue,24 
2002-05-16,3674,A,15.3,Anaheim-Pampas Lane,24 
2002-05-16,2327,A,13.0,El Cajon-Redwood Avenue,24 
2002-05-16,2263,A,14.4,Escondido-E Valley Parkway,24 
2002-05-16,2964,A,10.8,San Diego-12th Avenue,24 
2002-05-16,3660,A,16.5,Crockett-1098 Pomona Street,24 
2002-05-16,3506,A,11.3,Point Reyes,23 
2002-05-16,2410,A,12.2,Vallejo-304 Tuolumne Street,24 
2002-05-16,3009,D,10.2,Fresno-1st Street,22 
2002-05-16,3009,A,8.0,Fresno-1st Street,24 
2002-05-16,3146,G,14.8,Bakersfield-5558 California Avenue,24 
2002-05-16,3146,A,11.1,Bakersfield-5558 California Avenue,24 
2002-05-16,3146,H,18.8,Bakersfield-5558 California Avenue,24 
2002-05-16,2032,B,22.8,Visalia-N Church Street,24 
2002-05-16,3173,A,14.3,Calexico-East,24 
2002-05-16,2115,C,8.1,Chico-Manzanita Avenue,24 
2002-05-16,2115,D,8.9,Chico-Manzanita Avenue,24 
2002-05-16,2630,A,7.4,Gridley-Cowee Avenue,24 
2002-05-16,2731,D,13.9,Sacramento-Del Paso Manor,24 
2002-05-16,3011,A,8.0,Sacramento-T Street,24 
2002-05-17,3154,A,6.0,Keeler-Cerro Gordo Road,24 
2002-05-17,2353,A,16.1,Yosemite Village-Visitor Center,24 
2002-05-17,2208,A,1.0,Truckee-Fire Station,24 
2002-05-17,3121,A,12.0,Mojave-923 Poole Street,24 
2002-05-17,3492,A,10.7,Ridgecrest-100 West California Avenue,24 
2002-05-17,3658,A,10.0,Lancaster-43301 Division Street,24 
2002-05-17,3500,A,16.0,Victorville-14306 Park Avenue,24 
2002-05-17,3500,B,17.0,Victorville-14306 Park Avenue,24 
2002-05-17,2484,A,27.1,Azusa,24 
2002-05-17,2492,A,27.3,Burbank-W Palm Avenue,24 
2002-05-17,3508,A,43.9,Los Angeles-651 Mott Street,24 
2002-05-17,2899,A,26.7,Los Angeles-North Main Street,24 
2002-05-17,2583,A,26.5,Lynwood,24 
2002-05-17,2429,A,25.1,North Long Beach,24 
2002-05-17,2160,A,23.0,Pasadena-S Wilson Avenue,24 
2002-05-17,2166,A,28.4,Pico Rivera,24 
2002-05-17,2420,A,21.2,Reseda,24 
2002-05-17,3509,A,33.0,Wilmington-1115 N.Mahar Avenue,24 
2002-05-17,3674,A,21.9,Anaheim-Pampas Lane,24 
2002-05-17,3265,A,19.4,Mission Viejo-26081 Via Pera,24 
2002-05-17,2333,A,46.8,Riverside-Magnolia,24 
2002-05-17,2596,C,51.1,Riverside-Rubidoux,24 
2002-05-17,2596,D,51.2,Riverside-Rubidoux,24 
2002-05-17,3254,A,33.1,Ontario-1408 Francis Street,24 
2002-05-17,2221,A,42.7,San Bernardino-4th Street,24 
2002-05-17,2991,A,14.0,El Rio-Rio Mesa School #2,24 
2002-05-17,3505,A,15.0,Piru-3301 Pacific Avenue,24 
2002-05-17,2984,A,16.7,Thousand Oaks-Moorpark Road,24 
2002-05-17,2589,A,18.9,Chula Vista,24 
2002-05-17,2327,A,16.9,El Cajon-Redwood Avenue,24 
2002-05-17,2964,A,19.8,San Diego-12th Avenue,24 
2002-05-17,2040,A,15.6,San Diego-Overland Avenue,24 
2002-05-17,3660,A,11.3,Crockett-1098 Pomona Street,24 
2002-05-17,3506,A,6.2,Point Reyes,24 
2002-05-17,3009,A,8.0,Fresno-1st Street,24 
2002-05-17,3009,D,11.5,Fresno-1st Street,19 
2002-05-17,3009,C,9.3,Fresno-1st Street,24 
2002-05-17,3496,A,16.3,Bakersfield-410 E Planz Road,24 
2002-05-17,3146,H,18.4,Bakersfield-5558 California Avenue,24 
2002-05-17,3146,F,12.1,Bakersfield-5558 California Avenue,24 
2002-05-17,3146,E,14.0,Bakersfield-5558 California Avenue,24 
2002-05-17,3146,A,11.8,Bakersfield-5558 California Avenue,24 
2002-05-17,3146,G,18.6,Bakersfield-5558 California Avenue,24 
2002-05-17,2094,A,8.0,Stockton-Hazelton Street,24 
2002-05-17,2833,A,8.0,Modesto-14th Street,24 
2002-05-17,2032,A,12.0,Visalia-N Church Street,24 
2002-05-17,2032,B,24.1,Visalia-N Church Street,24 
2002-05-17,2415,A,1.1,Brawley-Main Street,24 
2002-05-17,3173,A,10.3,Calexico-East,22 
2002-05-17,3135,A,12.0,Calexico-Ethel Street,24 
2002-05-17,2878,A,13.8,Indio-Jackson Street,24 
2002-05-17,2199,A,16.6,Palm Springs-Fire Station,24 
2002-05-17,2115,C,11.4,Chico-Manzanita Avenue,23 
2002-05-17,2115,D,13.9,Chico-Manzanita Avenue,20 
2002-05-17,2630,A,12.5,Gridley-Cowee Avenue,24 
2002-05-17,2744,A,6.0,Colusa-Sunrise Blvd,24 
2002-05-17,2731,D,11.9,Sacramento-Del Paso Manor,24 
2002-05-17,2731,A,8.0,Sacramento-Del Paso Manor,24 
2002-05-17,2346,A,7.0,Sacramento-Health Dept Stockton Blvd,24 
2002-05-17,3011,A,7.0,Sacramento-T Street,24 
2002-05-17,3249,A,8.0,Woodland-Gibson Road,24 
2002-05-18,2353,A,13.7,Yosemite Village-Visitor Center,24 
2002-05-18,2484,A,30.2,Azusa,24 
2002-05-18,3508,A,45.5,Los Angeles-651 Mott Street,24 
2002-05-18,2899,A,29.8,Los Angeles-North Main Street,24 
2002-05-18,2429,A,14.0,North Long Beach,24 
2002-05-18,3509,A,21.9,Wilmington-1115 N.Mahar Avenue,24 
2002-05-18,3674,A,15.5,Anaheim-Pampas Lane,24 
2002-05-18,2596,A,49.4,Riverside-Rubidoux,24 
2002-05-18,2327,A,16.5,El Cajon-Redwood Avenue,24 
2002-05-18,2964,A,12.5,San Diego-12th Avenue,24 
2002-05-18,3660,A,7.9,Crockett-1098 Pomona Street,24 
2002-05-18,3506,A,5.8,Point Reyes,24 
2002-05-18,3009,D,,Fresno-1st Street,15 
2002-05-18,3009,A,6.0,Fresno-1st Street,24 
2002-05-18,3146,G,14.8,Bakersfield-5558 California Avenue,24 
2002-05-18,3146,H,14.1,Bakersfield-5558 California Avenue,24 
2002-05-18,3146,A,9.2,Bakersfield-5558 California Avenue,24 
2002-05-18,2032,B,20.4,Visalia-N Church Street,24 
2002-05-18,3173,A,12.3,Calexico-East,24 
2002-05-18,2115,D,9.8,Chico-Manzanita Avenue,24 
2002-05-18,2115,C,8.5,Chico-Manzanita Avenue,24 
2002-05-18,2630,A,8.1,Gridley-Cowee Avenue,24 
2002-05-18,2731,D,9.4,Sacramento-Del Paso Manor,24 
2002-05-18,3011,A,5.0,Sacramento-T Street,24 
2002-05-19,2353,A,18.3,Yosemite Village-Visitor Center,24 
2002-05-19,2484,A,14.5,Azusa,24 
2002-05-19,3508,A,24.7,Los Angeles-651 Mott Street,24 
2002-05-19,2899,A,11.1,Los Angeles-North Main Street,24 
2002-05-19,2429,A,9.7,North Long Beach,24 
2002-05-19,3509,A,17.4,Wilmington-1115 N.Mahar Avenue,24 
2002-05-19,3674,A,8.7,Anaheim-Pampas Lane,24 
2002-05-19,2596,A,16.2,Riverside-Rubidoux,24 
2002-05-19,2327,A,9.7,El Cajon-Redwood Avenue,24 
2002-05-19,2964,A,6.7,San Diego-12th Avenue,24 
2002-05-19,3660,A,7.3,Crockett-1098 Pomona Street,24 
2002-05-19,3506,A,2.0,Point Reyes,24 
2002-05-19,3009,A,4.0,Fresno-1st Street,24 
2002-05-19,3009,D,,Fresno-1st Street,15 
2002-05-19,3146,H,37.0,Bakersfield-5558 California Avenue,24 
2002-05-19,3146,G,32.6,Bakersfield-5558 California Avenue,24 
2002-05-19,3146,A,20.7,Bakersfield-5558 California Avenue,24 
2002-05-19,2032,B,12.5,Visalia-N Church Street,24 
2002-05-19,3173,A,20.7,Calexico-East,24 
2002-05-19,2115,C,8.0,Chico-Manzanita Avenue,24 
2002-05-19,2115,D,8.2,Chico-Manzanita Avenue,24 
2002-05-19,2630,A,6.7,Gridley-Cowee Avenue,24 
2002-05-19,2731,D,7.6,Sacramento-Del Paso Manor,24 
2002-05-19,3011,A,4.0,Sacramento-T Street,24 
2002-05-20,3154,A,5.0,Keeler-Cerro Gordo Road,24 
2002-05-20,3154,B,6.0,Keeler-Cerro Gordo Road,24 
2002-05-20,2914,A,1.7,Lakeport-Lakeport Blvd,24 
2002-05-20,2948,B,1.0,South Lake Tahoe-Sandy Way,24 
2002-05-20,3144,A,3.0,San Andreas-Gold Strike Road,24 
2002-05-20,2353,A,13.0,Yosemite Village-Visitor Center,23 
