summary_date,site,co_davg,name,obs_count,units 
2007-02-08,3018,0.200,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2007-02-08,3658,0.565,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2007-02-08,2923,0.235,Barstow,23,Parts Per Million ( ppm ) 
2007-02-08,3500,0.261,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2007-02-08,3681,0.843,Mexicali-Carretera,23,Parts Per Million ( ppm ) 
2007-02-08,3203,2.470,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2007-02-08,3185,1.243,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2007-02-08,3201,2.178,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2007-02-08,3183,0.848,Rosarito,23,Parts Per Million ( ppm ) 
2007-02-08,3255,0.548,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2007-02-08,3138,1.026,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2007-02-08,3141,1.323,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
2007-02-08,3178,0.874,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2007-02-08,3716,0.230,Eureka-Jacobs,23,Parts Per Million ( ppm ) 
2007-02-08,3010,0.377,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2007-02-08,3116,0.623,Willits-899 S Main Street,23,Parts Per Million ( ppm ) 
2007-02-08,3489,0.371,Salinas-High School,24,Parts Per Million ( ppm ) 
2007-02-08,2329,0.400,Davenport,24,Parts Per Million ( ppm ) 
2007-02-08,2484,1.117,Azusa,23,Parts Per Million ( ppm ) 
2007-02-08,2492,1.174,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2007-02-08,2899,0.948,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2007-02-08,3683,0.613,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2007-02-08,2583,1.414,Lynwood,22,Parts Per Million ( ppm ) 
2007-02-08,2429,1.243,North Long Beach,23,Parts Per Million ( ppm ) 
2007-02-08,2160,1.313,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2007-02-08,3693,1.757,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2007-02-08,2898,1.248,Pomona,23,Parts Per Million ( ppm ) 
2007-02-08,2420,0.822,Reseda,23,Parts Per Million ( ppm ) 
2007-02-08,3502,0.565,Santa Clarita,23,Parts Per Million ( ppm ) 
2007-02-08,2494,0.891,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2007-02-08,3674,0.617,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2007-02-08,2937,0.704,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2007-02-08,2249,1.035,La Habra,23,Parts Per Million ( ppm ) 
2007-02-08,3265,0.561,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2007-02-08,2943,0.505,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2007-02-08,2333,1.161,Riverside-Magnolia,23,Parts Per Million ( ppm ) 
2007-02-08,2596,1.022,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2007-02-08,2221,1.122,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2007-02-08,2485,1.013,Upland,23,Parts Per Million ( ppm ) 
2007-02-08,3153,0.017,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2007-02-08,3101,0.222,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2007-02-08,3023,0.048,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2007-02-08,2589,1.078,Chula Vista,23,Parts Per Million ( ppm ) 
2007-02-08,2263,0.820,Escondido-E Valley Parkway,20,Parts Per Million ( ppm ) 
2007-02-08,2933,1.313,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2007-02-08,3690,1.064,San Diego-1110 Beardsley Street,22,Parts Per Million ( ppm ) 
