summary_date,site,monitor,pm25_davg,name,obs_count 
2005-12-22,2353,A,17.5,Yosemite Village-Visitor Center,24 
2005-12-22,3494,E,17.5,Portola-161 Nevada Street,24 
2005-12-22,3494,A,13.0,Portola-161 Nevada Street,24 
2005-12-22,2484,A,23.6,Azusa,24 
2005-12-22,2899,A,23.1,Los Angeles-North Main Street,24 
2005-12-22,2429,A,25.1,North Long Beach,24 
2005-12-22,3679,A,21.8,South Long Beach,24 
2005-12-22,3674,A,28.1,Anaheim-Pampas Lane,24 
2005-12-22,2596,A,28.1,Riverside-Rubidoux,24 
2005-12-22,3665,C,10.1,Santa Barbara-700 East Canon Perdido,24 
2005-12-22,3486,C,10.7,Santa Maria-906 S Broadway,24 
2005-12-22,2991,C,7.0,El Rio-Rio Mesa School #2,24 
2005-12-22,2880,C,7.8,Simi Valley-Cochran Street,24 
2005-12-22,2327,A,15.3,El Cajon-Redwood Avenue,24 
2005-12-22,3690,A,19.2,San Diego-1110 Beardsley Street,24 
2005-12-22,3490,B,3.9,Livermore-793 Rincon Avenue,24 
2005-12-22,3568,A,7.1,Oakland-Filbert St.,24 
2005-12-22,2831,A,2.4,Concord-2956-A Treat Blvd,24 
2005-12-22,3506,A,2.2,Point Reyes,24 
2005-12-22,2373,C,2.0,San Francisco-Arkansas Street,23 
2005-12-22,2373,A,3.6,San Francisco-Arkansas Street,24 
2005-12-22,2125,C,9.3,Redwood City,24 
2005-12-22,3661,C,1.6,San Jose-Jackson Street,24 
2005-12-22,3661,A,2.7,San Jose-Jackson Street,24 
2005-12-22,2936,A,2.8,San Jose-Tully Road,24 
2005-12-22,2410,B,7.0,Vallejo-304 Tuolumne Street,24 
2005-12-22,3009,D,17.0,Fresno-1st Street,24 
2005-12-22,3009,A,17.0,Fresno-1st Street,24 
2005-12-22,3146,G,10.1,Bakersfield-5558 California Avenue,24 
2005-12-22,3146,A,9.8,Bakersfield-5558 California Avenue,24 
2005-12-22,3146,H,12.0,Bakersfield-5558 California Avenue,24 
2005-12-22,2094,E,16.9,Stockton-Hazelton Street,24 
2005-12-22,2833,E,16.6,Modesto-14th Street,24 
2005-12-22,2032,B,15.3,Visalia-N Church Street,24 
2005-12-22,2115,C,5.4,Chico-Manzanita Avenue,23 
