summary_date,site,no2_davg,name,obs_count,units 
2018-04-22,3658,0.005,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2018-04-22,2923,0.015,Barstow,22,Parts Per Million ( ppm ) 
2018-04-22,3215,0.003,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2018-04-22,3500,0.012,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2018-04-22,3779,0.001,Eureka-Humboldt Hill                    ,19,Parts Per Million ( ppm ) 
2018-04-22,3716,0.001,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2018-04-22,3489,0.004,Salinas-High School,24,Parts Per Million ( ppm ) 
2018-04-22,2484,0.016,Azusa,24,Parts Per Million ( ppm ) 
2018-04-22,2849,0.009,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2018-04-22,3774,0.010,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2018-04-22,3818,0.011,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2018-04-22,2899,0.019,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2018-04-22,3683,0.009,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2018-04-22,2160,0.012,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2018-04-22,2898,0.018,Pomona,24,Parts Per Million ( ppm ) 
2018-04-22,2420,0.013,Reseda,24,Parts Per Million ( ppm ) 
2018-04-22,3502,0.007,Santa Clarita,24,Parts Per Million ( ppm ) 
2018-04-22,3809,0.017,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2018-04-22,3674,0.009,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2018-04-22,2249,0.008,La Habra,24,Parts Per Million ( ppm ) 
2018-04-22,3168,0.007,Banning Airport,24,Parts Per Million ( ppm ) 
2018-04-22,2943,0.006,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2018-04-22,3702,0.013,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2018-04-22,2596,0.014,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2018-04-22,2266,0.013,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2018-04-22,3820,0.023,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2018-04-22,3819,0.023,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2018-04-22,2221,0.012,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2018-04-22,2485,0.010,Upland,24,Parts Per Million ( ppm ) 
2018-04-22,3812,0.003,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2018-04-22,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2018-04-22,3003,0.003,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2018-04-22,2008,0.005,El Capitan Beach,23,Parts Per Million ( ppm ) 
2018-04-22,2954,0.002,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2018-04-22,3153,0.002,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2018-04-22,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2018-04-22,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2018-04-22,2360,0.003,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2018-04-22,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2018-04-22,3486,0.005,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2018-04-22,3023,0.001,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2018-04-22,2991,0.006,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2018-04-22,2880,0.006,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2018-04-22,2460,0.001,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2018-04-22,2589,0.006,Chula Vista,22,Parts Per Million ( ppm ) 
2018-04-22,3829,0.006,El Cajon-Lexington Elementary School    ,21,Parts Per Million ( ppm ) 
2018-04-22,3739,0.004,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2018-04-22,3821,0.014,San Diego-11403 Rancho Carmel Dr        ,21,Parts Per Million ( ppm ) 
2018-04-22,3766,0.007,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2018-04-22,3828,0.010,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2018-04-22,3490,0.007,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2018-04-22,3247,0.011,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2018-04-22,3803,0.014,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2018-04-22,3742,0.010,Oakland-West,23,Parts Per Million ( ppm ) 
2018-04-22,3840,0.010,Pleasanton-Owens Ct                     ,23,Parts Per Million ( ppm ) 
2018-04-22,2831,0.004,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2018-04-22,3668,0.006,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2018-04-22,3782,0.005,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2018-04-22,2622,0.008,San Rafael,23,Parts Per Million ( ppm ) 
2018-04-22,2655,0.005,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2018-04-22,3837,0.003,Napa-Valley College,23,Parts Per Million ( ppm ) 
2018-04-22,2373,0.008,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2018-04-22,2125,0.008,Redwood City,23,Parts Per Million ( ppm ) 
2018-04-22,3661,0.008,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2018-04-22,3810,0.016,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2018-04-22,2410,0.007,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2018-04-22,3804,0.002,Sebastopol-103 Morris Street            ,23,Parts Per Million ( ppm ) 
2018-04-22,3026,0.005,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2018-04-22,3826,0.013,Fresno-2482 Foundry Park Avenue         ,23,Parts Per Million ( ppm ) 
2018-04-22,2013,0.008,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2018-04-22,3781,0.009,Fresno-Garland                          ,23,Parts Per Million ( ppm ) 
2018-04-22,2844,0.005,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2018-04-22,2114,0.005,Parlier,23,Parts Per Million ( ppm ) 
2018-04-22,3146,0.010,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2018-04-22,3787,0.007,Bakersfield-Municipal Airport,23,Parts Per Million ( ppm ) 
2018-04-22,2312,0.004,Edison,23,Parts Per Million ( ppm ) 
2018-04-22,2981,0.012,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2018-04-22,3129,0.008,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2018-04-22,3211,0.004,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2018-04-22,3022,0.006,Merced-S Coffee Avenue,23,Parts Per Million ( ppm ) 
2018-04-22,2094,0.012,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2018-04-22,3696,0.003,Tracy-Airport,23,Parts Per Million ( ppm ) 
2018-04-22,2996,0.010,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2018-04-22,2032,0.005,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2018-04-22,3135,0.005,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2018-04-22,2551,0.002,El Centro-9th Street,23,Parts Per Million ( ppm ) 
2018-04-22,2199,0.004,Palm Springs-Fire Station,24,Parts Per Million ( ppm ) 
