,summary_date,site,CO,NO,NO2,O3,longitude,latitude,x,y
85,2002-04-26,3022,,0.001,0.007,0.042,-120.43368,37.28177,0.318396417511322,0.6656316685124662
86,2002-04-26,3023,0.139,0.0005,0.0005,0.043,-120.63129,34.59593,0.2968198171361507,0.30288619972448133
87,2002-04-26,3026,0.395,0.003,0.008,0.028,-119.716389,36.819313,0.39671584091958007,0.6031729288782045
88,2002-04-26,3101,0.2,0.0005,0.001,0.041,-120.0469,34.48976,0.3606280732630965,0.288547040868696
89,2002-04-26,3116,0.448,,0.005,0.032,-123.349724,39.404446,0.0,0.9523170632884038
90,2002-04-26,3121,,0.0005,0.005,0.042,-118.14778,35.05045,0.5679888004757523,0.3642729802004267
91,2002-04-26,3129,,0.001,0.009,0.024,-119.64323,36.31572,0.40470391088996094,0.5351584235974177
92,2002-04-26,3135,0.323,0.0005,0.003,0.022,-115.48307,32.67618,0.8589426124575321,0.04360768212636136
93,2002-04-26,3138,0.643,0.006,0.015,0.018,-116.987,32.5308,0.6947318103613354,0.023972880257151604
94,2002-04-26,3141,0.743,0.008,0.013,0.024,-116.976,32.4975,0.6959328761177578,0.019475432862430097
95,2002-04-26,3144,0.248,,,0.035,-120.680277,38.20185,0.2914710345716127,0.7898962750871128
96,2002-04-26,3145,0.335,0.003,0.014,0.025,-119.015,35.38562,0.473298959995234,0.4095405310499452
97,2002-04-26,3146,0.23,0.004,0.008,0.033,-119.062613,35.356615,0.4681002014624543,0.4056231598282055
98,2002-04-26,3153,0.27,0.001,0.007,0.029,-119.828452,34.445505,0.38447992893211635,0.2825700278220468
99,2002-04-26,3159,,0.001,0.004,0.042,-121.5342,37.73667,0.19823306421501874,0.727069771210934
100,2002-04-26,3168,,0.001,0.002,0.031,-116.858413,33.920767,0.708771941490539,0.2116997109748521
101,2002-04-26,3172,,0.0005,0.005,0.028,-119.231299,34.448057,0.4496817488999006,0.2829146970638287
102,2002-04-26,3173,0.396,0.0005,0.001,0.037,-115.3911,32.6742,0.8689846140591937,0.04334026633532341
103,2002-04-26,3178,0.381,,,0.031,-117.116,32.5136,0.6806465846723666,0.021649874395613215
104,2002-04-26,3183,0.4,0.006,0.01,0.024,-117.056,32.3533,0.6871978524346773,0.0
105,2002-04-26,3185,0.371,0.002,0.009,0.026,-115.398,32.6214,0.8682312182665283,0.03620917857432321
106,2002-04-26,3187,,0.001,0.005,0.038,-121.164442,38.683293,0.23860612530262731,0.8549192350287673
107,2002-04-26,3198,,0.008,0.007,0.03,-117.39616,33.21701,0.6500565317342181,0.11665136003889742
108,2002-04-26,3201,0.474,0.004,0.011,0.03,-115.446,32.6292,0.8629902040566785,0.03726263472083411
109,2002-04-26,3202,0.509,0.004,0.012,,-115.427,32.6583,0.8650647721814095,0.04119283649820367
110,2002-04-26,3203,0.287,0.0005,0.004,0.034,-115.506,32.6403,0.8564389362943677,0.03876178385240891
111,2002-04-26,3207,0.213,0.001,0.005,0.041,-122.339996,37.963333,0.1102499749183718,0.7576825315361551
112,2002-04-26,3211,,0.0005,0.006,0.033,-120.01011,36.86719,0.3646450922793534,0.6096391237405799
113,2002-04-26,3215,,0.003,0.004,0.041,-117.372102,35.774455,0.6526833717313121,0.4620559952459421
114,2002-04-26,3223,0.248,0.001,0.012,0.032,-121.514167,38.636667,0.20042042333305926,0.8486219983252752
115,2002-04-26,3251,,0.002,0.001,0.042,-120.50101,35.0315,0.3110448032040494,0.36171362199832563
116,2002-04-26,3255,0.535,0.008,0.016,0.02,-116.619,32.575,0.7349129193035067,0.029942465087383574
117,2002-04-26,3265,0.209,,,0.031,-117.67588,33.63005,0.6195145214263252,0.17243591475108713
118,2002-04-26,3483,0.817,,,,-119.945,38.95639,0.37175430967942097,0.891803300829259
119,2002-04-26,3486,0.457,0.005,,0.032,-120.435611,34.942872,0.318185575877172,0.3497436590043493
120,2002-04-26,3487,0.083,0.001,0.002,0.042,-120.033084,38.81161,0.362136611853163,0.8722495340482431
121,2002-04-26,3489,0.404,0.001,0.0005,0.04,-121.623271,36.694261,0.18850759803407258,0.5862835957969799
122,2002-04-26,3490,0.287,0.0005,0.005,0.041,-121.7842,37.6875,0.17093611520539181,0.7204289457335027
123,2002-04-26,3500,0.495,0.005,0.015,0.026,-117.32555,34.51096,0.6577662820124959,0.29141028065152197
124,2002-04-26,3502,0.27,0.004,0.008,0.034,-118.52839,34.38337,0.5264308334255349,0.2741781691472409
125,2002-04-26,3508,0.439,0.011,0.018,0.036,-118.2167,34.03528,0.5604635775727784,0.22716566273196323
126,2002-04-26,3509,0.487,0.003,0.008,0.035,-118.2464,33.78611,0.557220700030435,0.1935131411901357
127,2002-04-26,3658,0.035,0.003,0.006,0.036,-118.13068,34.66959,0.5698559117880109,0.31283460738499785
128,2002-04-26,3659,0.122,0.001,0.008,0.039,-122.279999,37.786945,0.11680091511729343,0.7338598363091223
129,2002-04-26,3660,0.261,0.001,0.008,0.038,-122.221107,38.053333,0.12323120280159316,0.7698377947651336
130,2002-04-26,3674,0.233,0.001,0.008,0.026,-117.9385,33.83061,0.5908396224306909,0.19952324356446371
