summary_date,site,co_davg,name,obs_count,units 
2011-10-01,3658,0.300,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2011-10-01,2923,0.083,Barstow,23,Parts Per Million ( ppm ) 
2011-10-01,3500,0.050,Victorville-14306 Park Avenue,20,Parts Per Million ( ppm ) 
2011-10-01,3203,2.391,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2011-10-01,3784,1.832,Mexicali-Comision de Servicios Publicos,23,Parts Per Million ( ppm ) 
2011-10-01,3779,0.561,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2011-10-01,3716,0.050,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2011-10-01,3489,0.309,Salinas-High School,23,Parts Per Million ( ppm ) 
2011-10-01,2484,0.593,Azusa,23,Parts Per Million ( ppm ) 
2011-10-01,2492,0.523,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2011-10-01,3743,0.382,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2011-10-01,2849,0.479,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2011-10-01,2899,0.738,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2011-10-01,3683,0.133,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2011-10-01,2429,0.330,North Long Beach,22,Parts Per Million ( ppm ) 
2011-10-01,2160,0.561,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2011-10-01,3693,0.619,Pico Rivera-4144 San Gabriel,22,Parts Per Million ( ppm ) 
2011-10-01,2898,0.282,Pomona,23,Parts Per Million ( ppm ) 
2011-10-01,2420,0.355,Reseda,23,Parts Per Million ( ppm ) 
2011-10-01,3502,0.227,Santa Clarita,23,Parts Per Million ( ppm ) 
2011-10-01,2494,0.526,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2011-10-01,3674,0.425,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2011-10-01,2937,0.130,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2011-10-01,2249,0.440,La Habra,22,Parts Per Million ( ppm ) 
2011-10-01,3265,0.205,Mission Viejo-26081 Via Pera,22,Parts Per Million ( ppm ) 
2011-10-01,2943,0.173,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2011-10-01,3702,0.387,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2011-10-01,2333,0.580,Riverside-Magnolia,24,Parts Per Million ( ppm ) 
2011-10-01,2596,0.366,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2011-10-01,2266,0.400,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2011-10-01,2221,0.479,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2011-10-01,2485,0.531,Upland,23,Parts Per Million ( ppm ) 
2011-10-01,3153,0.180,Goleta-Fairview,20,Parts Per Million ( ppm ) 
2011-10-01,3101,0.195,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2011-10-01,2360,0.271,Lompoc-S H Street,21,Parts Per Million ( ppm ) 
2011-10-01,3486,0.196,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2011-10-01,3023,0.105,Vandenberg Air Force Base-STS Power,20,Parts Per Million ( ppm ) 
2011-10-01,2327,0.353,El Cajon-Redwood Avenue,24,Parts Per Million ( ppm ) 
2011-10-01,2263,0.473,Escondido-E Valley Parkway,22,Parts Per Million ( ppm ) 
2011-10-01,3690,0.539,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2011-10-01,3247,0.122,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2011-10-01,3742,0.530,Oakland-West,23,Parts Per Million ( ppm ) 
2011-10-01,2804,0.270,Bethel Island Road,23,Parts Per Million ( ppm ) 
2011-10-01,2831,0.260,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2011-10-01,3668,0.206,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2011-10-01,2622,0.317,San Rafael,23,Parts Per Million ( ppm ) 
2011-10-01,2655,0.388,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2011-10-01,2373,0.108,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2011-10-01,2125,0.295,Redwood City,23,Parts Per Million ( ppm ) 
2011-10-01,3770,0.210,Cupertino-22601 Voss Ave,23,Parts Per Million ( ppm ) 
2011-10-01,3661,0.204,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2011-10-01,2410,0.251,Vallejo-304 Tuolumne Street,24,Parts Per Million ( ppm ) 
2011-10-01,2105,0.372,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
