summary_date,site,ozone_davg,name,obs_count,units 
2017-09-15,3713,0.020,Bishop Tribe EMO-50 Tu Su Lane,24,Parts Per Million ( ppm ) 
2017-09-15,2116,0.042,Bishop-White Mountain Research Center,22,Parts Per Million ( ppm ) 
2017-09-15,3151,0.044,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2017-09-15,3834,0.029,Lakeport-S. Main Street                 ,23,Parts Per Million ( ppm ) 
2017-09-15,3802,0.028,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2017-09-15,2993,0.028,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2017-09-15,3144,0.035,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2017-09-15,3196,0.033,Cool-Highway 193,23,Parts Per Million ( ppm ) 
2017-09-15,3487,0.037,Echo Summit,23,Parts Per Million ( ppm ) 
2017-09-15,3017,0.042,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2017-09-15,3161,0.045,Jerseydale - 6440 Jerseydale,23,Parts Per Million ( ppm ) 
2017-09-15,3018,0.039,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2017-09-15,3126,0.050,Grass Valley-Litton Building,23,Parts Per Million ( ppm ) 
2017-09-15,3002,0.035,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2017-09-15,3121,0.045,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2017-09-15,3658,0.041,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2017-09-15,3673,0.034,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2017-09-15,3732,0.041,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2017-09-15,2923,0.041,Barstow,23,Parts Per Million ( ppm ) 
2017-09-15,2650,0.039,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2017-09-15,3152,0.048,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2017-09-15,3733,0.046,Mojave National Preserve,24,Parts Per Million ( ppm ) 
2017-09-15,2830,0.040,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2017-09-15,3215,0.043,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2017-09-15,3500,0.032,Victorville-14306 Park Avenue,24,Parts Per Million ( ppm ) 
2017-09-15,3779,0.026,Eureka-Humboldt Hill                    ,22,Parts Per Million ( ppm ) 
2017-09-15,3716,0.015,Eureka-Jacobs,22,Parts Per Million ( ppm ) 
2017-09-15,3010,0.027,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2017-09-15,3033,0.032,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
2017-09-15,2016,0.025,Carmel Valley-Ford Road,23,Parts Per Million ( ppm ) 
2017-09-15,3726,0.027,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2017-09-15,3489,0.031,Salinas-High School,24,Parts Per Million ( ppm ) 
2017-09-15,2628,0.026,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2017-09-15,2983,0.030,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2017-09-15,3200,0.023,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2017-09-15,2484,0.030,Azusa,24,Parts Per Million ( ppm ) 
2017-09-15,3743,0.025,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2017-09-15,2849,0.026,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2017-09-15,3774,0.019,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2017-09-15,2899,0.023,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2017-09-15,3683,0.031,Los Angeles-Westchester Parkway,22,Parts Per Million ( ppm ) 
2017-09-15,2160,0.026,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2017-09-15,3693,0.021,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2017-09-15,2898,0.031,Pomona,24,Parts Per Million ( ppm ) 
2017-09-15,2420,0.040,Reseda,24,Parts Per Million ( ppm ) 
2017-09-15,3674,0.025,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2017-09-15,2249,0.026,La Habra,24,Parts Per Million ( ppm ) 
2017-09-15,3265,0.030,Mission Viejo-26081 Via Pera,22,Parts Per Million ( ppm ) 
2017-09-15,3168,0.040,Banning Airport,20,Parts Per Million ( ppm ) 
2017-09-15,2943,0.037,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2017-09-15,3702,0.032,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2017-09-15,2525,0.036,Perris,24,Parts Per Million ( ppm ) 
2017-09-15,2596,0.033,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2017-09-15,3777,0.041,Winchester-33700 Borel Road             ,24,Parts Per Million ( ppm ) 
2017-09-15,2499,0.035,Crestline,24,Parts Per Million ( ppm ) 
2017-09-15,2266,0.028,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2017-09-15,2077,0.035,Redlands-Dearborn,24,Parts Per Million ( ppm ) 
2017-09-15,2221,0.033,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2017-09-15,2485,0.030,Upland,24,Parts Per Million ( ppm ) 
2017-09-15,3812,0.022,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2017-09-15,3694,0.030,Carrisa Plains School,23,Parts Per Million ( ppm ) 
2017-09-15,2321,0.025,Morro Bay,23,Parts Per Million ( ppm ) 
2017-09-15,3251,0.028,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2017-09-15,2955,0.029,Paso Robles-Santa Fe Avenue,23,Parts Per Million ( ppm ) 
2017-09-15,3495,0.034,Red Hills,23,Parts Per Million ( ppm ) 
2017-09-15,3688,0.029,San Luis Obispo-3220 South Higuera St,23,Parts Per Million ( ppm ) 
2017-09-15,3003,0.017,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2017-09-15,2008,0.025,El Capitan Beach,23,Parts Per Million ( ppm ) 
2017-09-15,2954,0.029,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2017-09-15,3153,0.025,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2017-09-15,3101,0.032,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2017-09-15,2992,0.035,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2017-09-15,2360,0.026,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2017-09-15,2957,0.031,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2017-09-15,3665,0.023,Santa Barbara-700 East Canon Perdido,24,Parts Per Million ( ppm ) 
2017-09-15,3486,0.023,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2017-09-15,2593,0.031,Santa Ynez-Airport Road,23,Parts Per Million ( ppm ) 
2017-09-15,2991,0.027,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2017-09-15,3172,0.023,Ojai-Ojai Avenue,24,Parts Per Million ( ppm ) 
2017-09-15,3505,0.024,Piru-3301 Pacific Avenue,24,Parts Per Million ( ppm ) 
2017-09-15,2880,0.031,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2017-09-15,2984,0.027,Thousand Oaks-Moorpark Road,24,Parts Per Million ( ppm ) 
2017-09-15,2460,0.038,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2017-09-15,3198,0.032,Camp Pendleton,22,Parts Per Million ( ppm ) 
2017-09-15,2589,0.033,Chula Vista,22,Parts Per Million ( ppm ) 
2017-09-15,3829,0.034,El Cajon-Lexington Elementary School    ,21,Parts Per Million ( ppm ) 
2017-09-15,3739,0.034,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
