summary_date,site,no_davg,name,obs_count,units 
2007-05-08,3018,0.000,Yosemite Natl Park-Turtleback Dome,21,Parts Per Million ( ppm ) 
2007-05-08,3658,0.010,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2007-05-08,2923,0.026,Barstow,23,Parts Per Million ( ppm ) 
2007-05-08,3215,0.000,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2007-05-08,3500,0.036,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2007-05-08,3185,0.022,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2007-05-08,3201,0.026,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2007-05-08,3138,0.005,Tijuana-ITT,20,Parts Per Million ( ppm ) 
2007-05-08,3178,0.010,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2007-05-08,3489,0.001,Salinas-High School,24,Parts Per Million ( ppm ) 
2007-05-08,2329,0.001,Davenport,23,Parts Per Million ( ppm ) 
2007-05-08,2484,0.003,Azusa,23,Parts Per Million ( ppm ) 
2007-05-08,2492,0.019,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2007-05-08,2849,0.003,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2007-05-08,2899,0.026,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2007-05-08,3683,0.015,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2007-05-08,2583,0.046,Lynwood,23,Parts Per Million ( ppm ) 
2007-05-08,2429,0.035,North Long Beach,23,Parts Per Million ( ppm ) 
2007-05-08,2160,0.007,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2007-05-08,3693,0.055,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2007-05-08,2898,0.038,Pomona,23,Parts Per Million ( ppm ) 
2007-05-08,2420,0.015,Reseda,23,Parts Per Million ( ppm ) 
2007-05-08,3502,0.006,Santa Clarita,23,Parts Per Million ( ppm ) 
2007-05-08,2494,0.013,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2007-05-08,3674,0.021,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2007-05-08,2937,0.013,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2007-05-08,2249,0.027,La Habra,23,Parts Per Million ( ppm ) 
2007-05-08,3168,0.015,Banning Airport,23,Parts Per Million ( ppm ) 
2007-05-08,2943,0.011,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2007-05-08,2596,0.034,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2007-05-08,2266,0.020,Fontana-Arrow Highway,20,Parts Per Million ( ppm ) 
2007-05-08,2221,0.013,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2007-05-08,2485,0.009,Upland,23,Parts Per Million ( ppm ) 
2007-05-08,2965,0.005,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2007-05-08,2321,0.006,Morro Bay,23,Parts Per Million ( ppm ) 
2007-05-08,3251,0.000,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2007-05-08,3003,0.001,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
