summary_date,site,monitor,pm25_davg,name,obs_count 
2015-03-01,2116,A,0.7,Bishop-White Mountain Research Center,24 
2015-03-01,3154,G,2.2,Keeler-Cerro Gordo Road,24 
2015-03-01,3154,A,0.0,Keeler-Cerro Gordo Road,24 
2015-03-01,3707,A,0.3,Hoover,24 
2015-03-01,2914,A,2.5,Lakeport-Lakeport Blvd,24 
2015-03-01,3698,A,1.2,Bliss State Park,24 
2015-03-01,3817,A,2.9,Lake Tahoe Community College            ,24 
2015-03-01,3802,A,5.1,Tahoe City-221 Fairway Drive,24 
2015-03-01,3144,B,4.7,San Andreas-Gold Strike Road,24 
2015-03-01,3018,A,0.7,Yosemite Natl Park-Turtleback Dome,24 
2015-03-01,3018,B,0.6,Yosemite Natl Park-Turtleback Dome,24 
2015-03-01,2353,A,8.3,Yosemite Village-Visitor Center,24 
2015-03-01,3126,C,8.0,Grass Valley-Litton Building,21 
2015-03-01,3126,A,2.0,Grass Valley-Litton Building,24 
2015-03-01,2208,D,8.8,Truckee-Fire Station,24 
2015-03-01,3002,A,4.8,Colfax-City Hall,24 
2015-03-01,3801,A,29.4,Portola-Gulling Street                  ,24 
2015-03-01,3801,B,27.0,Portola-Gulling Street                  ,24 
2015-03-01,3801,C,35.0,Portola-Gulling Street                  ,24 
2015-03-01,3020,C,11.6,Quincy-N Church Street,24 
2015-03-01,3020,A,10.2,Quincy-N Church Street,24 
2015-03-01,3121,B,-0.3,Mojave-923 Poole Street,22 
2015-03-01,3152,A,0.4,Joshua Tree NP - Black Rock,24 
2015-03-01,3016,A,4.2,Redwood Natl Park-Requa,24 
2015-03-01,3779,C,8.6,Eureka-Humboldt Hill                    ,24 
2015-03-01,3779,B,6.5,Eureka-Humboldt Hill                    ,24 
2015-03-01,3716,A,7.3,Eureka-Jacobs,24 
2015-03-01,2271,C,4.0,Ukiah-County Library,24 
2015-03-01,3765,A,4.6,Willits-125 E Commercial Street,24 
2015-03-01,3711,A,1.0,Trinity,24 
2015-03-01,2016,A,4.6,Carmel Valley-Ford Road,24 
2015-03-01,3726,A,2.9,King City-415 Pearl Street,24 
2015-03-01,3489,C,1.7,Salinas-High School,24 
2015-03-01,3489,B,2.9,Salinas-High School,24 
2015-03-01,2628,B,1.2,Hollister-Fairview Road,24 
2015-03-01,2983,A,1.5,Pinnacles National Monument,24 
2015-03-01,3811,A,3.2,San Lorenzo Valley Middle School AMS,24 
2015-03-01,3200,C,2.5,Santa Cruz AMS,23 
2015-03-01,3150,A,1.3,Lava Beds Natl Monument,24 
2015-03-01,2752,A,5.5,Yreka-Foothill Drive,24 
2015-03-01,2484,A,2.0,Azusa,24 
2015-03-01,3743,A,3.0,Compton-700 North Bullis Road,24 
2015-03-01,2849,A,7.6,Glendora-Laurel,24 
2015-03-01,3701,B,0.4,Lebec-Peace Valley Road,24 
