summary_date,site,ozone_davg,name,obs_count,units 
2006-01-22,3151,0.039,Death Valley Natl Monument,23,Parts Per Million ( ppm ) 
2006-01-22,2914,0.018,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2006-01-22,2993,0.019,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2006-01-22,3144,0.017,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2006-01-22,3017,0.033,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2006-01-22,3018,0.042,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2006-01-22,3126,0.037,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2006-01-22,3002,0.025,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2006-01-22,3020,0.017,Quincy-N Church Street,24,Parts Per Million ( ppm ) 
2006-01-22,2968,0.014,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2006-01-22,3121,0.024,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2006-01-22,3658,0.021,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2006-01-22,3673,0.017,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2006-01-22,2650,0.020,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2006-01-22,3152,0.043,Joshua Tree NP - Black Rock,23,Parts Per Million ( ppm ) 
2006-01-22,2830,0.035,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2006-01-22,3215,0.028,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2006-01-22,3500,0.016,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2006-01-22,3681,0.018,Mexicali-Carretera,23,Parts Per Million ( ppm ) 
2006-01-22,3203,0.011,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2006-01-22,3185,0.012,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2006-01-22,3201,0.017,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2006-01-22,3183,0.016,Rosarito,23,Parts Per Million ( ppm ) 
2006-01-22,3138,0.025,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2006-01-22,3141,0.015,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2006-01-22,3178,0.022,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2006-01-22,3010,0.007,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2006-01-22,3116,0.013,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2006-01-22,3033,0.020,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
