summary_date,site,no_davg,name,obs_count,units 
2007-04-22,3018,0.000,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2007-04-22,3658,0.001,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2007-04-22,2923,0.000,Barstow,23,Parts Per Million ( ppm ) 
2007-04-22,3215,0.004,Trona-Athol and Telegraph,24,Parts Per Million ( ppm ) 
2007-04-22,3500,0.002,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,3185,0.001,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2007-04-22,3183,0.004,Rosarito,23,Parts Per Million ( ppm ) 
2007-04-22,3138,0.004,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2007-04-22,3141,0.014,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2007-04-22,3178,0.001,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2007-04-22,3489,0.000,Salinas-High School,23,Parts Per Million ( ppm ) 
2007-04-22,2329,0.000,Davenport,23,Parts Per Million ( ppm ) 
2007-04-22,2484,0.003,Azusa,23,Parts Per Million ( ppm ) 
2007-04-22,2492,0.005,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2849,0.003,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2007-04-22,2899,0.007,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2007-04-22,3683,0.002,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2007-04-22,2583,0.015,Lynwood,23,Parts Per Million ( ppm ) 
2007-04-22,2429,0.000,North Long Beach,23,Parts Per Million ( ppm ) 
2007-04-22,2160,0.011,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,3693,0.011,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2007-04-22,2898,0.014,Pomona,23,Parts Per Million ( ppm ) 
2007-04-22,2420,0.001,Reseda,23,Parts Per Million ( ppm ) 
2007-04-22,3502,0.003,Santa Clarita,23,Parts Per Million ( ppm ) 
2007-04-22,2494,0.002,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2007-04-22,3674,0.007,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2007-04-22,2937,0.002,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2007-04-22,2249,0.004,La Habra,23,Parts Per Million ( ppm ) 
2007-04-22,3168,0.008,Banning Airport,23,Parts Per Million ( ppm ) 
2007-04-22,2943,0.003,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2007-04-22,2596,0.004,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2007-04-22,2266,0.007,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2007-04-22,2221,0.005,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2007-04-22,2485,0.005,Upland,23,Parts Per Million ( ppm ) 
2007-04-22,2965,0.001,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2321,0.000,Morro Bay,23,Parts Per Million ( ppm ) 
2007-04-22,3251,0.000,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2007-04-22,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2007-04-22,2008,0.001,El Capitan Beach,23,Parts Per Million ( ppm ) 
2007-04-22,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2007-04-22,3153,0.001,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2007-04-22,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2007-04-22,2992,0.000,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2007-04-22,2360,0.001,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2007-04-22,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2007-04-22,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2007-04-22,2880,0.000,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2007-04-22,2460,0.003,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2007-04-22,3198,0.002,Camp Pendleton,23,Parts Per Million ( ppm ) 
2007-04-22,2589,0.002,Chula Vista,23,Parts Per Million ( ppm ) 
2007-04-22,2327,0.002,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2263,0.002,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2007-04-22,2933,0.007,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2007-04-22,3690,0.007,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2007-04-22,2040,0.003,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2293,0.000,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2007-04-22,3490,0.000,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2804,0.000,Bethel Island Road,23,Parts Per Million ( ppm ) 
2007-04-22,2831,0.000,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2007-04-22,2102,0.000,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2007-04-22,3668,0.002,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2007-04-22,2622,0.003,San Rafael,23,Parts Per Million ( ppm ) 
2007-04-22,2655,0.002,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2007-04-22,2373,0.001,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2007-04-22,2125,0.001,Redwood City,23,Parts Per Million ( ppm ) 
2007-04-22,3661,0.000,San Jose-Jackson Street,23,Parts Per Million ( ppm ) 
2007-04-22,3723,0.000,Benicia-East 2nd Street,23,Parts Per Million ( ppm ) 
