summary_date,site,co_davg,name,obs_count,units 
2018-08-01,2116,0.197,Bishop-White Mountain Research Center,23,Parts Per Million ( ppm ) 
2018-08-01,3658,0.182,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2018-08-01,2923,0.234,Barstow,23,Parts Per Million ( ppm ) 
2018-08-01,3500,0.194,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2018-08-01,3716,0.100,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2018-08-01,3489,0.374,Salinas-High School,23,Parts Per Million ( ppm ) 
2018-08-01,2484,0.349,Azusa,24,Parts Per Million ( ppm ) 
2018-08-01,3743,0.318,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2018-08-01,2849,0.429,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2018-08-01,2899,0.262,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2018-08-01,3683,0.130,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2018-08-01,2160,0.501,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2018-08-01,3693,0.219,Pico Rivera-4144 San Gabriel,19,Parts Per Million ( ppm ) 
2018-08-01,2898,0.300,Pomona,24,Parts Per Million ( ppm ) 
2018-08-01,2420,0.118,Reseda,24,Parts Per Million ( ppm ) 
2018-08-01,3502,0.179,Santa Clarita,23,Parts Per Million ( ppm ) 
2018-08-01,2494,0.208,West Los Angeles-VA Hospital,20,Parts Per Million ( ppm ) 
2018-08-01,3809,0.601,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2018-08-01,2249,0.136,La Habra,24,Parts Per Million ( ppm ) 
2018-08-01,3265,0.187,Mission Viejo-26081 Via Pera,24,Parts Per Million ( ppm ) 
2018-08-01,2943,0.244,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2018-08-01,3702,0.126,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2018-08-01,2596,0.304,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2018-08-01,2266,0.245,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2018-08-01,3820,0.341,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2018-08-01,2221,0.229,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
