summary_date,site,no_davg,name,obs_count,units 
2003-01-01,2948,0.015,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2003-01-01,3487,0.015,Echo Summit,23,Parts Per Million ( ppm ) 
2003-01-01,3121,0.001,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2003-01-01,3658,0.008,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-01-01,2923,0.054,Barstow,22,Parts Per Million ( ppm ) 
2003-01-01,3215,0.002,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2003-01-01,3500,0.020,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2003-01-01,3203,0.052,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2003-01-01,3185,0.054,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2003-01-01,3201,0.057,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2003-01-01,3183,0.008,Rosarito,23,Parts Per Million ( ppm ) 
2003-01-01,3255,0.004,Tecate-Paseo Morelos,20,Parts Per Million ( ppm ) 
2003-01-01,3138,0.015,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2003-01-01,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-01-01,3489,0.002,Salinas-High School,24,Parts Per Million ( ppm ) 
2003-01-01,2329,0.003,Davenport,24,Parts Per Million ( ppm ) 
2003-01-01,2484,0.005,Azusa,23,Parts Per Million ( ppm ) 
2003-01-01,2492,0.089,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2003-01-01,2045,0.099,Hawthorne,23,Parts Per Million ( ppm ) 
2003-01-01,2899,0.086,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2003-01-01,2583,0.120,Lynwood,23,Parts Per Million ( ppm ) 
2003-01-01,2429,0.065,North Long Beach,23,Parts Per Million ( ppm ) 
2003-01-01,2160,0.040,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2003-01-01,2166,0.085,Pico Rivera,23,Parts Per Million ( ppm ) 
2003-01-01,2898,0.069,Pomona,22,Parts Per Million ( ppm ) 
2003-01-01,2420,0.002,Reseda,23,Parts Per Million ( ppm ) 
2003-01-01,3502,0.006,Santa Clarita,23,Parts Per Million ( ppm ) 
2003-01-01,2494,0.018,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2003-01-01,3674,0.030,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2003-01-01,2937,0.048,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2003-01-01,2249,0.060,La Habra,23,Parts Per Million ( ppm ) 
2003-01-01,3168,0.004,Banning Airport,23,Parts Per Million ( ppm ) 
2003-01-01,2943,0.006,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2003-01-01,2596,0.020,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2003-01-01,2266,0.006,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2003-01-01,2221,0.022,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2003-01-01,2485,0.013,Upland,23,Parts Per Million ( ppm ) 
2003-01-01,2965,0.007,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2003-01-01,2671,0.001,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2003-01-01,2321,0.002,Morro Bay,23,Parts Per Million ( ppm ) 
2003-01-01,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2003-01-01,2709,0.001,San Luis Obispo-Marsh Street,22,Parts Per Million ( ppm ) 
2003-01-01,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2003-01-01,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2003-01-01,2954,0.001,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2003-01-01,3153,0.002,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2003-01-01,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2003-01-01,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2003-01-01,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
