summary_date,site,co_davg,name,obs_count,units 
2012-01-08,3658,0.222,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2012-01-08,2923,0.145,Barstow,22,Parts Per Million ( ppm ) 
2012-01-08,3500,0.974,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2012-01-08,3255,0.657,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2012-01-08,3138,0.674,Tijuana-ITT,22,Parts Per Million ( ppm ) 
2012-01-08,3779,0.363,Eureka-Humboldt Hill                    ,23,Parts Per Million ( ppm ) 
2012-01-08,3716,0.400,Eureka-Jacobs,18,Parts Per Million ( ppm ) 
2012-01-08,3489,0.561,Salinas-High School,23,Parts Per Million ( ppm ) 
2012-01-08,2484,0.381,Azusa,23,Parts Per Million ( ppm ) 
2012-01-08,2492,0.626,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2012-01-08,2849,0.357,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2012-01-08,3774,1.203,Long Beach-2425 Webster Street          ,22,Parts Per Million ( ppm ) 
2012-01-08,2899,0.937,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2012-01-08,3683,0.669,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2012-01-08,2429,1.117,North Long Beach,22,Parts Per Million ( ppm ) 
2012-01-08,2160,0.608,Pasadena-S Wilson Avenue,22,Parts Per Million ( ppm ) 
2012-01-08,3693,1.170,Pico Rivera-4144 San Gabriel,22,Parts Per Million ( ppm ) 
2012-01-08,2898,0.476,Pomona,23,Parts Per Million ( ppm ) 
2012-01-08,2420,0.245,Reseda,23,Parts Per Million ( ppm ) 
2012-01-08,3502,0.167,Santa Clarita,23,Parts Per Million ( ppm ) 
2012-01-08,2494,0.450,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2012-01-08,3674,0.527,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2012-01-08,2937,0.358,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2012-01-08,2249,0.814,La Habra,22,Parts Per Million ( ppm ) 
2012-01-08,3265,0.118,Mission Viejo-26081 Via Pera,22,Parts Per Million ( ppm ) 
2012-01-08,2943,0.048,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2012-01-08,3702,0.015,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2012-01-08,2333,0.188,Riverside-Magnolia,22,Parts Per Million ( ppm ) 
2012-01-08,2596,0.163,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2012-01-08,2266,0.086,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2012-01-08,2221,0.229,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2012-01-08,2485,0.347,Upland,23,Parts Per Million ( ppm ) 
2012-01-08,3153,0.222,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2012-01-08,3101,0.148,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2012-01-08,2360,0.143,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2012-01-08,3486,0.296,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2012-01-08,3023,0.117,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2012-01-08,2327,0.606,El Cajon-Redwood Avenue,22,Parts Per Million ( ppm ) 
2012-01-08,2263,0.909,Escondido-E Valley Parkway,23,Parts Per Million ( ppm ) 
2012-01-08,3690,0.900,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2012-01-08,3247,0.389,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2012-01-08,3742,0.554,Oakland-West,23,Parts Per Million ( ppm ) 
2012-01-08,2804,0.369,Bethel Island Road,23,Parts Per Million ( ppm ) 
2012-01-08,2831,0.259,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2012-01-08,3668,0.390,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2012-01-08,2622,0.556,San Rafael,23,Parts Per Million ( ppm ) 
2012-01-08,2655,0.814,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
