summary_date,site,co_davg,name,obs_count,units 
2009-09-08,3658,0.087,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2009-09-08,2923,0.113,Barstow,23,Parts Per Million ( ppm ) 
2009-09-08,3500,0.135,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2009-09-08,3185,0.460,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2009-09-08,3183,0.676,Rosarito,23,Parts Per Million ( ppm ) 
2009-09-08,3255,0.526,Tecate-Paseo Morelos,21,Parts Per Million ( ppm ) 
2009-09-08,3141,0.840,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
2009-09-08,3178,0.241,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2009-09-08,3716,0.343,Eureka-Jacobs,21,Parts Per Million ( ppm ) 
2009-09-08,3489,0.325,Salinas-High School,24,Parts Per Million ( ppm ) 
2009-09-08,2329,0.367,Davenport,24,Parts Per Million ( ppm ) 
2009-09-08,2484,0.365,Azusa,23,Parts Per Million ( ppm ) 
2009-09-08,2492,0.217,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2009-09-08,3743,0.210,Compton-700 North Bullis Road,21,Parts Per Million ( ppm ) 
2009-09-08,2849,0.330,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2009-09-08,2899,0.204,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2009-09-08,3683,0.367,Los Angeles-Westchester Parkway,21,Parts Per Million ( ppm ) 
2009-09-08,2429,0.255,North Long Beach,22,Parts Per Million ( ppm ) 
2009-09-08,2160,0.033,Pasadena-S Wilson Avenue,21,Parts Per Million ( ppm ) 
2009-09-08,3693,0.040,Pico Rivera-4144 San Gabriel,20,Parts Per Million ( ppm ) 
2009-09-08,2898,0.300,Pomona,20,Parts Per Million ( ppm ) 
2009-09-08,2420,0.230,Reseda,23,Parts Per Million ( ppm ) 
2009-09-08,2494,0.270,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2009-09-08,3674,0.213,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2009-09-08,2937,0.117,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2009-09-08,2249,0.274,La Habra,23,Parts Per Million ( ppm ) 
2009-09-08,3265,0.000,Mission Viejo-26081 Via Pera,22,Parts Per Million ( ppm ) 
2009-09-08,2943,0.135,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2009-09-08,3747,0.023,Mira Loma-10551 Bellegrave,22,Parts Per Million ( ppm ) 
2009-09-08,3702,0.230,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2009-09-08,2333,0.339,Riverside-Magnolia,23,Parts Per Million ( ppm ) 
2009-09-08,2266,0.313,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2009-09-08,2221,0.352,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2009-09-08,2485,0.296,Upland,23,Parts Per Million ( ppm ) 
2009-09-08,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2009-09-08,3101,0.300,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2009-09-08,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2009-09-08,3665,0.196,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2009-09-08,3486,0.205,Santa Maria-906 S Broadway,22,Parts Per Million ( ppm ) 
2009-09-08,3023,0.004,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2009-09-08,2589,0.343,Chula Vista,23,Parts Per Million ( ppm ) 
2009-09-08,2263,0.322,Escondido-E Valley Parkway,23,Parts Per Million ( ppm ) 
2009-09-08,2933,0.461,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2009-09-08,3690,0.200,San Diego-1110 Beardsley Street,23,Parts Per Million ( ppm ) 
2009-09-08,3727,0.248,Berkeley-6th Street,23,Parts Per Million ( ppm ) 
2009-09-08,2293,0.409,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2009-09-08,3247,0.235,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2009-09-08,3742,0.013,Oakland-West,23,Parts Per Million ( ppm ) 
2009-09-08,2804,0.219,Bethel Island Road,21,Parts Per Million ( ppm ) 
2009-09-08,2831,0.239,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2009-09-08,2622,0.357,San Rafael,23,Parts Per Million ( ppm ) 
2009-09-08,2655,0.235,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2009-09-08,2373,0.057,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2009-09-08,2125,0.252,Redwood City,23,Parts Per Million ( ppm ) 
2009-09-08,2410,0.348,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2009-09-08,2105,0.309,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2009-09-08,3026,0.257,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2009-09-08,3009,0.205,Fresno-1st Street,22,Parts Per Million ( ppm ) 
2009-09-08,2013,0.365,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2009-09-08,2844,0.278,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2009-09-08,3145,0.291,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2009-09-08,2094,0.139,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2009-09-08,2833,0.109,Modesto-14th Street,22,Parts Per Million ( ppm ) 
2009-09-08,2996,0.383,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2009-09-08,3173,1.026,Calexico-East,23,Parts Per Million ( ppm ) 
2009-09-08,3135,0.526,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2009-09-08,2551,0.000,El Centro-9th Street,23,Parts Per Million ( ppm ) 
2009-09-08,2199,0.148,Palm Springs-Fire Station,23,Parts Per Million ( ppm ) 
2009-09-08,2115,0.248,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2009-09-08,2123,0.396,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2009-09-08,2731,0.309,Sacramento-Del Paso Manor,23,Parts Per Million ( ppm ) 
2009-09-08,2840,0.267,Sacramento-El Camino and Watt,24,Parts Per Million ( ppm ) 
2009-09-08,3738,0.422,Sacramento-Goldenland Court,23,Parts Per Million ( ppm ) 
2009-09-09,3658,0.130,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2009-09-09,2923,0.035,Barstow,23,Parts Per Million ( ppm ) 
2009-09-09,3500,0.100,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2009-09-09,3185,0.485,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2009-09-09,3183,0.790,Rosarito,23,Parts Per Million ( ppm ) 
2009-09-09,3255,0.575,Tecate-Paseo Morelos,22,Parts Per Million ( ppm ) 
2009-09-09,3141,0.762,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
2009-09-09,3178,0.285,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2009-09-09,3716,0.375,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2009-09-09,3489,0.304,Salinas-High School,24,Parts Per Million ( ppm ) 
2009-09-09,2329,0.317,Davenport,23,Parts Per Million ( ppm ) 
2009-09-09,2484,0.409,Azusa,23,Parts Per Million ( ppm ) 
2009-09-09,2492,0.330,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2009-09-09,3743,0.278,Compton-700 North Bullis Road,23,Parts Per Million ( ppm ) 
2009-09-09,2849,0.426,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2009-09-09,2899,0.309,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2009-09-09,3683,0.395,Los Angeles-Westchester Parkway,21,Parts Per Million ( ppm ) 
2009-09-09,2429,0.274,North Long Beach,23,Parts Per Million ( ppm ) 
2009-09-09,2160,0.148,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2009-09-09,3693,0.152,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2009-09-09,2898,0.470,Pomona,23,Parts Per Million ( ppm ) 
2009-09-09,2420,0.313,Reseda,23,Parts Per Million ( ppm ) 
2009-09-09,3502,0.278,Santa Clarita,23,Parts Per Million ( ppm ) 
2009-09-09,2494,0.330,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2009-09-09,3674,0.278,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2009-09-09,2937,0.161,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2009-09-09,2249,0.387,La Habra,23,Parts Per Million ( ppm ) 
2009-09-09,3265,0.026,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2009-09-09,2943,0.161,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2009-09-09,3747,0.078,Mira Loma-10551 Bellegrave,23,Parts Per Million ( ppm ) 
2009-09-09,3702,0.322,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2009-09-09,2333,0.404,Riverside-Magnolia,23,Parts Per Million ( ppm ) 
2009-09-09,2266,0.422,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2009-09-09,2221,0.413,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2009-09-09,2485,0.391,Upland,23,Parts Per Million ( ppm ) 
2009-09-09,3153,0.004,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2009-09-09,3101,0.304,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2009-09-09,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2009-09-09,3665,0.222,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2009-09-09,3486,0.213,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2009-09-09,3023,0.013,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2009-09-09,2589,0.404,Chula Vista,23,Parts Per Million ( ppm ) 
2009-09-09,2263,0.370,Escondido-E Valley Parkway,23,Parts Per Million ( ppm ) 
2009-09-09,2933,0.379,Otay Mesa-Paseo International,19,Parts Per Million ( ppm ) 
2009-09-09,3690,0.305,San Diego-1110 Beardsley Street,22,Parts Per Million ( ppm ) 
2009-09-09,3727,0.267,Berkeley-6th Street,21,Parts Per Million ( ppm ) 
2009-09-09,2293,0.452,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2009-09-09,3247,0.309,Oakland-9925 International Blvd,22,Parts Per Million ( ppm ) 
2009-09-09,3742,0.026,Oakland-West,23,Parts Per Million ( ppm ) 
2009-09-09,2804,0.200,Bethel Island Road,21,Parts Per Million ( ppm ) 
2009-09-09,2831,0.318,Concord-2956-A Treat Blvd,22,Parts Per Million ( ppm ) 
2009-09-09,2622,0.378,San Rafael,23,Parts Per Million ( ppm ) 
2009-09-09,2655,0.243,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2009-09-09,2373,0.100,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2009-09-09,2125,0.245,Redwood City,22,Parts Per Million ( ppm ) 
