summary_date,site,ozone_davg,name,obs_count,units 
2000-10-22,3151,0.037,Death Valley Natl Monument,23,Parts Per Million ( ppm ) 
2000-10-22,2914,0.038,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2000-10-22,2948,0.039,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2000-10-22,2993,0.040,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2000-10-22,3144,0.034,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2000-10-22,3196,0.042,Cool-Highway 193,23,Parts Per Million ( ppm ) 
2000-10-22,3487,0.044,Echo Summit,23,Parts Per Million ( ppm ) 
2000-10-22,3017,0.039,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2000-10-22,3161,0.043,Jerseydale - 6440 Jerseydale,23,Parts Per Million ( ppm ) 
2000-10-22,3018,0.042,Yosemite Natl Park-Turtleback Dome,18,Parts Per Million ( ppm ) 
2000-10-22,3126,0.052,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2000-10-22,2208,0.036,Truckee-Fire Station,24,Parts Per Million ( ppm ) 
2000-10-22,3157,0.039,White Cloud Mountain,23,Parts Per Million ( ppm ) 
2000-10-22,3020,0.040,Quincy-N Church Street,24,Parts Per Million ( ppm ) 
2000-10-22,3164,0.047,Five Mile Learning Center,24,Parts Per Million ( ppm ) 
2000-10-22,2968,0.036,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2000-10-22,3121,0.038,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2000-10-22,3007,0.031,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2000-10-22,2923,0.039,Barstow,22,Parts Per Million ( ppm ) 
2000-10-22,2650,0.031,Hesperia-Olive Street,24,Parts Per Million ( ppm ) 
2000-10-22,2830,0.034,Phelan-Beekley Road and Phelan Road,24,Parts Per Million ( ppm ) 
2000-10-22,3215,0.040,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2000-10-22,3124,0.035,Twentynine Palms-Adobe Road #2,23,Parts Per Million ( ppm ) 
2000-10-22,3500,0.030,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
