summary_date,site,co_davg,name,obs_count,units 
2014-03-22,3658,0.146,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2014-03-22,2923,0.225,Barstow,22,Parts Per Million ( ppm ) 
2014-03-22,3500,0.370,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2014-03-22,3779,0.103,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2014-03-22,3716,0.259,Eureka-Jacobs,22,Parts Per Million ( ppm ) 
2014-03-22,3489,0.304,Salinas-High School,24,Parts Per Million ( ppm ) 
2014-03-22,2484,0.324,Azusa,23,Parts Per Million ( ppm ) 
2014-03-22,2492,0.222,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2014-03-22,3743,0.262,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2014-03-22,2849,0.006,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2014-03-22,3774,0.342,Long Beach-2425 Webster Street          ,22,Parts Per Million ( ppm ) 
2014-03-22,2899,0.359,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2014-03-22,3683,0.507,Los Angeles-Westchester Parkway,22,Parts Per Million ( ppm ) 
2014-03-22,2160,0.153,Pasadena-S Wilson Avenue,22,Parts Per Million ( ppm ) 
2014-03-22,3693,0.444,Pico Rivera-4144 San Gabriel,21,Parts Per Million ( ppm ) 
2014-03-22,2898,0.166,Pomona,22,Parts Per Million ( ppm ) 
2014-03-22,2420,0.287,Reseda,23,Parts Per Million ( ppm ) 
2014-03-22,3502,0.195,Santa Clarita,23,Parts Per Million ( ppm ) 
2014-03-22,2494,0.216,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2014-03-22,3674,0.270,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2014-03-22,2937,0.062,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2014-03-22,2249,0.065,La Habra,23,Parts Per Million ( ppm ) 
2014-03-22,3265,0.039,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2014-03-22,2943,0.065,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2014-03-22,3702,0.141,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2014-03-22,2333,0.228,Riverside-Magnolia,22,Parts Per Million ( ppm ) 
2014-03-22,2596,0.487,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2014-03-22,2266,0.117,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2014-03-22,2221,0.269,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2014-03-22,2485,0.254,Upland,21,Parts Per Million ( ppm ) 
2014-03-22,3153,0.113,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2014-03-22,3101,0.165,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2014-03-22,2360,0.200,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2014-03-22,3665,0.235,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
