summary_date,site,no2_davg,name,obs_count,units 
2000-06-01,2948,0.012,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2000-06-01,3487,0.001,Echo Summit,21,Parts Per Million ( ppm ) 
2000-06-01,3121,0.008,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2000-06-01,3007,0.018,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2000-06-01,2923,0.021,Barstow,23,Parts Per Million ( ppm ) 
2000-06-01,3215,0.008,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2000-06-01,3500,0.032,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,3203,0.023,Mexicali-Cobach,18,Parts Per Million ( ppm ) 
2000-06-01,3185,0.010,Mexicali-ITM,21,Parts Per Million ( ppm ) 
2000-06-01,3183,0.008,Rosarito,22,Parts Per Million ( ppm ) 
2000-06-01,3138,0.010,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2000-06-01,3141,0.022,Tijuana-La Mesa,20,Parts Per Million ( ppm ) 
2000-06-01,3178,0.011,Tijuana-Las Playas,22,Parts Per Million ( ppm ) 
2000-06-01,3010,0.013,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2000-06-01,3116,0.008,Willits-899 S Main Street,23,Parts Per Million ( ppm ) 
2000-06-01,3489,0.007,Salinas-High School,24,Parts Per Million ( ppm ) 
2000-06-01,2329,0.007,Davenport,22,Parts Per Million ( ppm ) 
2000-06-01,3481,0.006,Incline Village-846 Tahoe Blvd,21,Parts Per Million ( ppm ) 
2000-06-01,2484,0.036,Azusa,23,Parts Per Million ( ppm ) 
2000-06-01,2492,0.047,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2849,0.034,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2000-06-01,2045,0.016,Hawthorne,23,Parts Per Million ( ppm ) 
2000-06-01,2899,0.031,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2000-06-01,2583,0.038,Lynwood,23,Parts Per Million ( ppm ) 
2000-06-01,2429,0.023,North Long Beach,23,Parts Per Million ( ppm ) 
2000-06-01,2160,0.028,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2166,0.034,Pico Rivera,23,Parts Per Million ( ppm ) 
2000-06-01,2898,0.044,Pomona,23,Parts Per Million ( ppm ) 
2000-06-01,2420,0.029,Reseda,23,Parts Per Million ( ppm ) 
2000-06-01,2855,0.029,Santa Clarita-County Fire Station,23,Parts Per Million ( ppm ) 
2000-06-01,2494,0.015,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2000-06-01,2623,0.019,Anaheim-Harbor Blvd,23,Parts Per Million ( ppm ) 
2000-06-01,2937,0.006,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2000-06-01,2249,0.022,La Habra,23,Parts Per Million ( ppm ) 
2000-06-01,3168,0.024,Banning Airport,23,Parts Per Million ( ppm ) 
2000-06-01,2943,0.015,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2000-06-01,2596,0.008,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2000-06-01,2266,0.043,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2000-06-01,2221,0.038,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2000-06-01,2485,0.040,Upland,23,Parts Per Million ( ppm ) 
2000-06-01,2965,0.014,Atascadero-Lewis Avenue,22,Parts Per Million ( ppm ) 
2000-06-01,2671,0.006,Grover City-Lesage Drive,20,Parts Per Million ( ppm ) 
2000-06-01,3251,0.006,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2000-06-01,3003,0.004,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2000-06-01,2008,0.007,El Capitan Beach,22,Parts Per Million ( ppm ) 
2000-06-01,2954,0.012,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2000-06-01,3153,0.007,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2000-06-01,3101,0.003,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2000-06-01,2992,0.002,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2000-06-01,2360,0.007,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2000-06-01,2957,0.003,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2000-06-01,2500,0.014,Santa Barbara-W Carillo Street,22,Parts Per Million ( ppm ) 
2000-06-01,3486,0.011,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2000-06-01,3023,0.001,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2000-06-01,2991,0.010,El Rio-Rio Mesa School #2,22,Parts Per Million ( ppm ) 
2000-06-01,3172,0.007,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2880,0.024,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2000-06-01,2984,0.015,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2000-06-01,2756,0.004,Ventura County-W Casitas Pass Road,22,Parts Per Million ( ppm ) 
2000-06-01,2088,0.008,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2000-06-01,2460,0.022,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2000-06-01,3198,0.007,Camp Pendleton,23,Parts Per Million ( ppm ) 
2000-06-01,2589,0.008,Chula Vista,22,Parts Per Million ( ppm ) 
2000-06-01,2327,0.020,El Cajon-Redwood Avenue,22,Parts Per Million ( ppm ) 
2000-06-01,2263,0.019,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2000-06-01,2897,0.010,Oceanside-Mission Avenue,19,Parts Per Million ( ppm ) 
2000-06-01,2933,0.013,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2000-06-01,2964,0.014,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,3488,0.011,San Diego-Logan Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2040,0.017,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2293,0.031,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2000-06-01,3490,0.025,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2372,0.025,Livermore-Old 1st Street,23,Parts Per Million ( ppm ) 
2000-06-01,2804,0.012,Bethel Island Road,23,Parts Per Million ( ppm ) 
2000-06-01,2831,0.016,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2000-06-01,2102,0.017,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2000-06-01,3207,0.018,San Pablo-El Portal,23,Parts Per Million ( ppm ) 
2000-06-01,2655,0.015,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2373,0.028,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2000-06-01,2125,0.027,Redwood City,23,Parts Per Million ( ppm ) 
2000-06-01,2413,0.030,San Jose-4th Street,23,Parts Per Million ( ppm ) 
2000-06-01,2410,0.019,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2000-06-01,2105,0.018,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2000-06-01,3009,0.022,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2000-06-01,2013,0.026,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2000-06-01,2844,0.015,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2000-06-01,2114,0.015,Parlier,23,Parts Per Million ( ppm ) 
2000-06-01,2941,0.009,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2000-06-01,3146,0.027,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,3145,0.030,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2000-06-01,2312,0.014,Edison,23,Parts Per Million ( ppm ) 
2000-06-01,2772,0.016,Oildale-3311 Manor Street,21,Parts Per Million ( ppm ) 
2000-06-01,2981,0.014,Shafter-Walker Street,22,Parts Per Million ( ppm ) 
2000-06-01,3129,0.017,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2000-06-01,3211,0.013,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2000-06-01,2094,0.022,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2000-06-01,3159,0.019,Tracy-24371 Patterson Pass Road,23,Parts Per Million ( ppm ) 
2000-06-01,2833,0.020,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2000-06-01,2996,0.018,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2000-06-01,2032,0.028,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2000-06-01,3173,0.006,Calexico-East,23,Parts Per Million ( ppm ) 
2000-06-01,2199,0.015,Palm Springs-Fire Station,23,Parts Per Million ( ppm ) 
2000-06-01,2115,0.012,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2000-06-01,2956,0.016,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2000-06-01,2977,0.010,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2000-06-01,2123,0.015,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2000-06-01,3223,0.023,Sacramento-3801 Airport Road,23,Parts Per Million ( ppm ) 
2000-06-01,2731,0.014,Sacramento-Del Paso Manor,23,Parts Per Million ( ppm ) 
2000-06-01,3011,0.022,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2000-06-01,2958,0.014,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2000-06-01,2143,0.013,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2000-06-02,2948,0.010,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
