summary_date,site,no_davg,name,obs_count,units 
2005-07-08,3658,0.001,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2005-07-08,2923,0.005,Barstow,23,Parts Per Million ( ppm ) 
2005-07-08,3215,0.000,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2005-07-08,3500,0.005,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2005-07-08,3203,0.007,Mexicali-Cobach,19,Parts Per Million ( ppm ) 
2005-07-08,3185,0.001,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2005-07-08,3183,0.001,Rosarito,23,Parts Per Million ( ppm ) 
2005-07-08,3255,0.009,Tecate-Paseo Morelos,21,Parts Per Million ( ppm ) 
2005-07-08,3138,0.004,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2005-07-08,3141,0.012,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2005-07-08,3178,0.004,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2005-07-08,3489,0.001,Salinas-High School,24,Parts Per Million ( ppm ) 
2005-07-08,2329,0.005,Davenport,24,Parts Per Million ( ppm ) 
2005-07-08,2484,0.010,Azusa,23,Parts Per Million ( ppm ) 
2005-07-08,2492,0.019,Burbank-W Palm Avenue,22,Parts Per Million ( ppm ) 
2005-07-08,2849,0.007,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2005-07-08,2899,0.011,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2005-07-08,3683,0.000,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2005-07-08,2583,0.013,Lynwood,23,Parts Per Million ( ppm ) 
2005-07-08,2429,0.014,North Long Beach,23,Parts Per Million ( ppm ) 
2005-07-08,2160,0.006,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2005-07-08,2898,0.014,Pomona,23,Parts Per Million ( ppm ) 
2005-07-08,2420,0.006,Reseda,23,Parts Per Million ( ppm ) 
2005-07-08,3502,0.010,Santa Clarita,23,Parts Per Million ( ppm ) 
2005-07-08,2494,0.005,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2005-07-08,3674,0.001,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2005-07-08,2937,0.002,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2005-07-08,2249,0.003,La Habra,23,Parts Per Million ( ppm ) 
2005-07-08,3168,0.009,Banning Airport,23,Parts Per Million ( ppm ) 
2005-07-08,2943,0.008,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2005-07-08,2596,0.004,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2005-07-08,2266,0.026,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2005-07-08,2221,0.012,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2005-07-08,2485,0.008,Upland,19,Parts Per Million ( ppm ) 
2005-07-08,2965,0.001,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2005-07-08,2671,0.001,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2005-07-08,2321,0.003,Morro Bay,23,Parts Per Million ( ppm ) 
2005-07-08,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2005-07-08,2709,0.002,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2005-07-08,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2005-07-08,2008,0.004,El Capitan Beach,23,Parts Per Million ( ppm ) 
2005-07-08,2954,0.005,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2005-07-08,3153,0.001,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2005-07-08,3101,0.001,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
