summary_date,site,co_davg,name,obs_count,units 
2003-07-22,2948,0.404,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2003-07-22,3669,0.300,Tahoe City-Lake Forest Road,23,Parts Per Million ( ppm ) 
2003-07-22,2993,0.161,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2003-07-22,3144,0.183,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2003-07-22,3671,0.000,Big Hill Lookout Road,23,Parts Per Million ( ppm ) 
2003-07-22,3487,0.043,Echo Summit,23,Parts Per Million ( ppm ) 
2003-07-22,3017,0.200,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2003-07-22,2968,0.265,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2003-07-22,3658,0.136,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-07-22,2923,0.105,Barstow,22,Parts Per Million ( ppm ) 
2003-07-22,3500,0.596,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,3203,0.604,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2003-07-22,3185,0.461,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2003-07-22,3201,0.362,Mexicali-UABC,21,Parts Per Million ( ppm ) 
2003-07-22,3183,1.026,Rosarito,23,Parts Per Million ( ppm ) 
2003-07-22,3255,0.981,Tecate-Paseo Morelos,21,Parts Per Million ( ppm ) 
2003-07-22,3178,0.417,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-07-22,3010,0.432,Ukiah-E Gobbi Street,19,Parts Per Million ( ppm ) 
2003-07-22,3116,0.400,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2003-07-22,3489,0.429,Salinas-High School,24,Parts Per Million ( ppm ) 
2003-07-22,2329,0.296,Davenport,24,Parts Per Million ( ppm ) 
2003-07-22,3483,1.021,Stateline-Harveys Hotel,24,Parts Per Million ( ppm ) 
2003-07-22,2484,0.630,Azusa,23,Parts Per Million ( ppm ) 
2003-07-22,2492,0.650,Burbank-W Palm Avenue,22,Parts Per Million ( ppm ) 
2003-07-22,2045,0.235,Hawthorne,23,Parts Per Million ( ppm ) 
2003-07-22,2899,0.604,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2003-07-22,2583,0.730,Lynwood,23,Parts Per Million ( ppm ) 
2003-07-22,2429,0.326,North Long Beach,23,Parts Per Million ( ppm ) 
2003-07-22,2160,1.191,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2166,0.535,Pico Rivera,23,Parts Per Million ( ppm ) 
2003-07-22,2898,0.878,Pomona,23,Parts Per Million ( ppm ) 
2003-07-22,2420,0.561,Reseda,23,Parts Per Million ( ppm ) 
2003-07-22,2494,0.174,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2003-07-22,3674,0.332,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2003-07-22,2937,0.209,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2003-07-22,2249,0.455,La Habra,20,Parts Per Million ( ppm ) 
2003-07-22,3265,0.187,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2003-07-22,2943,0.539,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2003-07-22,2333,0.871,Riverside-Magnolia,24,Parts Per Million ( ppm ) 
2003-07-22,2596,0.804,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2003-07-22,2221,1.273,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2003-07-22,2485,0.435,Upland,23,Parts Per Million ( ppm ) 
2003-07-22,2965,0.043,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2709,0.148,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2003-07-22,3153,0.222,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2003-07-22,3101,0.265,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2003-07-22,2360,0.270,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2003-07-22,3665,0.100,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2003-07-22,3486,0.217,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2003-07-22,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2003-07-22,2880,0.336,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2003-07-22,2589,0.400,Chula Vista,23,Parts Per Million ( ppm ) 
2003-07-22,2263,0.571,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2003-07-22,2933,0.500,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2003-07-22,2964,0.409,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2921,0.404,San Diego-Union Street,24,Parts Per Million ( ppm ) 
2003-07-22,2293,0.417,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2003-07-22,3490,0.561,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2225,0.405,Oakland-Alice Street,19,Parts Per Million ( ppm ) 
2003-07-22,2804,0.322,Bethel Island Road,23,Parts Per Million ( ppm ) 
2003-07-22,2831,0.387,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2003-07-22,2102,0.391,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2003-07-22,3668,0.252,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2003-07-22,2622,0.539,San Rafael,23,Parts Per Million ( ppm ) 
2003-07-22,2655,0.278,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2373,0.513,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2003-07-22,2325,0.521,San Francisco-Ellis Street,24,Parts Per Million ( ppm ) 
2003-07-22,2125,0.487,Redwood City,23,Parts Per Million ( ppm ) 
2003-07-22,3661,0.326,San Jose-Jackson Street,23,Parts Per Million ( ppm ) 
2003-07-22,2410,0.352,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2003-07-22,2105,0.287,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2003-07-22,3026,0.304,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,3009,0.187,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2003-07-22,2013,0.418,Fresno-Drummond Street,22,Parts Per Million ( ppm ) 
2003-07-22,3666,0.000,Fresno-Fremont School,23,Parts Per Million ( ppm ) 
2003-07-22,3667,1.000,Fresno-Mobile,20,Parts Per Million ( ppm ) 
2003-07-22,2844,0.277,Fresno-Sierra Skypark #2,22,Parts Per Million ( ppm ) 
2003-07-22,3146,0.243,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,3145,0.417,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2003-07-22,2094,0.578,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2003-07-22,2833,0.339,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2003-07-22,2996,0.300,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2003-07-22,2032,0.317,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2003-07-22,3135,0.678,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2003-07-22,2199,0.214,Palm Springs-Fire Station,22,Parts Per Million ( ppm ) 
2003-07-22,2115,0.322,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2003-07-22,2956,0.274,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2003-07-22,2123,0.430,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2003-07-22,2840,0.670,Sacramento-El Camino and Watt,23,Parts Per Million ( ppm ) 
2003-07-22,3011,0.226,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2003-07-22,2958,0.030,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2003-07-22,2143,0.204,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2003-07-23,2948,0.508,South Lake Tahoe-Sandy Way,24,Parts Per Million ( ppm ) 
2003-07-23,3669,0.282,Tahoe City-Lake Forest Road,22,Parts Per Million ( ppm ) 
2003-07-23,2993,0.152,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2003-07-23,3144,0.213,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2003-07-23,3671,0.000,Big Hill Lookout Road,23,Parts Per Million ( ppm ) 
2003-07-23,3487,0.030,Echo Summit,23,Parts Per Million ( ppm ) 
2003-07-23,3017,0.165,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2003-07-23,2968,0.304,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2003-07-23,3658,0.141,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-07-23,2923,0.150,Barstow,22,Parts Per Million ( ppm ) 
2003-07-23,3500,0.430,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2003-07-23,3203,0.886,Mexicali-Cobach,21,Parts Per Million ( ppm ) 
2003-07-23,3185,0.355,Mexicali-ITM,22,Parts Per Million ( ppm ) 
2003-07-23,3201,0.417,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2003-07-23,3183,0.487,Rosarito,23,Parts Per Million ( ppm ) 
2003-07-23,3255,0.713,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2003-07-23,3178,0.452,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-07-23,3010,0.396,Ukiah-E Gobbi Street,22,Parts Per Million ( ppm ) 
2003-07-23,3116,0.460,Willits-899 S Main Street,24,Parts Per Million ( ppm ) 
2003-07-23,3489,0.433,Salinas-High School,24,Parts Per Million ( ppm ) 
2003-07-23,2329,0.296,Davenport,23,Parts Per Million ( ppm ) 
2003-07-23,3483,1.146,Stateline-Harveys Hotel,24,Parts Per Million ( ppm ) 
2003-07-23,2484,0.600,Azusa,23,Parts Per Million ( ppm ) 
2003-07-23,2492,0.587,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2003-07-23,2045,0.378,Hawthorne,23,Parts Per Million ( ppm ) 
2003-07-23,2583,0.587,Lynwood,23,Parts Per Million ( ppm ) 
2003-07-23,2429,0.313,North Long Beach,23,Parts Per Million ( ppm ) 
2003-07-23,2160,1.122,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2003-07-23,2166,0.474,Pico Rivera,23,Parts Per Million ( ppm ) 
2003-07-23,2898,0.704,Pomona,23,Parts Per Million ( ppm ) 
2003-07-23,2420,0.430,Reseda,23,Parts Per Million ( ppm ) 
2003-07-23,3502,0.561,Santa Clarita,23,Parts Per Million ( ppm ) 
2003-07-23,2494,0.213,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
