summary_date,site,co_davg,name,obs_count,units 
2015-11-08,3658,0.188,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2015-11-08,3500,0.250,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2015-11-08,3779,0.321,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2015-11-08,3716,0.464,Eureka-Jacobs,22,Parts Per Million ( ppm ) 
2015-11-08,3489,0.388,Salinas-High School,24,Parts Per Million ( ppm ) 
2015-11-08,2484,0.254,Azusa,23,Parts Per Million ( ppm ) 
2015-11-08,3743,0.954,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2015-11-08,2849,0.137,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2015-11-08,3774,0.819,Long Beach-2425 Webster Street          ,23,Parts Per Million ( ppm ) 
2015-11-08,3683,0.259,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2015-11-08,2160,0.297,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2015-11-08,3693,0.501,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2015-11-08,2898,0.283,Pomona,23,Parts Per Million ( ppm ) 
2015-11-08,2420,0.657,Reseda,22,Parts Per Million ( ppm ) 
2015-11-08,3502,0.188,Santa Clarita,23,Parts Per Million ( ppm ) 
2015-11-08,2494,0.395,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2015-11-08,3809,0.663,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2015-11-08,3674,0.530,Anaheim-Pampas Lane,21,Parts Per Million ( ppm ) 
2015-11-08,2937,0.417,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2015-11-08,2249,0.376,La Habra,23,Parts Per Million ( ppm ) 
2015-11-08,3265,0.010,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2015-11-08,2943,0.196,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2015-11-08,3702,0.409,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2015-11-08,2596,0.413,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2015-11-08,2266,0.243,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2015-11-08,3820,0.719,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2015-11-08,2221,0.601,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2015-11-08,2485,0.387,Upland,23,Parts Per Million ( ppm ) 
2015-11-08,3153,0.264,Goleta-Fairview,22,Parts Per Million ( ppm ) 
2015-11-08,3101,0.178,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2015-11-08,2360,0.509,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2015-11-08,3665,0.352,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2015-11-08,3486,0.228,Santa Maria-906 S Broadway,18,Parts Per Million ( ppm ) 
2015-11-08,3023,0.117,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2015-11-08,3806,0.312,El Cajon-Floyd Smith Drive,18,Parts Per Million ( ppm ) 
2015-11-08,3690,0.524,San Diego-1110 Beardsley Street,21,Parts Per Million ( ppm ) 
2015-11-08,3821,0.614,San Diego-11403 Rancho Carmel Dr        ,22,Parts Per Million ( ppm ) 
2015-11-08,3247,0.385,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2015-11-08,3803,0.505,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2015-11-08,3742,0.534,Oakland-West,23,Parts Per Million ( ppm ) 
2015-11-08,2804,0.441,Bethel Island Road,23,Parts Per Million ( ppm ) 
2015-11-08,2831,0.349,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2015-11-08,3668,0.452,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2015-11-08,2622,0.018,San Rafael,23,Parts Per Million ( ppm ) 
2015-11-08,2655,0.667,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2015-11-08,2373,0.357,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2015-11-08,2125,0.481,Redwood City,23,Parts Per Million ( ppm ) 
2015-11-08,3661,0.420,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2015-11-08,3810,0.666,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2015-11-08,2410,0.479,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2015-11-08,3804,0.369,Sebastopol-103 Morris Street            ,23,Parts Per Million ( ppm ) 
2015-11-08,3026,0.222,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2015-11-08,3781,0.328,Fresno-Garland                          ,24,Parts Per Million ( ppm ) 
2015-11-08,3787,0.400,Bakersfield-Municipal Airport,23,Parts Per Million ( ppm ) 
2015-11-08,2094,0.272,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2015-11-08,2833,0.338,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2015-11-08,3135,0.775,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2015-11-08,2199,0.136,Palm Springs-Fire Station,21,Parts Per Million ( ppm ) 
2015-11-08,3783,0.246,Chico-East Avenue                       ,23,Parts Per Million ( ppm ) 
2015-11-08,2123,0.270,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2015-11-08,3823,0.222,Sacramento-Bercut Drive,23,Parts Per Million ( ppm ) 
2015-11-08,2731,0.229,Sacramento-Del Paso Manor,22,Parts Per Million ( ppm ) 
2015-11-08,3738,0.074,Sacramento-Goldenland Court,23,Parts Per Million ( ppm ) 
2015-11-09,3658,0.096,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2015-11-09,3500,0.160,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2015-11-09,3779,0.413,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2015-11-09,3489,0.375,Salinas-High School,24,Parts Per Million ( ppm ) 
2015-11-09,2484,0.305,Azusa,23,Parts Per Million ( ppm ) 
2015-11-09,3743,0.638,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2015-11-09,2849,0.169,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2015-11-09,3774,0.492,Long Beach-2425 Webster Street          ,23,Parts Per Million ( ppm ) 
2015-11-09,3683,0.278,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2015-11-09,2160,0.222,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2015-11-09,3693,0.457,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2015-11-09,2898,0.292,Pomona,23,Parts Per Million ( ppm ) 
2015-11-09,2420,0.502,Reseda,22,Parts Per Million ( ppm ) 
2015-11-09,3502,0.177,Santa Clarita,23,Parts Per Million ( ppm ) 
2015-11-09,2494,0.321,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2015-11-09,3809,0.576,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2015-11-09,3674,0.417,Anaheim-Pampas Lane,21,Parts Per Million ( ppm ) 
2015-11-09,2937,0.191,Costa Mesa-Mesa Verde Drive,22,Parts Per Million ( ppm ) 
2015-11-09,2249,0.354,La Habra,23,Parts Per Million ( ppm ) 
2015-11-09,3265,0.022,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2015-11-09,2943,0.121,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2015-11-09,3702,0.310,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2015-11-09,2596,0.449,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2015-11-09,2266,0.101,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2015-11-09,3820,0.723,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2015-11-09,2221,0.461,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2015-11-09,2485,0.399,Upland,23,Parts Per Million ( ppm ) 
2015-11-09,3153,0.255,Goleta-Fairview,22,Parts Per Million ( ppm ) 
2015-11-09,3101,0.214,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2015-11-09,2360,0.581,Lompoc-S H Street,21,Parts Per Million ( ppm ) 
2015-11-09,3665,0.253,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2015-11-09,3486,0.269,Santa Maria-906 S Broadway,22,Parts Per Million ( ppm ) 
2015-11-09,3023,0.219,Vandenberg Air Force Base-STS Power,21,Parts Per Million ( ppm ) 
2015-11-09,3690,0.309,San Diego-1110 Beardsley Street,22,Parts Per Million ( ppm ) 
2015-11-09,3821,0.621,San Diego-11403 Rancho Carmel Dr        ,19,Parts Per Million ( ppm ) 
2015-11-09,3247,0.358,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2015-11-09,3803,0.358,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2015-11-09,3742,0.504,Oakland-West,23,Parts Per Million ( ppm ) 
