summary_date,site,no2_davg,name,obs_count,units 
2017-03-08,3658,0.015,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2017-03-08,2923,0.023,Barstow,23,Parts Per Million ( ppm ) 
2017-03-08,3215,0.004,Trona-Athol and Telegraph,18,Parts Per Million ( ppm ) 
2017-03-08,3500,0.019,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2017-03-08,3779,-0.001,Eureka-Humboldt Hill                    ,18,Parts Per Million ( ppm ) 
2017-03-08,3716,0.004,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2017-03-08,3489,0.007,Salinas-High School,24,Parts Per Million ( ppm ) 
2017-03-08,2484,0.017,Azusa,22,Parts Per Million ( ppm ) 
2017-03-08,3743,0.026,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2017-03-08,2849,0.010,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2017-03-08,3774,0.036,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2017-03-08,3818,0.048,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2017-03-08,2899,0.030,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2017-03-08,3683,0.021,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2017-03-08,2160,0.024,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2017-03-08,3693,0.031,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2017-03-08,2420,0.017,Reseda,24,Parts Per Million ( ppm ) 
2017-03-08,3502,0.011,Santa Clarita,24,Parts Per Million ( ppm ) 
2017-03-08,2494,0.021,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2017-03-08,3809,0.044,Anaheim-812 W Vermont Street            ,21,Parts Per Million ( ppm ) 
2017-03-08,3674,0.031,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2017-03-08,2937,0.027,Costa Mesa-Mesa Verde Drive,24,Parts Per Million ( ppm ) 
2017-03-08,2249,0.024,La Habra,24,Parts Per Million ( ppm ) 
2017-03-08,3168,0.013,Banning Airport,24,Parts Per Million ( ppm ) 
2017-03-08,2943,0.013,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2017-03-08,3702,0.026,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2017-03-08,2596,0.024,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2017-03-08,2266,0.030,Fontana-Arrow Highway,20,Parts Per Million ( ppm ) 
2017-03-08,3820,0.040,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2017-03-08,3819,0.044,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2017-03-08,2221,0.019,San Bernardino-4th Street,19,Parts Per Million ( ppm ) 
2017-03-08,2485,0.022,Upland,24,Parts Per Million ( ppm ) 
2017-03-08,3812,0.003,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2017-03-08,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2017-03-08,3003,0.001,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2017-03-08,2008,0.004,El Capitan Beach,23,Parts Per Million ( ppm ) 
2017-03-08,2954,0.002,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2017-03-08,3153,0.007,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2017-03-08,3101,0.000,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2017-03-08,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2017-03-08,2360,0.005,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2017-03-08,2957,0.000,Paradise Road-Los Padres National Forest,22,Parts Per Million ( ppm ) 
2017-03-08,3486,0.004,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2017-03-08,3023,0.001,Vandenberg Air Force Base-STS Power,22,Parts Per Million ( ppm ) 
2017-03-08,2991,0.006,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2017-03-08,2880,0.009,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2017-03-08,2460,0.006,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2017-03-08,3198,0.020,Camp Pendleton,22,Parts Per Million ( ppm ) 
2017-03-08,2589,0.022,Chula Vista,20,Parts Per Million ( ppm ) 
2017-03-08,3829,0.021,El Cajon-Lexington Elementary School    ,21,Parts Per Million ( ppm ) 
2017-03-08,3739,0.020,Otay Mesa-Donovan,20,Parts Per Million ( ppm ) 
2017-03-08,3821,0.032,San Diego-11403 Rancho Carmel Dr        ,22,Parts Per Million ( ppm ) 
2017-03-08,3766,0.021,San Diego-Kearny Villa Road,21,Parts Per Million ( ppm ) 
2017-03-08,3828,0.020,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2017-03-08,3773,0.003,Livermore-13224 Patterson Pass Road,23,Parts Per Million ( ppm ) 
2017-03-08,3490,0.015,Livermore-793 Rincon Avenue,21,Parts Per Million ( ppm ) 
2017-03-08,3247,0.014,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2017-03-08,3803,0.025,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2017-03-08,3742,0.020,Oakland-West,23,Parts Per Million ( ppm ) 
2017-03-08,2804,0.005,Bethel Island Road,23,Parts Per Million ( ppm ) 
2017-03-08,2831,0.009,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2017-03-08,3668,0.011,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
