summary_date,site,monitor,pm25_davg,name,obs_count 
2015-07-08,2116,A,2.6,Bishop-White Mountain Research Center,24 
2015-07-08,2116,B,3.2,Bishop-White Mountain Research Center,22 
2015-07-08,3154,A,4.0,Keeler-Cerro Gordo Road,24 
2015-07-08,3154,G,3.2,Keeler-Cerro Gordo Road,24 
2015-07-08,3707,A,1.9,Hoover,24 
2015-07-08,3698,A,2.4,Bliss State Park,24 
2015-07-08,3817,A,2.8,Lake Tahoe Community College            ,24 
2015-07-08,3802,A,5.5,Tahoe City-221 Fairway Drive,24 
2015-07-08,3144,B,3.1,San Andreas-Gold Strike Road,24 
2015-07-08,3018,B,4.1,Yosemite Natl Park-Turtleback Dome,24 
2015-07-08,3018,A,4.1,Yosemite Natl Park-Turtleback Dome,24 
2015-07-08,2353,A,4.4,Yosemite Village-Visitor Center,24 
2015-07-08,2208,Z,4.0,Truckee-Fire Station,24 
2015-07-08,3128,C,7.3,Chester-222 1st Avenue,20 
2015-07-08,3801,B,3.2,Portola-Gulling Street                  ,24 
2015-07-08,3801,C,5.1,Portola-Gulling Street                  ,24 
2015-07-08,3020,C,1.8,Quincy-N Church Street,22 
2015-07-08,3121,B,5.8,Mojave-923 Poole Street,24 
2015-07-08,3152,A,2.6,Joshua Tree NP - Black Rock,24 
2015-07-08,3016,A,5.7,Redwood Natl Park-Requa,24 
2015-07-08,3779,B,6.1,Eureka-Humboldt Hill                    ,24 
2015-07-08,3779,C,6.9,Eureka-Humboldt Hill                    ,23 
2015-07-08,3716,A,5.2,Eureka-Jacobs,24 
2015-07-08,2271,C,8.2,Ukiah-County Library,24 
2015-07-08,3765,A,6.8,Willits-125 E Commercial Street,24 
2015-07-08,3711,A,2.7,Trinity,24 
2015-07-08,3132,A,7.9,Weaverville-Courthouse,24 
2015-07-08,2016,A,6.2,Carmel Valley-Ford Road,24 
2015-07-08,3726,A,6.3,King City-415 Pearl Street,24 
2015-07-08,3489,C,4.0,Salinas-High School,24 
2015-07-08,2628,B,3.5,Hollister-Fairview Road,24 
2015-07-08,2983,A,4.6,Pinnacles National Monument,24 
2015-07-08,3811,A,1.6,San Lorenzo Valley Middle School AMS,24 
2015-07-08,3200,C,1.7,Santa Cruz AMS,24 
2015-07-08,3150,A,3.4,Lava Beds Natl Monument,24 
2015-07-08,2484,A,8.8,Azusa,24 
2015-07-08,3743,A,5.6,Compton-700 North Bullis Road,24 
2015-07-08,2849,A,16.1,Glendora-Laurel,22 
2015-07-08,3701,B,5.2,Lebec-Peace Valley Road,24 
2015-07-08,3818,A,6.6,Long Beach-Route 710 Near Road          ,24 
2015-07-08,2899,A,7.8,Los Angeles-North Main Street,24 
2015-07-08,2899,I,14.8,Los Angeles-North Main Street,20 
2015-07-08,2429,A,6.6,North Long Beach,24 
2015-07-08,2160,A,7.0,Pasadena-S Wilson Avenue,24 
2015-07-08,3693,A,7.3,Pico Rivera-4144 San Gabriel,24 
2015-07-08,2420,A,5.3,Reseda,24 
2015-07-08,2420,C,19.8,Reseda,24 
2015-07-08,3502,A,14.8,Santa Clarita,24 
2015-07-08,3679,C,6.5,South Long Beach,24 
2015-07-08,3679,A,5.7,South Long Beach,24 
2015-07-08,3674,D,8.1,Anaheim-Pampas Lane,22 
2015-07-08,3674,A,5.8,Anaheim-Pampas Lane,24 
2015-07-08,3265,A,6.2,Mission Viejo-26081 Via Pera,24 
2015-07-08,3708,A,4.8,Agua Tibia,24 
2015-07-08,3168,A,18.1,Banning Airport,24 
2015-07-08,2943,A,10.5,Lake Elsinore-W Flint Street,24 
2015-07-08,3702,C,21.1,Mira Loma Van Buren,24 
2015-07-08,3702,A,9.1,Mira Loma Van Buren,24 
2015-07-08,2596,Z,17.3,Riverside-Rubidoux,24 
