summary_date,site,no2_davg,name,obs_count,units 
2015-09-08,2923,0.016,Barstow,22,Parts Per Million ( ppm ) 
2015-09-08,3215,0.001,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2015-09-08,3500,0.007,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2015-09-08,3716,0.005,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2015-09-08,3489,0.008,Salinas-High School,24,Parts Per Million ( ppm ) 
2015-09-08,2484,0.020,Azusa,22,Parts Per Million ( ppm ) 
2015-09-08,3743,0.017,Compton-700 North Bullis Road,21,Parts Per Million ( ppm ) 
2015-09-08,2849,0.011,Glendora-Laurel,22,Parts Per Million ( ppm ) 
2015-09-08,3774,0.024,Long Beach-2425 Webster Street          ,22,Parts Per Million ( ppm ) 
2015-09-08,3818,0.036,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2015-09-08,2899,0.026,Los Angeles-North Main Street,20,Parts Per Million ( ppm ) 
2015-09-08,3683,0.006,Los Angeles-Westchester Parkway,22,Parts Per Million ( ppm ) 
2015-09-08,2160,0.015,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2015-09-08,2898,0.021,Pomona,22,Parts Per Million ( ppm ) 
2015-09-08,2420,0.011,Reseda,22,Parts Per Million ( ppm ) 
2015-09-08,3502,0.009,Santa Clarita,22,Parts Per Million ( ppm ) 
2015-09-08,3809,0.032,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2015-09-08,3674,0.016,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2015-09-08,3168,0.010,Banning Airport,22,Parts Per Million ( ppm ) 
2015-09-08,2943,0.007,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2015-09-08,3702,0.013,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2015-09-08,2596,0.012,Riverside-Rubidoux,22,Parts Per Million ( ppm ) 
2015-09-08,2266,0.021,Fontana-Arrow Highway,22,Parts Per Million ( ppm ) 
2015-09-08,3820,0.034,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2015-09-08,3819,0.038,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2015-09-08,2221,0.014,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2015-09-08,2485,0.015,Upland,22,Parts Per Million ( ppm ) 
2015-09-08,3812,0.006,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2015-09-08,2321,0.004,Morro Bay,23,Parts Per Million ( ppm ) 
2015-09-08,3251,0.005,Nipomo-Regional Park,22,Parts Per Million ( ppm ) 
2015-09-08,3003,0.002,Carpinteria-Gobernador Road,20,Parts Per Million ( ppm ) 
2015-09-08,2008,0.006,El Capitan Beach,23,Parts Per Million ( ppm ) 
2015-09-08,2954,0.003,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2015-09-08,3153,0.004,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2015-09-08,3101,0.001,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2015-09-08,2360,0.005,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2015-09-08,2957,0.001,Paradise Road-Los Padres National Forest,22,Parts Per Million ( ppm ) 
2015-09-08,3665,0.008,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2015-09-08,3486,0.011,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2015-09-08,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2015-09-08,2991,0.007,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2015-09-08,2880,0.009,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2015-09-08,2460,0.004,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2015-09-08,3198,0.008,Camp Pendleton,22,Parts Per Million ( ppm ) 
2015-09-08,2589,0.013,Chula Vista,23,Parts Per Million ( ppm ) 
2015-09-08,3806,0.007,El Cajon-Floyd Smith Drive,24,Parts Per Million ( ppm ) 
2015-09-08,3739,0.019,Otay Mesa-Donovan,20,Parts Per Million ( ppm ) 
2015-09-08,3690,0.014,San Diego-1110 Beardsley Street,21,Parts Per Million ( ppm ) 
2015-09-08,3821,0.020,San Diego-11403 Rancho Carmel Dr        ,19,Parts Per Million ( ppm ) 
2015-09-08,3766,0.009,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2015-09-08,3773,0.003,Livermore-13224 Patterson Pass Road,23,Parts Per Million ( ppm ) 
2015-09-08,3490,0.021,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2015-09-08,3247,0.022,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2015-09-08,3803,0.034,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2015-09-08,3742,0.027,Oakland-West,23,Parts Per Million ( ppm ) 
2015-09-08,2804,0.007,Bethel Island Road,23,Parts Per Million ( ppm ) 
2015-09-08,2831,0.009,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2015-09-08,3668,0.017,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2015-09-08,3782,0.009,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2015-09-08,2622,0.018,San Rafael,23,Parts Per Million ( ppm ) 
2015-09-08,2655,0.015,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2015-09-08,2373,0.028,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2015-09-08,2125,0.019,Redwood City,23,Parts Per Million ( ppm ) 
2015-09-08,3661,0.022,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2015-09-08,3810,0.035,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2015-09-08,2410,0.015,Vallejo-304 Tuolumne Street,22,Parts Per Million ( ppm ) 
2015-09-08,3026,0.013,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2015-09-08,2013,0.018,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2015-09-08,2844,0.007,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2015-09-08,2114,0.010,Parlier,23,Parts Per Million ( ppm ) 
2015-09-08,3146,0.018,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2015-09-08,2312,0.005,Edison,23,Parts Per Million ( ppm ) 
2015-09-08,2981,0.012,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2015-09-08,3129,0.013,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2015-09-08,3211,0.008,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2015-09-08,2094,0.023,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2015-09-08,3696,0.008,Tracy-Airport,23,Parts Per Million ( ppm ) 
2015-09-08,2996,0.015,Turlock-S Minaret Street,23,Parts Per Million ( ppm ) 
2015-09-08,2032,0.014,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
