summary_date,site,no2_davg,name,obs_count,units 
2019-12-08,3658,0.004,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2019-12-08,2923,0.011,Barstow,23,Parts Per Million ( ppm ) 
2019-12-08,3215,0.006,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2019-12-08,3500,0.006,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2019-12-08,3716,0.003,Eureka-Jacobs,19,Parts Per Million ( ppm ) 
2019-12-08,3489,0.003,Salinas-High School,23,Parts Per Million ( ppm ) 
2019-12-08,2484,0.007,Azusa,24,Parts Per Million ( ppm ) 
2019-12-08,3743,0.012,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2019-12-08,2849,0.005,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2019-12-08,3774,0.008,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2019-12-08,3818,0.014,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2019-12-08,2899,0.014,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2019-12-08,3683,0.003,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2019-12-08,2160,0.005,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2019-12-08,2898,0.007,Pomona,24,Parts Per Million ( ppm ) 
2019-12-08,2420,0.007,Reseda,24,Parts Per Million ( ppm ) 
2019-12-08,3502,0.005,Santa Clarita,24,Parts Per Million ( ppm ) 
2019-12-08,2494,0.004,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2019-12-08,3809,0.013,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2019-12-08,3674,0.010,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2019-12-08,2249,0.008,La Habra,24,Parts Per Million ( ppm ) 
2019-12-08,3168,0.002,Banning Airport,24,Parts Per Million ( ppm ) 
2019-12-08,2943,0.002,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2019-12-08,3702,0.006,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2019-12-08,2596,0.006,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2019-12-08,2266,0.009,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2019-12-08,3820,0.019,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2019-12-08,3819,0.013,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2019-12-08,2221,0.010,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2019-12-08,2485,0.004,Upland,24,Parts Per Million ( ppm ) 
2019-12-08,3812,0.004,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2019-12-08,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2019-12-08,3003,0.000,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2019-12-08,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2019-12-08,2992,0.000,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2019-12-08,2360,0.004,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2019-12-08,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2019-12-08,3486,0.005,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2019-12-08,2991,0.002,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2019-12-08,2880,0.003,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2019-12-08,2460,0.002,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2019-12-08,3198,0.004,Camp Pendleton,22,Parts Per Million ( ppm ) 
2019-12-08,2589,0.006,Chula Vista,22,Parts Per Million ( ppm ) 
2019-12-08,3829,0.006,El Cajon-Lexington Elementary School    ,21,Parts Per Million ( ppm ) 
2019-12-08,3739,0.006,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2019-12-08,3821,0.008,San Diego-11403 Rancho Carmel Dr        ,22,Parts Per Million ( ppm ) 
2019-12-08,3766,0.005,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2019-12-08,3846,0.008,San Diego - Sherman Elementary School   ,22,Parts Per Million ( ppm ) 
2019-12-08,3828,0.013,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2019-12-08,3490,0.007,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2019-12-08,3247,0.009,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2019-12-08,3803,0.013,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2019-12-08,3742,0.011,Oakland-West,23,Parts Per Million ( ppm ) 
2019-12-08,3840,0.012,Pleasanton-Owens Ct                     ,23,Parts Per Million ( ppm ) 
2019-12-08,2804,0.004,Bethel Island Road,23,Parts Per Million ( ppm ) 
2019-12-08,2831,0.006,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2019-12-08,3668,0.010,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2019-12-08,3782,0.004,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2019-12-08,2622,0.008,San Rafael,23,Parts Per Million ( ppm ) 
2019-12-08,3837,0.004,Napa-Valley College,23,Parts Per Million ( ppm ) 
2019-12-08,2373,0.008,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2019-12-08,2125,0.008,Redwood City,23,Parts Per Million ( ppm ) 
2019-12-08,3661,0.007,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2019-12-08,3810,0.012,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2019-12-08,2410,0.010,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
