summary_date,site,monitor,pm25_davg,name,obs_count 
2003-10-15,3154,A,6.0,Keeler-Cerro Gordo Road,24 
2003-10-15,2915,A,5.0,Mammoth Lakes-Gateway HC,24 
2003-10-15,2948,C,2.2,South Lake Tahoe-Sandy Way,24 
2003-10-15,3669,A,1.2,Tahoe City-Lake Forest Road,24 
2003-10-15,2353,A,11.8,Yosemite Village-Visitor Center,24 
2003-10-15,2208,A,5.0,Truckee-Fire Station,24 
2003-10-15,3494,E,9.9,Portola-161 Nevada Street,24 
2003-10-15,3494,A,10.0,Portola-161 Nevada Street,24 
2003-10-15,3121,A,5.9,Mojave-923 Poole Street,24 
2003-10-15,3492,A,1.4,Ridgecrest-100 West California Avenue,24 
2003-10-15,3658,A,9.0,Lancaster-43301 Division Street,24 
2003-10-15,2492,A,34.9,Burbank-W Palm Avenue,24 
2003-10-15,2899,A,37.2,Los Angeles-North Main Street,24 
2003-10-15,2583,A,25.0,Lynwood,24 
2003-10-15,2429,A,19.2,North Long Beach,24 
2003-10-15,2160,A,27.5,Pasadena-S Wilson Avenue,24 
2003-10-15,2166,A,28.0,Pico Rivera,24 
2003-10-15,3679,A,17.1,South Long Beach,24 
2003-10-15,3674,A,16.6,Anaheim-Pampas Lane,24 
2003-10-15,3265,A,9.3,Mission Viejo-26081 Via Pera,24 
2003-10-15,2333,A,24.3,Riverside-Magnolia,24 
2003-10-15,2596,D,30.7,Riverside-Rubidoux,24 
2003-10-15,2596,A,27.4,Riverside-Rubidoux,24 
2003-10-15,2596,C,29.6,Riverside-Rubidoux,24 
2003-10-15,2266,A,28.1,Fontana-Arrow Highway,24 
2003-10-15,3254,A,25.1,Ontario-1408 Francis Street,24 
2003-10-15,2221,A,24.0,San Bernardino-4th Street,24 
2003-10-15,3505,A,22.5,Piru-3301 Pacific Avenue,24 
2003-10-15,3672,A,20.0,San Nicolas Island-Building 98,24 
2003-10-15,2880,A,25.2,Simi Valley-Cochran Street,24 
2003-10-15,2984,A,22.6,Thousand Oaks-Moorpark Road,24 
2003-10-15,2589,A,11.0,Chula Vista,24 
2003-10-15,2327,C,18.0,El Cajon-Redwood Avenue,24 
2003-10-15,2263,A,11.0,Escondido-E Valley Parkway,24 
2003-10-15,2964,A,13.6,San Diego-12th Avenue,24 
2003-10-15,2040,A,10.7,San Diego-Overland Avenue,24 
2003-10-15,2293,A,8.6,Fremont-Chapel Way,24 
2003-10-15,3490,A,7.5,Livermore-793 Rincon Avenue,24 
2003-10-15,2831,A,7.0,Concord-2956-A Treat Blvd,24 
2003-10-15,3506,A,10.4,Point Reyes,24 
2003-10-15,2125,A,6.3,Redwood City,24 
2003-10-15,3661,A,9.9,San Jose-Jackson Street,24 
2003-10-15,3661,B,14.6,San Jose-Jackson Street,24 
2003-10-15,2936,A,8.8,San Jose-Tully Road,24 
2003-10-15,2410,A,7.0,Vallejo-304 Tuolumne Street,24 
2003-10-15,2105,A,6.0,Santa Rosa-5th Street,24 
2003-10-15,3026,A,13.4,Clovis-N Villa Avenue,24 
2003-10-15,3009,A,17.0,Fresno-1st Street,24 
2003-10-15,3009,C,16.3,Fresno-1st Street,24 
2003-10-15,3009,D,27.2,Fresno-1st Street,24 
2003-10-15,3485,A,17.4,Fresno-Hamilton and Winery,24 
2003-10-15,3146,E,21.3,Bakersfield-5558 California Avenue,24 
2003-10-15,3146,H,29.0,Bakersfield-5558 California Avenue,24 
2003-10-15,3146,A,17.8,Bakersfield-5558 California Avenue,24 
2003-10-15,3146,G,30.0,Bakersfield-5558 California Avenue,24 
2003-10-15,3146,F,20.5,Bakersfield-5558 California Avenue,24 
2003-10-15,3145,A,19.5,Bakersfield-Golden State Highway,24 
2003-10-15,3194,A,27.5,Corcoran-Patterson Avenue,24 
2003-10-15,3253,A,12.2,Merced-2334 M Street,24 
2003-10-15,2094,A,12.0,Stockton-Hazelton Street,24 
2003-10-15,2833,E,12.6,Modesto-14th Street,24 
2003-10-15,2833,A,11.0,Modesto-14th Street,24 
2003-10-15,2032,A,26.0,Visalia-N Church Street,24 
2003-10-15,2032,B,36.7,Visalia-N Church Street,24 
2003-10-15,2415,A,7.7,Brawley-Main Street,24 
2003-10-15,3173,A,22.3,Calexico-East,23 
2003-10-15,3135,A,10.5,Calexico-Ethel Street,24 
2003-10-15,2551,A,9.7,El Centro-9th Street,24 
2003-10-15,2878,A,9.5,Indio-Jackson Street,24 
2003-10-15,2199,A,5.0,Palm Springs-Fire Station,24 
2003-10-15,2115,D,12.5,Chico-Manzanita Avenue,24 
2003-10-15,2115,C,6.6,Chico-Manzanita Avenue,24 
2003-10-15,2630,A,25.9,Gridley-Cowee Avenue,24 
2003-10-15,2744,A,9.0,Colusa-Sunrise Blvd,24 
2003-10-15,3187,A,7.5,Folsom-Natoma Street,24 
2003-10-15,2731,C,8.8,Sacramento-Del Paso Manor,24 
2003-10-15,2731,A,8.0,Sacramento-Del Paso Manor,24 
2003-10-15,2731,D,6.3,Sacramento-Del Paso Manor,24 
2003-10-15,2346,A,8.0,Sacramento-Health Dept Stockton Blvd,24 
2003-10-15,3011,A,10.0,Sacramento-T Street,24 
2003-10-15,2143,A,7.7,Davis-UCD Campus,24 
2003-10-16,2948,C,3.8,South Lake Tahoe-Sandy Way,24 
2003-10-16,3669,A,1.4,Tahoe City-Lake Forest Road,24 
2003-10-16,2353,A,15.8,Yosemite Village-Visitor Center,24 
2003-10-16,3494,E,10.5,Portola-161 Nevada Street,24 
2003-10-16,2484,A,31.9,Azusa,24 
2003-10-16,2899,A,47.6,Los Angeles-North Main Street,24 
2003-10-16,2429,A,37.0,North Long Beach,24 
2003-10-16,3679,A,39.7,South Long Beach,24 
2003-10-16,3674,A,36.8,Anaheim-Pampas Lane,24 
2003-10-16,2596,A,35.4,Riverside-Rubidoux,24 
2003-10-16,3672,A,17.7,San Nicolas Island-Building 98,24 
2003-10-16,2263,A,23.0,Escondido-E Valley Parkway,24 
2003-10-16,2964,A,22.0,San Diego-12th Avenue,24 
2003-10-16,2831,A,5.7,Concord-2956-A Treat Blvd,24 
2003-10-16,3506,A,7.0,Point Reyes,24 
2003-10-16,2373,A,5.9,San Francisco-Arkansas Street,24 
