summary_date,site,ozone_davg,name,obs_count,units 
2002-12-15,3151,0.039,Death Valley Natl Monument,23,Parts Per Million ( ppm ) 
2002-12-15,2914,0.038,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2002-12-15,2948,0.040,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2002-12-15,2993,0.033,Jackson-Clinton Road,20,Parts Per Million ( ppm ) 
2002-12-15,3144,0.035,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2002-12-15,3487,0.043,Echo Summit,20,Parts Per Million ( ppm ) 
2002-12-15,3017,0.037,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2002-12-15,3664,0.014,Yosemite National Park-Merced River,23,Parts Per Million ( ppm ) 
2002-12-15,3018,0.043,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2002-12-15,3126,0.042,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2002-12-15,2208,0.040,Truckee-Fire Station,24,Parts Per Million ( ppm ) 
2002-12-15,3002,0.033,Colfax-City Hall,22,Parts Per Million ( ppm ) 
2002-12-15,2968,0.037,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2002-12-15,3121,0.031,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2002-12-15,3658,0.031,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2002-12-15,2923,0.020,Barstow,22,Parts Per Million ( ppm ) 
2002-12-15,2650,0.032,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2002-12-15,3152,0.044,Joshua Tree NP - Black Rock,23,Parts Per Million ( ppm ) 
2002-12-15,2830,0.030,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2002-12-15,3215,0.036,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2002-12-15,3124,0.029,Twentynine Palms-Adobe Road #2,23,Parts Per Million ( ppm ) 
2002-12-15,3500,0.024,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2002-12-15,3203,0.012,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2002-12-15,3185,0.013,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2002-12-15,3201,0.012,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2002-12-15,3183,0.019,Rosarito,23,Parts Per Million ( ppm ) 
2002-12-15,3255,0.025,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2002-12-15,3141,0.015,Tijuana-La Mesa,19,Parts Per Million ( ppm ) 
2002-12-15,3178,0.035,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2002-12-15,3010,0.030,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2002-12-15,3116,0.036,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2002-12-15,3033,0.033,Healdsburg-Municipal Airport,24,Parts Per Million ( ppm ) 
2002-12-15,2016,0.028,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2002-12-15,2894,0.030,King City-750 Metz Road,23,Parts Per Million ( ppm ) 
2002-12-15,2939,0.034,Monterey-Silver Cloud Court,24,Parts Per Million ( ppm ) 
2002-12-15,3489,0.028,Salinas-High School,23,Parts Per Million ( ppm ) 
