summary_date,site,monitor,pm25_davg,name,obs_count 
2000-07-01,2484,A,27.5,Azusa,24 
2000-07-01,2899,A,21.5,Los Angeles-North Main Street,24 
2000-07-01,2623,A,15.6,Anaheim-Harbor Blvd,24 
2000-07-01,2596,A,30.4,Riverside-Rubidoux,24 
2000-07-01,2327,A,11.4,El Cajon-Redwood Avenue,24 
2000-07-01,2263,A,10.2,Escondido-E Valley Parkway,24 
2000-07-01,2964,A,10.2,San Diego-12th Avenue,24 
2000-07-01,3488,A,15.1,San Diego-Logan Avenue,24 
2000-07-01,3009,A,8.0,Fresno-1st Street,24 
2000-07-01,3146,A,8.9,Bakersfield-5558 California Avenue,24 
2000-07-01,3011,A,7.0,Sacramento-T Street,24 
2000-07-02,3154,A,6.0,Keeler-Cerro Gordo Road,24 
2000-07-02,3487,A,8.0,Echo Summit,24 
2000-07-02,3126,A,12.0,Grass Valley-Litton Building,24 
2000-07-02,3020,A,14.0,Quincy-N Church Street,24 
2000-07-02,3121,A,2.4,Mojave-923 Poole Street,24 
2000-07-02,3492,A,4.4,Ridgecrest-100 West California Avenue,24 
2000-07-02,3007,A,14.0,Lancaster-W Pondera Street,24 
2000-07-02,3500,A,8.0,Victorville-14306 Park Avenue,24 
2000-07-02,2484,A,21.5,Azusa,24 
2000-07-02,2899,A,19.0,Los Angeles-North Main Street,24 
2000-07-02,2583,A,18.1,Lynwood,24 
2000-07-02,2429,A,15.9,North Long Beach,24 
2000-07-02,2160,A,21.6,Pasadena-S Wilson Avenue,24 
2000-07-02,2166,A,19.2,Pico Rivera,24 
2000-07-02,2420,A,19.9,Reseda,24 
2000-07-02,2623,A,15.0,Anaheim-Harbor Blvd,24 
2000-07-02,3265,A,13.5,Mission Viejo-26081 Via Pera,24 
2000-07-02,2333,A,25.7,Riverside-Magnolia,24 
2000-07-02,2596,A,29.2,Riverside-Rubidoux,24 
2000-07-02,2266,A,21.3,Fontana-Arrow Highway,24 
2000-07-02,3254,A,21.6,Ontario-1408 Francis Street,24 
2000-07-02,2221,A,16.7,San Bernardino-4th Street,24 
2000-07-02,2880,A,22.1,Simi Valley-Cochran Street,24 
