summary_date,site,no_davg,name,obs_count,units 
2017-07-01,2116,0.000,Bishop-White Mountain Research Center,22,Parts Per Million ( ppm ) 
2017-07-01,3658,-0.001,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2017-07-01,2923,0.001,Barstow,23,Parts Per Million ( ppm ) 
2017-07-01,3500,0.001,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2017-07-01,3489,0.000,Salinas-High School,24,Parts Per Million ( ppm ) 
2017-07-01,2484,0.001,Azusa,24,Parts Per Million ( ppm ) 
2017-07-01,3743,0.000,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2017-07-01,2849,0.001,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2017-07-01,3774,0.001,Long Beach-2425 Webster Street          ,23,Parts Per Million ( ppm ) 
2017-07-01,3818,0.001,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2017-07-01,2899,0.002,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2017-07-01,3683,-0.001,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2017-07-01,2160,-0.001,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2017-07-01,3693,0.001,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2017-07-01,2898,0.002,Pomona,24,Parts Per Million ( ppm ) 
2017-07-01,3502,0.001,Santa Clarita,24,Parts Per Million ( ppm ) 
2017-07-01,2494,0.001,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2017-07-01,3809,0.009,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2017-07-01,3674,-0.001,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2017-07-01,2249,0.000,La Habra,24,Parts Per Million ( ppm ) 
2017-07-01,3168,0.000,Banning Airport,24,Parts Per Million ( ppm ) 
2017-07-01,2943,0.000,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2017-07-01,3702,0.001,Mira Loma Van Buren,23,Parts Per Million ( ppm ) 
2017-07-01,2596,0.000,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2017-07-01,2266,0.000,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2017-07-01,3820,0.010,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2017-07-01,3819,0.013,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2017-07-01,2221,0.002,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2017-07-01,2485,0.000,Upland,24,Parts Per Million ( ppm ) 
2017-07-01,3812,0.000,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2017-07-01,3251,0.000,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2017-07-01,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2017-07-01,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2017-07-01,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2017-07-01,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2017-07-01,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2017-07-01,2992,-0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2017-07-01,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2017-07-01,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2017-07-01,3486,0.002,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2017-07-01,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2017-07-01,2991,0.000,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2017-07-01,2880,0.000,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2017-07-01,2460,0.001,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2017-07-01,3198,0.000,Camp Pendleton,22,Parts Per Million ( ppm ) 
2017-07-01,2589,0.001,Chula Vista,22,Parts Per Million ( ppm ) 
2017-07-01,3829,0.000,El Cajon-Lexington Elementary School    ,21,Parts Per Million ( ppm ) 
2017-07-01,3739,0.000,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2017-07-01,3821,0.005,San Diego-11403 Rancho Carmel Dr        ,22,Parts Per Million ( ppm ) 
2017-07-01,3766,0.000,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2017-07-01,3828,0.006,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2017-07-01,3490,0.000,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2017-07-01,3247,0.002,Oakland-9925 International Blvd,23,Parts Per Million ( ppm ) 
2017-07-01,3803,0.006,Oakland-Laney College                   ,23,Parts Per Million ( ppm ) 
2017-07-01,3742,0.001,Oakland-West,23,Parts Per Million ( ppm ) 
2017-07-01,2804,0.001,Bethel Island Road,23,Parts Per Million ( ppm ) 
2017-07-01,2831,0.000,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2017-07-01,3668,0.002,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2017-07-01,3782,0.000,San Ramon-9885 Alcosta Bl               ,23,Parts Per Million ( ppm ) 
2017-07-01,2622,0.001,San Rafael,23,Parts Per Million ( ppm ) 
2017-07-01,2655,0.001,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2017-07-01,2373,0.001,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2017-07-01,2125,0.001,Redwood City,23,Parts Per Million ( ppm ) 
2017-07-01,3661,0.001,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2017-07-01,3810,0.004,San Jose-Knox Avenue                    ,23,Parts Per Million ( ppm ) 
2017-07-01,2410,0.001,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2017-07-01,3804,0.001,Sebastopol-103 Morris Street            ,23,Parts Per Million ( ppm ) 
2017-07-01,3026,0.001,Clovis-N Villa Avenue,22,Parts Per Million ( ppm ) 
2017-07-01,3781,0.000,Fresno-Garland                          ,24,Parts Per Million ( ppm ) 
2017-07-01,2844,0.000,Fresno-Sierra Skypark #2,22,Parts Per Million ( ppm ) 
2017-07-01,3146,0.001,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2017-07-01,3787,0.003,Bakersfield-Municipal Airport,22,Parts Per Million ( ppm ) 
2017-07-01,2312,0.001,Edison,23,Parts Per Million ( ppm ) 
2017-07-01,2981,0.002,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2017-07-01,3129,0.000,Hanford-S Irwin Street,22,Parts Per Million ( ppm ) 
2017-07-01,3211,0.000,Madera-Pump Yard,22,Parts Per Million ( ppm ) 
2017-07-01,3022,0.001,Merced-S Coffee Avenue,22,Parts Per Million ( ppm ) 
2017-07-01,2094,0.001,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2017-07-01,3696,0.001,Tracy-Airport,22,Parts Per Million ( ppm ) 
2017-07-01,2996,0.002,Turlock-S Minaret Street,22,Parts Per Million ( ppm ) 
2017-07-01,3135,0.005,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2017-07-01,2551,0.001,El Centro-9th Street,23,Parts Per Million ( ppm ) 
2017-07-01,2199,-0.002,Palm Springs-Fire Station,24,Parts Per Million ( ppm ) 
2017-07-01,3783,0.001,Chico-East Avenue                       ,23,Parts Per Million ( ppm ) 
2017-07-01,2956,0.000,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2017-07-01,2977,0.000,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
