summary_date,site,monitor,pm25_davg,name,obs_count 
2013-10-15,3154,G,5.0,Keeler-Cerro Gordo Road,24 
2013-10-15,3144,B,7.3,San Andreas-Gold Strike Road,24 
2013-10-15,3126,C,2.4,Grass Valley-Litton Building,23 
2013-10-15,2208,D,11.1,Truckee-Fire Station,24 
2013-10-15,3002,A,5.5,Colfax-City Hall,24 
2013-10-15,3128,C,11.3,Chester-222 1st Avenue,24 
2013-10-15,3801,C,21.8,Portola-Gulling Street                  ,24 
2013-10-15,3020,C,11.1,Quincy-N Church Street,24 
2013-10-15,5273,-,6.3,Kernville-Forest Service,24 
2013-10-15,3121,B,9.6,Mojave-923 Poole Street,24 
2013-10-15,3779,C,6.7,Eureka-Humboldt Hill                    ,24 
2013-10-15,2271,C,3.3,Ukiah-County Library,24 
2013-10-15,3765,A,8.5,Willits-125 E Commercial Street,24 
2013-10-15,2016,A,14.7,Carmel Valley-Ford Road,24 
2013-10-15,3726,A,6.3,King City-415 Pearl Street,24 
2013-10-15,3489,C,7.0,Salinas-High School,24 
2013-10-15,2628,B,3.9,Hollister-Fairview Road,24 
2013-10-15,3800,A,6.5,Felton CalFire-6059 Highway 9           ,24 
2013-10-15,3200,C,5.6,Santa Cruz AMS,23 
2013-10-15,2492,D,13.6,Burbank-W Palm Avenue,24 
2013-10-15,2849,A,2.4,Glendora-Laurel,24 
2013-10-15,2899,I,10.2,Los Angeles-North Main Street,24 
2013-10-15,2899,A,8.6,Los Angeles-North Main Street,24 
2013-10-15,2429,A,9.8,North Long Beach,24 
2013-10-15,2420,C,7.0,Reseda,24 
2013-10-15,3502,A,4.8,Santa Clarita,24 
2013-10-15,3679,A,9.7,South Long Beach,24 
2013-10-15,3679,C,14.0,South Long Beach,24 
2013-10-15,3674,D,13.8,Anaheim-Pampas Lane,24 
2013-10-15,3674,A,10.5,Anaheim-Pampas Lane,24 
2013-10-15,3168,A,2.0,Banning Airport,24 
2013-10-15,2943,A,4.5,Lake Elsinore-W Flint Street,24 
2013-10-15,3702,A,7.7,Mira Loma Van Buren,24 
2013-10-15,3702,C,3.7,Mira Loma Van Buren,24 
2013-10-15,2333,C,8.6,Riverside-Magnolia,24 
2013-10-15,2596,I,6.3,Riverside-Rubidoux,24 
2013-10-15,2596,Z,6.5,Riverside-Rubidoux,24 
2013-10-15,2596,F,6.1,Riverside-Rubidoux,24 
2013-10-15,2596,A,6.2,Riverside-Rubidoux,24 
2013-10-15,3777,A,2.5,Winchester-33700 Borel Road             ,24 
