summary_date,site,no_davg,name,obs_count,units 
2000-10-08,2948,0.002,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2000-10-08,3487,0.000,Echo Summit,23,Parts Per Million ( ppm ) 
2000-10-08,3121,0.001,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2000-10-08,3007,0.003,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2000-10-08,2923,0.022,Barstow,24,Parts Per Million ( ppm ) 
2000-10-08,3215,0.000,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2000-10-08,3500,0.018,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2000-10-08,3203,0.023,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2000-10-08,3185,0.006,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2000-10-08,3201,0.012,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2000-10-08,3183,0.001,Rosarito,23,Parts Per Million ( ppm ) 
2000-10-08,3138,0.001,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2000-10-08,3141,0.001,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2000-10-08,3489,0.002,Salinas-High School,23,Parts Per Million ( ppm ) 
2000-10-08,2329,0.001,Davenport,22,Parts Per Million ( ppm ) 
2000-10-08,3481,0.001,Incline Village-846 Tahoe Blvd,23,Parts Per Million ( ppm ) 
2000-10-08,2484,0.005,Azusa,23,Parts Per Million ( ppm ) 
2000-10-08,2492,0.027,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2000-10-08,2849,0.002,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2000-10-08,2045,0.016,Hawthorne,23,Parts Per Million ( ppm ) 
2000-10-08,2899,0.028,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2000-10-08,2583,0.037,Lynwood,23,Parts Per Million ( ppm ) 
2000-10-08,2429,0.016,North Long Beach,23,Parts Per Million ( ppm ) 
