summary_date,site,co_davg,name,obs_count,units 
2003-03-22,2948,0.217,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2003-03-22,2993,0.413,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2003-03-22,3144,0.243,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2003-03-22,3487,0.000,Echo Summit,23,Parts Per Million ( ppm ) 
2003-03-22,3017,0.209,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2003-03-22,2968,0.430,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2003-03-22,3658,0.209,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2003-03-22,2923,0.078,Barstow,23,Parts Per Million ( ppm ) 
2003-03-22,3500,0.343,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2003-03-22,3203,2.209,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2003-03-22,3185,2.261,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2003-03-22,3201,1.835,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2003-03-22,3183,0.835,Rosarito,23,Parts Per Million ( ppm ) 
2003-03-22,3255,0.613,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2003-03-22,3138,1.070,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2003-03-22,3141,2.457,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2003-03-22,3178,0.974,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2003-03-22,3010,0.473,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2003-03-22,3116,0.602,Willits-899 S Main Street,22,Parts Per Million ( ppm ) 
2003-03-22,3489,0.409,Salinas-High School,23,Parts Per Million ( ppm ) 
2003-03-22,2329,0.218,Davenport,22,Parts Per Million ( ppm ) 
2003-03-22,2484,0.783,Azusa,23,Parts Per Million ( ppm ) 
2003-03-22,2492,1.304,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2003-03-22,2045,1.143,Hawthorne,23,Parts Per Million ( ppm ) 
2003-03-22,2899,1.304,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2003-03-22,2583,2.004,Lynwood,23,Parts Per Million ( ppm ) 
2003-03-22,2429,1.078,North Long Beach,23,Parts Per Million ( ppm ) 
2003-03-22,2160,1.439,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2003-03-22,2166,1.196,Pico Rivera,23,Parts Per Million ( ppm ) 
2003-03-22,2898,1.130,Pomona,23,Parts Per Million ( ppm ) 
2003-03-22,2420,0.874,Reseda,23,Parts Per Million ( ppm ) 
2003-03-22,3502,0.478,Santa Clarita,23,Parts Per Million ( ppm ) 
2003-03-22,2494,0.996,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2003-03-22,3674,0.788,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2003-03-22,2937,0.591,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2003-03-22,2249,0.974,La Habra,23,Parts Per Million ( ppm ) 
2003-03-22,3265,0.404,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2003-03-22,2943,0.505,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2003-03-22,2333,1.100,Riverside-Magnolia,24,Parts Per Million ( ppm ) 
2003-03-22,2596,0.904,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2003-03-22,2221,1.030,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2003-03-22,2485,0.235,Upland,23,Parts Per Million ( ppm ) 
2003-03-22,2965,0.226,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2003-03-22,2709,0.095,San Luis Obispo-Marsh Street,22,Parts Per Million ( ppm ) 
2003-03-22,3153,0.410,Goleta-Fairview,20,Parts Per Million ( ppm ) 
2003-03-22,3101,0.286,Las Flores Canyon #1,21,Parts Per Million ( ppm ) 
2003-03-22,2360,0.262,Lompoc-S H Street,21,Parts Per Million ( ppm ) 
2003-03-22,3486,0.465,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2003-03-22,3023,0.068,Vandenberg Air Force Base-STS Power,22,Parts Per Million ( ppm ) 
2003-03-22,2991,0.305,El Rio-Rio Mesa School #2,21,Parts Per Million ( ppm ) 
2003-03-22,2880,0.565,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2003-03-22,2589,0.961,Chula Vista,23,Parts Per Million ( ppm ) 
2003-03-22,2263,1.187,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
