summary_date,site,no_davg,name,obs_count,units 
2000-12-08,2948,0.008,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2000-12-08,3487,0.001,Echo Summit,23,Parts Per Million ( ppm ) 
2000-12-08,3121,0.003,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2000-12-08,3007,0.046,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2000-12-08,2923,0.075,Barstow,22,Parts Per Million ( ppm ) 
2000-12-08,3215,0.002,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2000-12-08,3500,0.050,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2000-12-08,3202,0.136,Mexicali-CBTIS,23,Parts Per Million ( ppm ) 
2000-12-08,3203,0.080,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2000-12-08,3185,0.130,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2000-12-08,3201,0.101,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2000-12-08,3255,0.013,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2000-12-08,3138,0.015,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2000-12-08,3141,0.018,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2000-12-08,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2000-12-08,3489,0.011,Salinas-High School,24,Parts Per Million ( ppm ) 
2000-12-08,2329,0.010,Davenport,24,Parts Per Million ( ppm ) 
2000-12-08,3481,0.006,Incline Village-846 Tahoe Blvd,23,Parts Per Million ( ppm ) 
2000-12-08,2484,0.043,Azusa,23,Parts Per Million ( ppm ) 
2000-12-08,2492,0.044,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2000-12-08,2849,0.039,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2000-12-08,2045,0.002,Hawthorne,23,Parts Per Million ( ppm ) 
2000-12-08,2899,0.053,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2000-12-08,2583,0.050,Lynwood,23,Parts Per Million ( ppm ) 
2000-12-08,2429,0.027,North Long Beach,23,Parts Per Million ( ppm ) 
2000-12-08,2160,0.039,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2000-12-08,2166,0.033,Pico Rivera,23,Parts Per Million ( ppm ) 
2000-12-08,2898,0.058,Pomona,23,Parts Per Million ( ppm ) 
2000-12-08,2420,0.035,Reseda,23,Parts Per Million ( ppm ) 
2000-12-08,2855,0.047,Santa Clarita-County Fire Station,23,Parts Per Million ( ppm ) 
2000-12-08,2494,0.028,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2000-12-08,2623,0.013,Anaheim-Harbor Blvd,23,Parts Per Million ( ppm ) 
2000-12-08,2937,0.002,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2000-12-08,2249,0.024,La Habra,23,Parts Per Million ( ppm ) 
2000-12-08,3168,0.020,Banning Airport,23,Parts Per Million ( ppm ) 
2000-12-08,2943,0.018,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2000-12-08,2596,0.047,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2000-12-08,2266,0.069,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2000-12-08,2221,0.074,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2000-12-08,2485,0.045,Upland,23,Parts Per Million ( ppm ) 
2000-12-08,2671,0.006,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2000-12-08,3251,0.004,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2000-12-08,2709,0.008,San Luis Obispo-Marsh Street,22,Parts Per Million ( ppm ) 
2000-12-08,3003,0.001,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2000-12-08,2008,0.005,El Capitan Beach,23,Parts Per Million ( ppm ) 
2000-12-08,2954,0.006,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2000-12-08,3153,0.010,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2000-12-08,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2000-12-08,2992,0.002,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2000-12-08,2360,0.004,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2000-12-08,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2000-12-08,3486,0.014,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
