summary_date,site,ozone_davg,name,obs_count,units 
2018-10-01,3713,0.027,Bishop Tribe EMO-50 Tu Su Lane,24,Parts Per Million ( ppm ) 
2018-10-01,2116,0.034,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2018-10-01,3151,0.033,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2018-10-01,3834,0.020,Lakeport-S. Main Street                 ,23,Parts Per Million ( ppm ) 
2018-10-01,3802,0.047,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2018-10-01,2993,0.029,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2018-10-01,3144,0.033,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2018-10-01,3196,0.036,Cool-Highway 193,23,Parts Per Million ( ppm ) 
2018-10-01,3487,0.047,Echo Summit,23,Parts Per Million ( ppm ) 
2018-10-01,3017,0.042,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2018-10-01,3161,0.050,Jerseydale - 6440 Jerseydale,22,Parts Per Million ( ppm ) 
2018-10-01,3018,0.043,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2018-10-01,3126,0.045,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2018-10-01,3002,0.032,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2018-10-01,2968,0.036,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2018-10-01,3121,0.036,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2018-10-01,3658,0.031,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2018-10-01,3673,0.022,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2018-10-01,3732,0.035,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2018-10-01,2923,0.027,Barstow,22,Parts Per Million ( ppm ) 
2018-10-01,2650,0.034,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2018-10-01,3152,0.032,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2018-10-01,3733,0.036,Mojave National Preserve,24,Parts Per Million ( ppm ) 
2018-10-01,2830,0.035,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2018-10-01,3215,0.030,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2018-10-01,3500,0.029,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2018-10-01,3779,0.016,Eureka-Humboldt Hill                    ,22,Parts Per Million ( ppm ) 
2018-10-01,3716,0.009,Eureka-Jacobs,22,Parts Per Million ( ppm ) 
2018-10-01,3010,0.016,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2018-10-01,3033,0.015,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
2018-10-01,2016,0.023,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2018-10-01,3726,0.017,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2018-10-01,3489,0.020,Salinas-High School,24,Parts Per Million ( ppm ) 
2018-10-01,2628,0.024,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2018-10-01,2983,0.024,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2018-10-01,3200,0.024,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2018-10-01,2752,0.019,Yreka-Foothill Drive,23,Parts Per Million ( ppm ) 
2018-10-01,2484,0.023,Azusa,24,Parts Per Million ( ppm ) 
2018-10-01,3743,0.022,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2018-10-01,2849,0.023,Glendora-Laurel,24,Parts Per Million ( ppm ) 
