summary_date,site,ozone_davg,name,obs_count,units 
2001-10-22,3151,0.042,Death Valley Natl Monument,22,Parts Per Million ( ppm ) 
2001-10-22,2915,0.039,Mammoth Lakes-Gateway HC,23,Parts Per Million ( ppm ) 
2001-10-22,2914,0.025,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2001-10-22,2948,0.037,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2001-10-22,2993,0.023,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2001-10-22,3144,0.030,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2001-10-22,3196,0.044,Cool-Highway 193,23,Parts Per Million ( ppm ) 
2001-10-22,3017,0.048,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2001-10-22,3161,0.052,Jerseydale - 6440 Jerseydale,23,Parts Per Million ( ppm ) 
2001-10-22,3018,0.044,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2001-10-22,3126,0.051,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2001-10-22,2208,0.029,Truckee-Fire Station,24,Parts Per Million ( ppm ) 
2001-10-22,3157,0.050,White Cloud Mountain,23,Parts Per Million ( ppm ) 
2001-10-22,3002,0.036,Colfax-City Hall,23,Parts Per Million ( ppm ) 
2001-10-22,3020,0.034,Quincy-N Church Street,24,Parts Per Million ( ppm ) 
2001-10-22,3164,0.047,Five Mile Learning Center,23,Parts Per Million ( ppm ) 
2001-10-22,2968,0.032,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2001-10-22,3121,0.060,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2001-10-22,3007,0.049,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2001-10-22,2923,0.037,Barstow,23,Parts Per Million ( ppm ) 
2001-10-22,2650,0.033,Hesperia-Olive Street,24,Parts Per Million ( ppm ) 
2001-10-22,3152,0.042,Joshua Tree NP - Black Rock,23,Parts Per Million ( ppm ) 
2001-10-22,2830,0.040,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2001-10-22,3215,0.041,Trona-Athol and Telegraph,24,Parts Per Million ( ppm ) 
2001-10-22,3124,0.039,Twentynine Palms-Adobe Road #2,24,Parts Per Million ( ppm ) 
2001-10-22,3500,0.029,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2001-10-22,3203,0.021,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2001-10-22,3185,0.019,Mexicali-ITM,23,Parts Per Million ( ppm ) 
