summary_date,site,monitor,pm25_davg,name,obs_count 
2017-12-08,2116,B,1.6,Bishop-White Mountain Research Center,24 
2017-12-08,3154,G,3.2,Keeler-Cerro Gordo Road,24 
2017-12-08,3802,A,0.6,Tahoe City-221 Fairway Drive,24 
2017-12-08,3144,B,16.0,San Andreas-Gold Strike Road,24 
2017-12-08,2353,A,6.8,Yosemite Village-Visitor Center,24 
2017-12-08,3126,D,1.2,Grass Valley-Litton Building,24 
2017-12-08,2208,D,17.8,Truckee-Fire Station,24 
2017-12-08,3002,A,7.0,Colfax-City Hall,24 
2017-12-08,3128,C,12.7,Chester-222 1st Avenue,24 
2017-12-08,3801,C,22.9,Portola-Gulling Street                  ,23 
2017-12-08,3020,A,29.0,Quincy-N Church Street,24 
2017-12-08,3020,C,30.2,Quincy-N Church Street,23 
2017-12-08,3121,B,5.9,Mojave-923 Poole Street,23 
2017-12-08,3835,A,5.0,Ridgecrest-Ward                         ,24 
2017-12-08,3658,B,6.2,Lancaster-43301 Division Street,24 
2017-12-08,3500,B,10.2,Victorville-14306 Park Avenue,24 
2017-12-08,3500,A,10.9,Victorville-14306 Park Avenue,24 
2017-12-08,3203,B,60.8,Mexicali-Cobach,24 
2017-12-08,3201,B,42.5,Mexicali-UABC,24 
2017-12-08,3201,A,43.5,Mexicali-UABC,24 
2017-12-08,3839,A,4.4,CRESCENT CITY-CRESCENT ELK SCHOOL       ,24 
2017-12-08,2271,C,18.7,Ukiah-County Library,23 
2017-12-08,3765,A,20.3,Willits-125 E Commercial Street,24 
2017-12-08,3132,B,22.4,Weaverville-Courthouse,24 
2017-12-08,2016,A,9.3,Carmel Valley-Ford Road,24 
2017-12-08,3726,A,5.5,King City-415 Pearl Street,24 
2017-12-08,3489,C,4.2,Salinas-High School,24 
2017-12-08,2628,B,8.3,Hollister-Fairview Road,24 
2017-12-08,3811,A,14.1,San Lorenzo Valley Middle School AMS,24 
2017-12-08,3200,C,9.7,Santa Cruz AMS,24 
2017-12-08,2849,A,9.3,Glendora-Laurel,24 
2017-12-08,3818,A,34.5,Long Beach-Route 710 Near Road          ,24 
2017-12-08,3818,C,35.8,Long Beach-Route 710 Near Road          ,24 
2017-12-08,2899,I,12.6,Los Angeles-North Main Street,24 
