summary_date,site,no2_davg,name,obs_count,units 
2005-02-15,3121,0.013,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2005-02-15,3658,0.024,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2005-02-15,2923,0.030,Barstow,23,Parts Per Million ( ppm ) 
2005-02-15,3215,0.010,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2005-02-15,3203,0.023,Mexicali-Cobach,20,Parts Per Million ( ppm ) 
2005-02-15,3185,0.021,Mexicali-ITM,21,Parts Per Million ( ppm ) 
2005-02-15,3201,0.023,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2005-02-15,3183,0.020,Rosarito,23,Parts Per Million ( ppm ) 
2005-02-15,3255,0.018,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2005-02-15,3138,0.031,Tijuana-ITT,21,Parts Per Million ( ppm ) 
2005-02-15,3141,0.035,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2005-02-15,3010,0.007,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2005-02-15,3116,0.006,Willits-899 S Main Street,23,Parts Per Million ( ppm ) 
2005-02-15,3489,0.005,Salinas-High School,24,Parts Per Million ( ppm ) 
2005-02-15,2329,0.003,Davenport,23,Parts Per Million ( ppm ) 
2005-02-15,2484,0.027,Azusa,23,Parts Per Million ( ppm ) 
2005-02-15,2492,0.029,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2849,0.026,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2005-02-15,2899,0.029,Los Angeles-North Main Street,22,Parts Per Million ( ppm ) 
2005-02-15,3683,0.013,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2005-02-15,2583,0.037,Lynwood,23,Parts Per Million ( ppm ) 
2005-02-15,2429,0.032,North Long Beach,21,Parts Per Million ( ppm ) 
2005-02-15,2160,0.024,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2166,0.033,Pico Rivera,23,Parts Per Million ( ppm ) 
2005-02-15,2898,0.031,Pomona,23,Parts Per Million ( ppm ) 
2005-02-15,2420,0.023,Reseda,23,Parts Per Million ( ppm ) 
2005-02-15,3502,0.023,Santa Clarita,22,Parts Per Million ( ppm ) 
2005-02-15,2494,0.019,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2005-02-15,3674,0.025,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2005-02-15,2937,0.016,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2005-02-15,2249,0.029,La Habra,23,Parts Per Million ( ppm ) 
2005-02-15,3168,0.017,Banning Airport,23,Parts Per Million ( ppm ) 
2005-02-15,2943,0.013,Lake Elsinore-W Flint Street,22,Parts Per Million ( ppm ) 
2005-02-15,2596,0.023,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2005-02-15,2266,0.030,Fontana-Arrow Highway,22,Parts Per Million ( ppm ) 
2005-02-15,2221,0.024,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2005-02-15,2485,0.030,Upland,23,Parts Per Million ( ppm ) 
2005-02-15,2965,0.009,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2671,0.011,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2005-02-15,2321,0.005,Morro Bay,23,Parts Per Million ( ppm ) 
2005-02-15,3251,0.005,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2005-02-15,2709,0.015,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2005-02-15,3003,0.004,Carpinteria-Gobernador Road,21,Parts Per Million ( ppm ) 
2005-02-15,2008,0.007,El Capitan Beach,23,Parts Per Million ( ppm ) 
2005-02-15,2954,0.004,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2005-02-15,3153,0.010,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2005-02-15,3101,0.003,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2005-02-15,2992,0.002,Lompoc-HSandP,22,Parts Per Million ( ppm ) 
2005-02-15,2360,0.002,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2005-02-15,2957,0.001,Paradise Road-Los Padres National Forest,21,Parts Per Million ( ppm ) 
2005-02-15,3665,0.013,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2005-02-15,3486,0.007,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2005-02-15,3023,0.002,Vandenberg Air Force Base-STS Power,22,Parts Per Million ( ppm ) 
2005-02-15,2991,0.016,El Rio-Rio Mesa School #2,22,Parts Per Million ( ppm ) 
2005-02-15,2880,0.016,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2005-02-15,2460,0.017,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2005-02-15,3198,0.016,Camp Pendleton,21,Parts Per Million ( ppm ) 
2005-02-15,2589,0.028,Chula Vista,23,Parts Per Million ( ppm ) 
2005-02-15,2327,0.022,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2263,0.021,Escondido-E Valley Parkway,23,Parts Per Million ( ppm ) 
2005-02-15,2933,0.040,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2005-02-15,2964,0.031,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2040,0.024,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2293,0.018,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2005-02-15,3490,0.021,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2804,0.010,Bethel Island Road,23,Parts Per Million ( ppm ) 
2005-02-15,2831,0.013,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2005-02-15,2102,0.012,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2005-02-15,3668,0.012,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2005-02-15,2622,0.011,San Rafael,23,Parts Per Million ( ppm ) 
2005-02-15,2655,0.010,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2373,0.024,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2005-02-15,3682,0.017,San Francisco-Hunters Point,23,Parts Per Million ( ppm ) 
2005-02-15,2125,0.021,Redwood City,23,Parts Per Million ( ppm ) 
2005-02-15,3661,0.020,San Jose-Jackson Street,22,Parts Per Million ( ppm ) 
2005-02-15,2410,0.009,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2005-02-15,2105,0.009,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2005-02-15,3026,0.020,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,3009,0.024,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2005-02-15,2013,0.024,Fresno-Drummond Street,18,Parts Per Million ( ppm ) 
2005-02-15,2844,0.017,Fresno-Sierra Skypark #2,21,Parts Per Million ( ppm ) 
2005-02-15,2114,0.014,Parlier,23,Parts Per Million ( ppm ) 
2005-02-15,2941,0.013,Arvin-Bear Mountain Blvd,22,Parts Per Million ( ppm ) 
2005-02-15,3146,0.022,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,3145,0.022,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2005-02-15,2312,0.013,Edison,23,Parts Per Million ( ppm ) 
2005-02-15,2772,0.013,Oildale-3311 Manor Street,23,Parts Per Million ( ppm ) 
2005-02-15,2981,0.018,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2005-02-15,3129,0.013,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2005-02-15,3211,0.016,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2005-02-15,3022,0.008,Merced-S Coffee Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2094,0.019,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2005-02-15,2833,0.018,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2005-02-15,2996,0.015,Turlock-S Minaret Street,22,Parts Per Million ( ppm ) 
2005-02-15,2032,0.014,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2005-02-15,3173,0.016,Calexico-East,23,Parts Per Million ( ppm ) 
2005-02-15,3135,0.020,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2005-02-15,2551,0.017,El Centro-9th Street,21,Parts Per Million ( ppm ) 
2005-02-15,2199,0.013,Palm Springs-Fire Station,23,Parts Per Million ( ppm ) 
2005-02-15,2115,0.011,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2005-02-15,2956,0.018,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2005-02-15,2977,0.007,Elk Grove-Bruceville Road,21,Parts Per Million ( ppm ) 
2005-02-15,3187,0.009,Folsom-Natoma Street,23,Parts Per Million ( ppm ) 
2005-02-15,2123,0.009,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
