summary_date,site,ozone_davg,name,obs_count,units 
2014-11-08,3151,0.032,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2014-11-08,2914,0.028,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2014-11-08,3802,0.026,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2014-11-08,2993,0.018,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2014-11-08,3144,0.030,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2014-11-08,3017,0.043,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2014-11-08,3018,0.036,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2014-11-08,3126,0.044,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2014-11-08,3002,0.025,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2014-11-08,2968,0.028,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2014-11-08,5273,0.032,Kernville-Forest Service,24,Parts Per Million ( ppm ) 
2014-11-08,3121,0.031,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2014-11-08,3658,0.020,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2014-11-08,3673,0.018,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2014-11-08,3732,0.041,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2014-11-08,2923,0.020,Barstow,22,Parts Per Million ( ppm ) 
2014-11-08,2650,0.027,Hesperia-Olive Street,22,Parts Per Million ( ppm ) 
2014-11-08,3152,0.047,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2014-11-08,2830,0.040,Phelan-Beekley Road and Phelan Road,22,Parts Per Million ( ppm ) 
2014-11-08,3215,0.023,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2014-11-08,3500,0.019,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2014-11-08,3779,0.009,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2014-11-08,3716,0.005,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2014-11-08,3010,0.010,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2014-11-08,3033,0.021,Healdsburg-Municipal Airport,23,Parts Per Million ( ppm ) 
2014-11-08,2016,0.029,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2014-11-08,3726,0.020,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2014-11-08,3489,0.020,Salinas-High School,24,Parts Per Million ( ppm ) 
2014-11-08,2628,0.030,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2014-11-08,2983,0.027,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2014-11-08,3200,0.015,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2014-11-08,2752,0.008,Yreka-Foothill Drive,23,Parts Per Million ( ppm ) 
2014-11-08,2484,0.033,Azusa,23,Parts Per Million ( ppm ) 
2014-11-08,3743,0.020,Compton-700 North Bullis Road,21,Parts Per Million ( ppm ) 
2014-11-08,2849,0.038,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2014-11-08,2899,0.022,Los Angeles-North Main Street,21,Parts Per Million ( ppm ) 
2014-11-08,3683,0.024,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2014-11-08,2160,0.026,Pasadena-S Wilson Avenue,21,Parts Per Million ( ppm ) 
2014-11-08,3693,0.022,Pico Rivera-4144 San Gabriel,21,Parts Per Million ( ppm ) 
2014-11-08,2898,0.020,Pomona,23,Parts Per Million ( ppm ) 
2014-11-08,2420,0.025,Reseda,23,Parts Per Million ( ppm ) 
2014-11-08,3502,0.028,Santa Clarita,23,Parts Per Million ( ppm ) 
2014-11-08,2494,0.022,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2014-11-08,3674,0.019,Anaheim-Pampas Lane,22,Parts Per Million ( ppm ) 
2014-11-08,2937,0.021,Costa Mesa-Mesa Verde Drive,21,Parts Per Million ( ppm ) 
2014-11-08,2249,0.016,La Habra,23,Parts Per Million ( ppm ) 
2014-11-08,3265,0.036,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2014-11-08,3168,0.031,Banning Airport,23,Parts Per Million ( ppm ) 
2014-11-08,2943,0.024,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2014-11-08,3702,0.018,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2014-11-08,2525,0.021,Perris,23,Parts Per Million ( ppm ) 
2014-11-08,2596,0.021,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2014-11-08,3777,0.049,Winchester-33700 Borel Road             ,23,Parts Per Million ( ppm ) 
2014-11-08,2499,0.020,Crestline,23,Parts Per Million ( ppm ) 
2014-11-08,2266,0.021,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2014-11-08,2077,0.033,Redlands-Dearborn,24,Parts Per Million ( ppm ) 
2014-11-08,2221,0.020,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2014-11-08,2485,0.023,Upland,23,Parts Per Million ( ppm ) 
2014-11-08,2965,0.017,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2014-11-08,3694,0.033,Carrisa Plains School,23,Parts Per Million ( ppm ) 
2014-11-08,2321,0.022,Morro Bay,23,Parts Per Million ( ppm ) 
2014-11-08,3251,0.023,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2014-11-08,2955,0.017,Paso Robles-Santa Fe Avenue,23,Parts Per Million ( ppm ) 
2014-11-08,3495,0.062,Red Hills,23,Parts Per Million ( ppm ) 
2014-11-08,3688,0.020,San Luis Obispo-3220 South Higuera St,23,Parts Per Million ( ppm ) 
