summary_date,site,ozone_davg,name,obs_count,units 
2007-04-08,3151,0.049,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2007-04-08,2914,0.040,Lakeport-Lakeport Blvd,23,Parts Per Million ( ppm ) 
2007-04-08,2993,0.035,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2007-04-08,3144,0.035,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2007-04-08,3017,0.035,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2007-04-08,3018,0.047,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2007-04-08,3126,0.042,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2007-04-08,2208,0.036,Truckee-Fire Station,24,Parts Per Million ( ppm ) 
2007-04-08,3002,0.032,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2007-04-08,2968,0.035,Sonora-Barretta Street,23,Parts Per Million ( ppm ) 
2007-04-08,3121,0.041,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2007-04-08,3658,0.042,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2007-04-08,2923,0.045,Barstow,23,Parts Per Million ( ppm ) 
2007-04-08,2650,0.038,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2007-04-08,3152,0.054,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2007-04-08,2830,0.044,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2007-04-08,3215,0.043,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2007-04-08,3500,0.038,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2007-04-08,3203,0.019,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2007-04-08,3185,0.030,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2007-04-08,3201,0.040,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2007-04-08,3183,0.034,Rosarito,23,Parts Per Million ( ppm ) 
2007-04-08,3255,0.023,Tecate-Paseo Morelos,23,Parts Per Million ( ppm ) 
2007-04-08,3138,0.030,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2007-04-08,3141,0.023,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2007-04-08,3178,0.037,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2007-04-08,3716,0.030,Eureka-Jacobs,21,Parts Per Million ( ppm ) 
2007-04-08,3010,0.042,Ukiah-E Gobbi Street,22,Parts Per Million ( ppm ) 
2007-04-08,3116,0.036,Willits-899 S Main Street,23,Parts Per Million ( ppm ) 
2007-04-08,3033,0.040,Healdsburg-Municipal Airport,24,Parts Per Million ( ppm ) 
2007-04-08,2016,0.033,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2007-04-08,2894,0.042,King City-750 Metz Road,23,Parts Per Million ( ppm ) 
2007-04-08,3489,0.045,Salinas-High School,23,Parts Per Million ( ppm ) 
