summary_date,site,no_davg,name,obs_count,units 
2005-03-22,3664,0.000,Yosemite National Park-Merced River,23,Parts Per Million ( ppm ) 
2005-03-22,3121,0.000,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2005-03-22,3658,0.003,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2005-03-22,2923,0.011,Barstow,23,Parts Per Million ( ppm ) 
2005-03-22,3215,0.011,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2005-03-22,3500,0.002,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2005-03-22,3203,0.015,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2005-03-22,3185,0.012,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2005-03-22,3201,0.020,Mexicali-UABC,20,Parts Per Million ( ppm ) 
2005-03-22,3183,0.004,Rosarito,23,Parts Per Million ( ppm ) 
2005-03-22,3255,0.009,Tecate-Paseo Morelos,22,Parts Per Million ( ppm ) 
2005-03-22,3138,0.007,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2005-03-22,3141,0.023,Tijuana-La Mesa,20,Parts Per Million ( ppm ) 
2005-03-22,3178,0.003,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2005-03-22,2484,0.004,Azusa,23,Parts Per Million ( ppm ) 
2005-03-22,2492,0.011,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2005-03-22,2849,0.004,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2005-03-22,2899,0.015,Los Angeles-North Main Street,22,Parts Per Million ( ppm ) 
2005-03-22,3683,0.001,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2005-03-22,2583,0.015,Lynwood,23,Parts Per Million ( ppm ) 
2005-03-22,2429,0.012,North Long Beach,23,Parts Per Million ( ppm ) 
2005-03-22,2160,0.004,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2005-03-22,2166,0.020,Pico Rivera,23,Parts Per Million ( ppm ) 
2005-03-22,2898,0.012,Pomona,23,Parts Per Million ( ppm ) 
2005-03-22,2420,0.001,Reseda,23,Parts Per Million ( ppm ) 
2005-03-22,3502,0.005,Santa Clarita,22,Parts Per Million ( ppm ) 
