summary_date,site,ozone_davg,name,obs_count,units 
2019-12-01,3713,0.009,Bishop Tribe EMO-50 Tu Su Lane,22,Parts Per Million ( ppm ) 
2019-12-01,2116,0.022,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2019-12-01,3151,0.039,Death Valley Natl Monument,24,Parts Per Million ( ppm ) 
2019-12-01,3834,0.024,Lakeport-S. Main Street                 ,23,Parts Per Million ( ppm ) 
2019-12-01,3802,0.033,Tahoe City-221 Fairway Drive,24,Parts Per Million ( ppm ) 
2019-12-01,2993,0.036,Jackson-Clinton Road,23,Parts Per Million ( ppm ) 
2019-12-01,3144,0.035,San Andreas-Gold Strike Road,23,Parts Per Million ( ppm ) 
2019-12-01,3017,0.037,Placerville-Gold Nugget Way,23,Parts Per Million ( ppm ) 
2019-12-01,3018,0.040,Yosemite Natl Park-Turtleback Dome,24,Parts Per Million ( ppm ) 
2019-12-01,3126,0.039,Grass Valley-Litton Building,24,Parts Per Million ( ppm ) 
2019-12-01,3002,0.034,Colfax-City Hall,24,Parts Per Million ( ppm ) 
2019-12-01,3121,0.029,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2019-12-01,3658,0.016,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2019-12-01,3673,0.024,Blythe-445 West Murphy Street,23,Parts Per Million ( ppm ) 
2019-12-01,3732,0.028,Joshua Tree National Park-Pinto Wells,24,Parts Per Million ( ppm ) 
2019-12-01,2923,0.017,Barstow,23,Parts Per Million ( ppm ) 
2019-12-01,2650,0.020,Hesperia-Olive Street,23,Parts Per Million ( ppm ) 
2019-12-01,3152,0.032,Joshua Tree NP - Black Rock,24,Parts Per Million ( ppm ) 
2019-12-01,2830,0.023,Phelan-Beekley Road and Phelan Road,23,Parts Per Million ( ppm ) 
2019-12-01,3215,0.026,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2019-12-01,3500,0.024,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2019-12-01,3716,0.032,Eureka-Jacobs,19,Parts Per Million ( ppm ) 
2019-12-01,3010,0.020,Ukiah-E Gobbi Street,23,Parts Per Million ( ppm ) 
2019-12-01,2016,0.031,Carmel Valley-Ford Road,24,Parts Per Million ( ppm ) 
2019-12-01,3726,0.029,King City-415 Pearl Street,24,Parts Per Million ( ppm ) 
2019-12-01,3489,0.036,Salinas-High School,24,Parts Per Million ( ppm ) 
2019-12-01,2628,0.036,Hollister-Fairview Road,24,Parts Per Million ( ppm ) 
2019-12-01,2983,0.036,Pinnacles National Monument,24,Parts Per Million ( ppm ) 
2019-12-01,3200,0.033,Santa Cruz AMS,24,Parts Per Million ( ppm ) 
2019-12-01,2752,0.017,Yreka-Foothill Drive,23,Parts Per Million ( ppm ) 
2019-12-01,2484,0.023,Azusa,24,Parts Per Million ( ppm ) 
2019-12-01,3743,0.007,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2019-12-01,2849,0.025,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2019-12-01,3774,0.006,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2019-12-01,2899,0.013,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2019-12-01,3683,0.023,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2019-12-01,2160,0.014,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2019-12-01,3693,0.015,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2019-12-01,2898,0.009,Pomona,24,Parts Per Million ( ppm ) 
2019-12-01,2420,0.013,Reseda,24,Parts Per Million ( ppm ) 
2019-12-01,3502,0.022,Santa Clarita,24,Parts Per Million ( ppm ) 
2019-12-01,2494,0.027,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2019-12-01,3674,0.018,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2019-12-01,2249,0.011,La Habra,24,Parts Per Million ( ppm ) 
2019-12-01,3265,0.023,Mission Viejo-26081 Via Pera,24,Parts Per Million ( ppm ) 
2019-12-01,3168,0.028,Banning Airport,24,Parts Per Million ( ppm ) 
2019-12-01,2943,0.021,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2019-12-01,3702,0.015,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2019-12-01,2525,0.029,Perris,24,Parts Per Million ( ppm ) 
2019-12-01,2596,0.015,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2019-12-01,3777,0.030,Winchester-33700 Borel Road             ,24,Parts Per Million ( ppm ) 
2019-12-01,2499,0.019,Crestline,24,Parts Per Million ( ppm ) 
2019-12-01,2266,0.011,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2019-12-01,2077,0.022,Redlands-Dearborn,24,Parts Per Million ( ppm ) 
2019-12-01,2221,0.010,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2019-12-01,2485,0.010,Upland,24,Parts Per Million ( ppm ) 
2019-12-01,3812,0.028,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2019-12-01,3694,0.028,Carrisa Plains School,23,Parts Per Million ( ppm ) 
2019-12-01,2321,0.038,Morro Bay,23,Parts Per Million ( ppm ) 
2019-12-01,3251,0.035,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2019-12-01,2955,0.026,Paso Robles-Santa Fe Avenue,23,Parts Per Million ( ppm ) 
2019-12-01,3495,0.031,Red Hills,21,Parts Per Million ( ppm ) 
2019-12-01,3688,0.034,San Luis Obispo-3220 South Higuera St,23,Parts Per Million ( ppm ) 
2019-12-01,3003,0.031,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2019-12-01,3153,0.020,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2019-12-01,3101,0.037,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2019-12-01,2992,0.039,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2019-12-01,2360,0.017,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2019-12-01,2957,0.027,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2019-12-01,3665,0.022,Santa Barbara-700 East Canon Perdido,24,Parts Per Million ( ppm ) 
2019-12-01,3486,0.035,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2019-12-01,2593,0.034,Santa Ynez-Airport Road,23,Parts Per Million ( ppm ) 
