summary_date,site,no_davg,name,obs_count,units 
2018-03-01,2116,0.000,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2018-03-01,3658,0.003,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2018-03-01,2923,0.005,Barstow,23,Parts Per Million ( ppm ) 
2018-03-01,3215,0.002,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2018-03-01,3500,0.002,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2018-03-01,3489,0.000,Salinas-High School,23,Parts Per Million ( ppm ) 
2018-03-01,2484,0.001,Azusa,24,Parts Per Million ( ppm ) 
2018-03-01,3743,0.021,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2018-03-01,2849,0.001,Glendora-Laurel,24,Parts Per Million ( ppm ) 
2018-03-01,3774,0.014,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2018-03-01,3818,0.028,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2018-03-01,2899,0.014,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2018-03-01,3683,0.007,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2018-03-01,2160,0.001,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2018-03-01,3693,0.010,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2018-03-01,2898,0.009,Pomona,24,Parts Per Million ( ppm ) 
2018-03-01,2420,0.008,Reseda,24,Parts Per Million ( ppm ) 
2018-03-01,3502,0.004,Santa Clarita,20,Parts Per Million ( ppm ) 
2018-03-01,2494,0.004,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2018-03-01,3809,0.022,Anaheim-812 W Vermont Street            ,23,Parts Per Million ( ppm ) 
2018-03-01,3674,0.007,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2018-03-01,2249,0.013,La Habra,24,Parts Per Million ( ppm ) 
2018-03-01,3168,0.001,Banning Airport,24,Parts Per Million ( ppm ) 
2018-03-01,2943,0.000,Lake Elsinore-W Flint Street,24,Parts Per Million ( ppm ) 
2018-03-01,3702,0.006,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2018-03-01,2596,0.010,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2018-03-01,2266,0.005,Fontana-Arrow Highway,24,Parts Per Million ( ppm ) 
2018-03-01,3820,0.029,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2018-03-01,3819,0.041,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2018-03-01,2221,0.002,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2018-03-01,2485,0.004,Upland,24,Parts Per Million ( ppm ) 
2018-03-01,3812,0.000,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2018-03-01,3251,0.000,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2018-03-01,2008,0.000,El Capitan Beach,23,Parts Per Million ( ppm ) 
2018-03-01,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2018-03-01,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2018-03-01,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2018-03-01,2992,-0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2018-03-01,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2018-03-01,2957,0.000,Paradise Road-Los Padres National Forest,20,Parts Per Million ( ppm ) 
2018-03-01,3486,0.000,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2018-03-01,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2018-03-01,2991,0.002,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2018-03-01,2880,0.004,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2018-03-01,2460,0.000,Alpine-Victoria Drive,22,Parts Per Million ( ppm ) 
2018-03-01,3198,0.002,Camp Pendleton,24,Parts Per Million ( ppm ) 
2018-03-01,2589,0.003,Chula Vista,20,Parts Per Million ( ppm ) 
2018-03-01,3739,0.004,Otay Mesa-Donovan,22,Parts Per Million ( ppm ) 
2018-03-01,3821,0.013,San Diego-11403 Rancho Carmel Dr        ,20,Parts Per Million ( ppm ) 
2018-03-01,3766,0.001,San Diego-Kearny Villa Road,22,Parts Per Million ( ppm ) 
2018-03-01,3828,0.007,Berkeley-Aquatic Park                   ,23,Parts Per Million ( ppm ) 
2018-03-01,3490,0.000,Livermore-793 Rincon Avenue,19,Parts Per Million ( ppm ) 
2018-03-01,3247,0.002,Oakland-9925 International Blvd,19,Parts Per Million ( ppm ) 
2018-03-01,3803,0.012,Oakland-Laney College                   ,20,Parts Per Million ( ppm ) 
2018-03-01,3742,0.001,Oakland-West,19,Parts Per Million ( ppm ) 
2018-03-01,2804,0.001,Bethel Island Road,18,Parts Per Million ( ppm ) 
2018-03-01,2831,0.000,Concord-2956-A Treat Blvd,19,Parts Per Million ( ppm ) 
2018-03-01,3668,0.001,San Pablo-Rumrill Blvd,22,Parts Per Million ( ppm ) 
2018-03-01,3782,0.000,San Ramon-9885 Alcosta Bl               ,19,Parts Per Million ( ppm ) 
2018-03-01,2622,0.002,San Rafael,19,Parts Per Million ( ppm ) 
2018-03-01,2655,0.001,Napa-Jefferson Avenue,19,Parts Per Million ( ppm ) 
