summary_date,site,no2_davg,name,obs_count,units 
2006-11-01,3018,0.001,Yosemite Natl Park-Turtleback Dome,23,Parts Per Million ( ppm ) 
2006-11-01,3658,0.028,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2006-11-01,2923,0.045,Barstow,22,Parts Per Million ( ppm ) 
2006-11-01,3215,0.011,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2006-11-01,3500,0.034,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2006-11-01,3681,0.025,Mexicali-Carretera,23,Parts Per Million ( ppm ) 
2006-11-01,3185,0.046,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2006-11-01,3201,0.047,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2006-11-01,3183,0.018,Rosarito,23,Parts Per Million ( ppm ) 
2006-11-01,3255,0.030,Tecate-Paseo Morelos,20,Parts Per Million ( ppm ) 
2006-11-01,3138,0.025,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2006-11-01,3141,0.029,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2006-11-01,3178,0.015,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2006-11-01,3116,0.013,Willits-899 S Main Street,23,Parts Per Million ( ppm ) 
2006-11-01,3489,0.010,Salinas-High School,18,Parts Per Million ( ppm ) 
2006-11-01,2329,0.004,Davenport,24,Parts Per Million ( ppm ) 
2006-11-01,2484,0.037,Azusa,23,Parts Per Million ( ppm ) 
2006-11-01,2492,0.030,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2006-11-01,2849,0.031,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2006-11-01,2899,0.033,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2006-11-01,3683,0.021,Los Angeles-Westchester Parkway,23,Parts Per Million ( ppm ) 
2006-11-01,2583,0.040,Lynwood,23,Parts Per Million ( ppm ) 
2006-11-01,2429,0.029,North Long Beach,23,Parts Per Million ( ppm ) 
2006-11-01,2160,0.032,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2006-11-01,3693,0.035,Pico Rivera-4144 San Gabriel,23,Parts Per Million ( ppm ) 
2006-11-01,2898,0.046,Pomona,23,Parts Per Million ( ppm ) 
2006-11-01,2420,0.028,Reseda,23,Parts Per Million ( ppm ) 
2006-11-01,3502,0.024,Santa Clarita,23,Parts Per Million ( ppm ) 
2006-11-01,2494,0.022,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2006-11-01,3674,0.031,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2006-11-01,2937,0.025,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2006-11-01,2249,0.030,La Habra,23,Parts Per Million ( ppm ) 
2006-11-01,3168,0.035,Banning Airport,23,Parts Per Million ( ppm ) 
2006-11-01,2943,0.025,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2006-11-01,2596,0.035,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2006-11-01,2266,0.045,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2006-11-01,2221,0.043,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2006-11-01,2485,0.046,Upland,23,Parts Per Million ( ppm ) 
2006-11-01,2965,0.016,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2006-11-01,2321,0.006,Morro Bay,23,Parts Per Million ( ppm ) 
2006-11-01,3251,0.009,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2006-11-01,3003,0.004,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2006-11-01,2008,0.007,El Capitan Beach,23,Parts Per Million ( ppm ) 
2006-11-01,2954,0.007,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2006-11-01,3153,0.009,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2006-11-01,3101,0.003,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2006-11-01,2992,0.001,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2006-11-01,2360,0.006,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2006-11-01,2957,0.002,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2006-11-01,3023,0.001,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2006-11-01,2991,0.014,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
