summary_date,site,no_davg,name,obs_count,units 
2004-06-08,3487,0.000,Echo Summit,23,Parts Per Million ( ppm ) 
2004-06-08,3121,0.000,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2004-06-08,3658,0.002,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2004-06-08,2923,0.001,Barstow,23,Parts Per Million ( ppm ) 
2004-06-08,3215,0.004,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2004-06-08,3500,0.002,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,3185,0.002,Mexicali-ITM,21,Parts Per Million ( ppm ) 
2004-06-08,3201,0.000,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2004-06-08,3183,0.001,Rosarito,23,Parts Per Million ( ppm ) 
2004-06-08,3138,0.001,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2004-06-08,3141,0.007,Tijuana-La Mesa,22,Parts Per Million ( ppm ) 
2004-06-08,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2004-06-08,3489,0.001,Salinas-High School,24,Parts Per Million ( ppm ) 
2004-06-08,2329,0.003,Davenport,20,Parts Per Million ( ppm ) 
2004-06-08,2484,0.002,Azusa,23,Parts Per Million ( ppm ) 
2004-06-08,2849,0.001,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2004-06-08,2899,0.002,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2004-06-08,2583,0.005,Lynwood,23,Parts Per Million ( ppm ) 
2004-06-08,2429,0.009,North Long Beach,23,Parts Per Million ( ppm ) 
2004-06-08,2160,0.001,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2898,0.005,Pomona,23,Parts Per Million ( ppm ) 
2004-06-08,2420,0.000,Reseda,23,Parts Per Million ( ppm ) 
2004-06-08,3502,0.001,Santa Clarita,23,Parts Per Million ( ppm ) 
2004-06-08,3674,0.001,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2004-06-08,2937,0.001,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2004-06-08,2249,0.018,La Habra,23,Parts Per Million ( ppm ) 
2004-06-08,3168,0.008,Banning Airport,23,Parts Per Million ( ppm ) 
2004-06-08,2943,0.000,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2004-06-08,2596,0.000,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2004-06-08,2266,0.001,Fontana-Arrow Highway,22,Parts Per Million ( ppm ) 
2004-06-08,2221,0.005,San Bernardino-4th Street,22,Parts Per Million ( ppm ) 
2004-06-08,2485,0.002,Upland,23,Parts Per Million ( ppm ) 
2004-06-08,2965,0.002,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2671,0.002,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2004-06-08,2321,0.001,Morro Bay,23,Parts Per Million ( ppm ) 
2004-06-08,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2004-06-08,2709,0.002,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2004-06-08,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2004-06-08,2008,0.001,El Capitan Beach,23,Parts Per Million ( ppm ) 
2004-06-08,2954,0.003,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2004-06-08,3153,0.001,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2004-06-08,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2004-06-08,2992,0.000,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2004-06-08,2360,0.001,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2004-06-08,2957,0.000,Paradise Road-Los Padres National Forest,21,Parts Per Million ( ppm ) 
2004-06-08,3665,0.002,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2004-06-08,3486,0.006,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2004-06-08,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2004-06-08,2991,0.003,El Rio-Rio Mesa School #2,22,Parts Per Million ( ppm ) 
2004-06-08,3172,0.000,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2880,0.001,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2004-06-08,2984,0.000,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2004-06-08,2088,0.007,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2004-06-08,2460,0.001,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2004-06-08,3198,0.000,Camp Pendleton,24,Parts Per Million ( ppm ) 
2004-06-08,2589,0.002,Chula Vista,22,Parts Per Million ( ppm ) 
2004-06-08,2327,0.001,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2263,0.002,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2004-06-08,2933,0.006,Otay Mesa-Paseo International,22,Parts Per Million ( ppm ) 
2004-06-08,2964,0.001,San Diego-12th Avenue,20,Parts Per Million ( ppm ) 
2004-06-08,2040,0.004,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2293,0.002,Fremont-Chapel Way,23,Parts Per Million ( ppm ) 
2004-06-08,3490,0.001,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2804,0.001,Bethel Island Road,23,Parts Per Million ( ppm ) 
2004-06-08,2831,0.003,Concord-2956-A Treat Blvd,23,Parts Per Million ( ppm ) 
2004-06-08,2102,0.001,Pittsburg-10th Street,23,Parts Per Million ( ppm ) 
2004-06-08,3668,0.007,San Pablo-Rumrill Blvd,23,Parts Per Million ( ppm ) 
2004-06-08,2622,0.008,San Rafael,23,Parts Per Million ( ppm ) 
2004-06-08,2655,0.003,Napa-Jefferson Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2373,0.005,San Francisco-Arkansas Street,23,Parts Per Million ( ppm ) 
2004-06-08,2125,0.002,Redwood City,23,Parts Per Million ( ppm ) 
2004-06-08,3661,0.005,San Jose-Jackson Street,23,Parts Per Million ( ppm ) 
2004-06-08,2410,0.002,Vallejo-304 Tuolumne Street,23,Parts Per Million ( ppm ) 
2004-06-08,2105,0.003,Santa Rosa-5th Street,23,Parts Per Million ( ppm ) 
2004-06-08,3026,0.002,Clovis-N Villa Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,3009,0.004,Fresno-1st Street,23,Parts Per Million ( ppm ) 
2004-06-08,2013,0.003,Fresno-Drummond Street,23,Parts Per Million ( ppm ) 
2004-06-08,2844,0.001,Fresno-Sierra Skypark #2,23,Parts Per Million ( ppm ) 
2004-06-08,2114,0.001,Parlier,22,Parts Per Million ( ppm ) 
2004-06-08,2941,0.001,Arvin-Bear Mountain Blvd,23,Parts Per Million ( ppm ) 
2004-06-08,3146,0.001,Bakersfield-5558 California Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,3145,0.002,Bakersfield-Golden State Highway,23,Parts Per Million ( ppm ) 
2004-06-08,2312,0.002,Edison,22,Parts Per Million ( ppm ) 
2004-06-08,2772,0.000,Oildale-3311 Manor Street,23,Parts Per Million ( ppm ) 
2004-06-08,2981,0.001,Shafter-Walker Street,23,Parts Per Million ( ppm ) 
2004-06-08,3129,0.000,Hanford-S Irwin Street,23,Parts Per Million ( ppm ) 
2004-06-08,3211,0.001,Madera-Pump Yard,23,Parts Per Million ( ppm ) 
2004-06-08,3022,0.003,Merced-S Coffee Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2094,0.004,Stockton-Hazelton Street,23,Parts Per Million ( ppm ) 
2004-06-08,2833,0.005,Modesto-14th Street,23,Parts Per Million ( ppm ) 
2004-06-08,2996,0.001,Turlock-S Minaret Street,21,Parts Per Million ( ppm ) 
2004-06-08,2032,0.001,Visalia-N Church Street,23,Parts Per Million ( ppm ) 
2004-06-08,3173,0.001,Calexico-East,23,Parts Per Million ( ppm ) 
2004-06-08,3135,0.001,Calexico-Ethel Street,23,Parts Per Million ( ppm ) 
2004-06-08,2551,0.006,El Centro-9th Street,23,Parts Per Million ( ppm ) 
2004-06-08,2199,0.000,Palm Springs-Fire Station,22,Parts Per Million ( ppm ) 
2004-06-08,2115,0.001,Chico-Manzanita Avenue,23,Parts Per Million ( ppm ) 
2004-06-08,2956,0.004,Roseville-N Sunrise Blvd,23,Parts Per Million ( ppm ) 
2004-06-08,2977,0.001,Elk Grove-Bruceville Road,23,Parts Per Million ( ppm ) 
2004-06-08,3187,0.001,Folsom-Natoma Street,23,Parts Per Million ( ppm ) 
2004-06-08,2123,0.001,North Highlands-Blackfoot Way,23,Parts Per Million ( ppm ) 
2004-06-08,3223,0.008,Sacramento-3801 Airport Road,23,Parts Per Million ( ppm ) 
2004-06-08,3011,0.005,Sacramento-T Street,23,Parts Per Million ( ppm ) 
2004-06-08,2958,0.000,Yuba City-Almond Street,23,Parts Per Million ( ppm ) 
2004-06-08,2143,0.002,Davis-UCD Campus,23,Parts Per Million ( ppm ) 
2004-06-09,3487,0.001,Echo Summit,23,Parts Per Million ( ppm ) 
2004-06-09,3664,0.000,Yosemite National Park-Merced River,23,Parts Per Million ( ppm ) 
2004-06-09,3121,0.000,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2004-06-09,3658,0.002,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2004-06-09,2923,0.001,Barstow,23,Parts Per Million ( ppm ) 
2004-06-09,3215,0.005,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2004-06-09,3500,0.001,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2004-06-09,3185,0.001,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2004-06-09,3201,0.000,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2004-06-09,3183,0.002,Rosarito,23,Parts Per Million ( ppm ) 
2004-06-09,3138,0.001,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2004-06-09,3141,0.007,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2004-06-09,3178,0.006,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2004-06-09,3489,0.001,Salinas-High School,24,Parts Per Million ( ppm ) 
2004-06-09,2329,0.004,Davenport,22,Parts Per Million ( ppm ) 
2004-06-09,2484,0.003,Azusa,23,Parts Per Million ( ppm ) 
2004-06-09,2849,0.001,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2004-06-09,2899,0.004,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2004-06-09,2583,0.006,Lynwood,23,Parts Per Million ( ppm ) 
2004-06-09,2429,0.012,North Long Beach,23,Parts Per Million ( ppm ) 
2004-06-09,2160,0.001,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2004-06-09,2898,0.008,Pomona,23,Parts Per Million ( ppm ) 
2004-06-09,2420,0.000,Reseda,23,Parts Per Million ( ppm ) 
2004-06-09,3502,0.002,Santa Clarita,23,Parts Per Million ( ppm ) 
2004-06-09,2494,0.004,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2004-06-09,3674,0.001,Anaheim-Pampas Lane,23,Parts Per Million ( ppm ) 
2004-06-09,2937,0.001,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2004-06-09,2249,0.019,La Habra,23,Parts Per Million ( ppm ) 
2004-06-09,3168,0.008,Banning Airport,23,Parts Per Million ( ppm ) 
2004-06-09,2943,0.000,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2004-06-09,2596,0.000,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2004-06-09,2266,0.002,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2004-06-09,2221,0.003,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2004-06-09,2485,0.002,Upland,23,Parts Per Million ( ppm ) 
2004-06-09,2965,0.002,Atascadero-Lewis Avenue,20,Parts Per Million ( ppm ) 
2004-06-09,2671,0.000,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
2004-06-09,2321,0.001,Morro Bay,23,Parts Per Million ( ppm ) 
2004-06-09,3251,0.000,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2004-06-09,2709,0.001,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2004-06-09,3003,0.000,Carpinteria-Gobernador Road,23,Parts Per Million ( ppm ) 
2004-06-09,2008,0.000,El Capitan Beach,20,Parts Per Million ( ppm ) 
2004-06-09,2954,0.004,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2004-06-09,3153,0.000,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2004-06-09,3101,0.000,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2004-06-09,2992,0.000,Lompoc-HSandP,23,Parts Per Million ( ppm ) 
2004-06-09,2360,0.000,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2004-06-09,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2004-06-09,3665,0.001,Santa Barbara-700 East Canon Perdido,23,Parts Per Million ( ppm ) 
2004-06-09,3486,0.004,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2004-06-09,3023,0.000,Vandenberg Air Force Base-STS Power,22,Parts Per Million ( ppm ) 
2004-06-09,2991,0.004,El Rio-Rio Mesa School #2,22,Parts Per Million ( ppm ) 
2004-06-09,3172,0.001,Ojai-Ojai Avenue,22,Parts Per Million ( ppm ) 
2004-06-09,2880,0.001,Simi Valley-Cochran Street,22,Parts Per Million ( ppm ) 
2004-06-09,2984,0.003,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2004-06-09,2088,0.006,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2004-06-09,2460,0.001,Alpine-Victoria Drive,23,Parts Per Million ( ppm ) 
2004-06-09,3198,0.001,Camp Pendleton,22,Parts Per Million ( ppm ) 
2004-06-09,2327,0.002,El Cajon-Redwood Avenue,23,Parts Per Million ( ppm ) 
2004-06-09,2263,0.002,Escondido-E Valley Parkway,24,Parts Per Million ( ppm ) 
2004-06-09,2933,0.006,Otay Mesa-Paseo International,23,Parts Per Million ( ppm ) 
2004-06-09,2964,0.001,San Diego-12th Avenue,23,Parts Per Million ( ppm ) 
2004-06-09,2040,0.003,San Diego-Overland Avenue,23,Parts Per Million ( ppm ) 
2004-06-09,3490,0.002,Livermore-793 Rincon Avenue,23,Parts Per Million ( ppm ) 
