summary_date,site,no_davg,name,obs_count,units 
2002-06-22,2948,0.002,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2002-06-22,3487,0.002,Echo Summit,23,Parts Per Million ( ppm ) 
2002-06-22,3121,0.003,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2002-06-22,3658,0.002,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2002-06-22,2923,0.005,Barstow,22,Parts Per Million ( ppm ) 
2002-06-22,3215,0.002,Trona-Athol and Telegraph,22,Parts Per Million ( ppm ) 
2002-06-22,3500,0.008,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2002-06-22,3203,0.012,Mexicali-Cobach,24,Parts Per Million ( ppm ) 
2002-06-22,3185,0.006,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2002-06-22,3201,0.011,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2002-06-22,3183,0.002,Rosarito,23,Parts Per Million ( ppm ) 
2002-06-22,3138,0.001,Tijuana-ITT,23,Parts Per Million ( ppm ) 
2002-06-22,3141,0.002,Tijuana-La Mesa,23,Parts Per Million ( ppm ) 
2002-06-22,3178,0.003,Tijuana-Las Playas,23,Parts Per Million ( ppm ) 
2002-06-22,3489,0.003,Salinas-High School,23,Parts Per Million ( ppm ) 
2002-06-22,2329,0.003,Davenport,22,Parts Per Million ( ppm ) 
2002-06-22,2484,0.003,Azusa,23,Parts Per Million ( ppm ) 
2002-06-22,2492,0.005,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2002-06-22,2849,0.002,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2002-06-22,2045,0.001,Hawthorne,23,Parts Per Million ( ppm ) 
2002-06-22,2899,0.007,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2002-06-22,2583,0.019,Lynwood,23,Parts Per Million ( ppm ) 
2002-06-22,2429,0.005,North Long Beach,23,Parts Per Million ( ppm ) 
2002-06-22,2160,0.004,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2002-06-22,2166,0.016,Pico Rivera,23,Parts Per Million ( ppm ) 
2002-06-22,2898,0.013,Pomona,23,Parts Per Million ( ppm ) 
2002-06-22,2420,0.004,Reseda,23,Parts Per Million ( ppm ) 
2002-06-22,3502,0.005,Santa Clarita,23,Parts Per Million ( ppm ) 
2002-06-22,2494,0.010,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2002-06-22,3509,0.003,Wilmington-1115 N.Mahar Avenue,23,Parts Per Million ( ppm ) 
2002-06-22,3674,0.005,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2002-06-22,2937,0.000,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2002-06-22,2249,0.003,La Habra,23,Parts Per Million ( ppm ) 
2002-06-22,3168,0.004,Banning Airport,23,Parts Per Million ( ppm ) 
2002-06-22,2943,0.000,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2002-06-22,2596,0.001,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2002-06-22,2266,0.007,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2002-06-22,2221,0.007,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2002-06-22,2485,0.004,Upland,23,Parts Per Million ( ppm ) 
2002-06-22,2965,0.001,Atascadero-Lewis Avenue,23,Parts Per Million ( ppm ) 
2002-06-22,2671,0.001,Grover City-Lesage Drive,23,Parts Per Million ( ppm ) 
