summary_date,site,co_davg,name,obs_count,units 
2014-02-22,3658,0.263,Lancaster-43301 Division Street,22,Parts Per Million ( ppm ) 
2014-02-22,2923,0.127,Barstow,22,Parts Per Million ( ppm ) 
2014-02-22,3500,0.451,Victorville-14306 Park Avenue,22,Parts Per Million ( ppm ) 
2014-02-22,3779,0.513,Eureka-Humboldt Hill                    ,24,Parts Per Million ( ppm ) 
2014-02-22,3716,0.212,Eureka-Jacobs,24,Parts Per Million ( ppm ) 
2014-02-22,3489,0.400,Salinas-High School,24,Parts Per Million ( ppm ) 
2014-02-22,2484,0.521,Azusa,23,Parts Per Million ( ppm ) 
2014-02-22,2492,0.697,Burbank-W Palm Avenue,21,Parts Per Million ( ppm ) 
2014-02-22,3743,0.627,Compton-700 North Bullis Road,22,Parts Per Million ( ppm ) 
2014-02-22,2849,0.049,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2014-02-22,3774,0.600,Long Beach-2425 Webster Street          ,22,Parts Per Million ( ppm ) 
2014-02-22,2899,0.813,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2014-02-22,3683,0.648,Los Angeles-Westchester Parkway,22,Parts Per Million ( ppm ) 
2014-02-22,2160,0.538,Pasadena-S Wilson Avenue,21,Parts Per Million ( ppm ) 
2014-02-22,3693,0.816,Pico Rivera-4144 San Gabriel,21,Parts Per Million ( ppm ) 
2014-02-22,2898,0.460,Pomona,23,Parts Per Million ( ppm ) 
2014-02-22,2420,0.802,Reseda,22,Parts Per Million ( ppm ) 
2014-02-22,3502,0.378,Santa Clarita,22,Parts Per Million ( ppm ) 
2014-02-22,2494,0.536,West Los Angeles-VA Hospital,22,Parts Per Million ( ppm ) 
2014-02-22,3674,0.538,Anaheim-Pampas Lane,21,Parts Per Million ( ppm ) 
2014-02-22,2937,0.299,Costa Mesa-Mesa Verde Drive,21,Parts Per Million ( ppm ) 
2014-02-22,2249,0.534,La Habra,21,Parts Per Million ( ppm ) 
2014-02-22,3265,0.216,Mission Viejo-26081 Via Pera,23,Parts Per Million ( ppm ) 
2014-02-22,2943,0.189,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2014-02-22,3702,0.503,Mira Loma Van Buren,22,Parts Per Million ( ppm ) 
2014-02-22,2333,0.498,Riverside-Magnolia,23,Parts Per Million ( ppm ) 
