summary_date,site,no_davg,name,obs_count,units 
2018-11-01,2116,0.000,Bishop-White Mountain Research Center,24,Parts Per Million ( ppm ) 
2018-11-01,3658,0.013,Lancaster-43301 Division Street,23,Parts Per Million ( ppm ) 
2018-11-01,2923,0.036,Barstow,23,Parts Per Million ( ppm ) 
2018-11-01,3215,0.001,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2018-11-01,3500,0.024,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2018-11-01,3489,0.003,Salinas-High School,24,Parts Per Million ( ppm ) 
2018-11-01,2484,0.003,Azusa,24,Parts Per Million ( ppm ) 
2018-11-01,3743,0.046,Compton-700 North Bullis Road,24,Parts Per Million ( ppm ) 
2018-11-01,2849,0.000,Glendora-Laurel,22,Parts Per Million ( ppm ) 
2018-11-01,3774,0.036,Long Beach-2425 Webster Street          ,24,Parts Per Million ( ppm ) 
2018-11-01,3818,0.060,Long Beach-Route 710 Near Road          ,24,Parts Per Million ( ppm ) 
2018-11-01,2899,0.032,Los Angeles-North Main Street,24,Parts Per Million ( ppm ) 
2018-11-01,3683,0.015,Los Angeles-Westchester Parkway,24,Parts Per Million ( ppm ) 
2018-11-01,2160,0.004,Pasadena-S Wilson Avenue,24,Parts Per Million ( ppm ) 
2018-11-01,3693,0.038,Pico Rivera-4144 San Gabriel,24,Parts Per Million ( ppm ) 
2018-11-01,2898,0.015,Pomona,24,Parts Per Million ( ppm ) 
2018-11-01,2420,0.010,Reseda,20,Parts Per Million ( ppm ) 
2018-11-01,3502,0.006,Santa Clarita,22,Parts Per Million ( ppm ) 
2018-11-01,2494,0.009,West Los Angeles-VA Hospital,24,Parts Per Million ( ppm ) 
2018-11-01,3809,0.040,Anaheim-812 W Vermont Street            ,24,Parts Per Million ( ppm ) 
2018-11-01,3674,0.031,Anaheim-Pampas Lane,24,Parts Per Million ( ppm ) 
2018-11-01,2249,0.016,La Habra,24,Parts Per Million ( ppm ) 
2018-11-01,3168,0.004,Banning Airport,24,Parts Per Million ( ppm ) 
2018-11-01,2943,0.004,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2018-11-01,3702,0.002,Mira Loma Van Buren,24,Parts Per Million ( ppm ) 
2018-11-01,2596,0.008,Riverside-Rubidoux,24,Parts Per Million ( ppm ) 
2018-11-01,2266,0.002,Fontana-Arrow Highway,18,Parts Per Million ( ppm ) 
2018-11-01,3820,0.010,Ontario-NW Corner I-10 and Etiwanda Ave ,24,Parts Per Million ( ppm ) 
2018-11-01,3819,0.036,Ontario-Route 60 Near Road              ,24,Parts Per Million ( ppm ) 
2018-11-01,2221,0.004,San Bernardino-4th Street,24,Parts Per Million ( ppm ) 
2018-11-01,2485,0.004,Upland,24,Parts Per Million ( ppm ) 
2018-11-01,3812,0.001,Atascadero-Lift Station #5              ,23,Parts Per Million ( ppm ) 
2018-11-01,3251,0.001,Nipomo-Regional Park,23,Parts Per Million ( ppm ) 
2018-11-01,3003,-0.001,Carpinteria-Gobernador Road,22,Parts Per Million ( ppm ) 
2018-11-01,2008,0.001,El Capitan Beach,23,Parts Per Million ( ppm ) 
2018-11-01,2954,0.000,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2018-11-01,3153,0.001,Goleta-Fairview,23,Parts Per Million ( ppm ) 
