summary_date,site,no_davg,name,obs_count,units 
2000-03-22,2948,0.004,South Lake Tahoe-Sandy Way,23,Parts Per Million ( ppm ) 
2000-03-22,3121,0.002,Mojave-923 Poole Street,23,Parts Per Million ( ppm ) 
2000-03-22,3007,0.008,Lancaster-W Pondera Street,23,Parts Per Million ( ppm ) 
2000-03-22,2923,0.019,Barstow,23,Parts Per Million ( ppm ) 
2000-03-22,3215,0.000,Trona-Athol and Telegraph,23,Parts Per Million ( ppm ) 
2000-03-22,3500,0.011,Victorville-14306 Park Avenue,23,Parts Per Million ( ppm ) 
2000-03-22,3203,0.009,Mexicali-Cobach,23,Parts Per Million ( ppm ) 
2000-03-22,3185,0.011,Mexicali-ITM,23,Parts Per Million ( ppm ) 
2000-03-22,3201,0.014,Mexicali-UABC,23,Parts Per Million ( ppm ) 
2000-03-22,3255,0.009,Tecate-Paseo Morelos,21,Parts Per Million ( ppm ) 
2000-03-22,3489,0.003,Salinas-High School,24,Parts Per Million ( ppm ) 
2000-03-22,2329,0.003,Davenport,24,Parts Per Million ( ppm ) 
2000-03-22,3481,0.003,Incline Village-846 Tahoe Blvd,23,Parts Per Million ( ppm ) 
2000-03-22,2484,0.010,Azusa,23,Parts Per Million ( ppm ) 
2000-03-22,2492,0.057,Burbank-W Palm Avenue,23,Parts Per Million ( ppm ) 
2000-03-22,2849,0.006,Glendora-Laurel,23,Parts Per Million ( ppm ) 
2000-03-22,2045,0.052,Hawthorne,23,Parts Per Million ( ppm ) 
2000-03-22,2899,0.050,Los Angeles-North Main Street,23,Parts Per Million ( ppm ) 
2000-03-22,2583,0.068,Lynwood,23,Parts Per Million ( ppm ) 
2000-03-22,2429,0.044,North Long Beach,23,Parts Per Million ( ppm ) 
2000-03-22,2160,0.023,Pasadena-S Wilson Avenue,23,Parts Per Million ( ppm ) 
2000-03-22,2166,0.069,Pico Rivera,23,Parts Per Million ( ppm ) 
2000-03-22,2898,0.037,Pomona,23,Parts Per Million ( ppm ) 
2000-03-22,2420,0.031,Reseda,23,Parts Per Million ( ppm ) 
2000-03-22,2855,0.030,Santa Clarita-County Fire Station,23,Parts Per Million ( ppm ) 
2000-03-22,2494,0.044,West Los Angeles-VA Hospital,23,Parts Per Million ( ppm ) 
2000-03-22,2623,0.022,Anaheim-Harbor Blvd,23,Parts Per Million ( ppm ) 
2000-03-22,2937,0.024,Costa Mesa-Mesa Verde Drive,23,Parts Per Million ( ppm ) 
2000-03-22,2249,0.020,La Habra,23,Parts Per Million ( ppm ) 
2000-03-22,3168,0.005,Banning Airport,23,Parts Per Million ( ppm ) 
2000-03-22,2943,0.006,Lake Elsinore-W Flint Street,23,Parts Per Million ( ppm ) 
2000-03-22,2596,0.042,Riverside-Rubidoux,23,Parts Per Million ( ppm ) 
2000-03-22,2266,0.015,Fontana-Arrow Highway,23,Parts Per Million ( ppm ) 
2000-03-22,2221,0.016,San Bernardino-4th Street,23,Parts Per Million ( ppm ) 
2000-03-22,2485,0.011,Upland,23,Parts Per Million ( ppm ) 
2000-03-22,2965,0.010,Atascadero-Lewis Avenue,22,Parts Per Million ( ppm ) 
2000-03-22,2671,0.006,Grover City-Lesage Drive,21,Parts Per Million ( ppm ) 
2000-03-22,3251,0.004,Nipomo-Regional Park,22,Parts Per Million ( ppm ) 
2000-03-22,2709,0.008,San Luis Obispo-Marsh Street,23,Parts Per Million ( ppm ) 
2000-03-22,3003,0.000,Carpinteria-Gobernador Road,21,Parts Per Million ( ppm ) 
2000-03-22,2008,0.004,El Capitan Beach,23,Parts Per Million ( ppm ) 
2000-03-22,2954,0.003,Gaviota-GTC Site B,23,Parts Per Million ( ppm ) 
2000-03-22,3153,0.003,Goleta-Fairview,23,Parts Per Million ( ppm ) 
2000-03-22,3101,0.001,Las Flores Canyon #1,23,Parts Per Million ( ppm ) 
2000-03-22,2992,0.000,Lompoc-HSandP,22,Parts Per Million ( ppm ) 
2000-03-22,2360,0.002,Lompoc-S H Street,23,Parts Per Million ( ppm ) 
2000-03-22,2957,0.000,Paradise Road-Los Padres National Forest,23,Parts Per Million ( ppm ) 
2000-03-22,2500,0.023,Santa Barbara-W Carillo Street,23,Parts Per Million ( ppm ) 
2000-03-22,3486,0.004,Santa Maria-906 S Broadway,23,Parts Per Million ( ppm ) 
2000-03-22,3023,0.000,Vandenberg Air Force Base-STS Power,23,Parts Per Million ( ppm ) 
2000-03-22,2991,0.005,El Rio-Rio Mesa School #2,23,Parts Per Million ( ppm ) 
2000-03-22,3172,0.002,Ojai-Ojai Avenue,23,Parts Per Million ( ppm ) 
2000-03-22,2880,0.011,Simi Valley-Cochran Street,23,Parts Per Million ( ppm ) 
2000-03-22,2984,0.004,Thousand Oaks-Moorpark Road,23,Parts Per Million ( ppm ) 
2000-03-22,2756,0.002,Ventura County-W Casitas Pass Road,23,Parts Per Million ( ppm ) 
2000-03-22,2088,0.007,Ventura-Emma Wood State Beach,23,Parts Per Million ( ppm ) 
2000-03-22,2460,0.002,Alpine-Victoria Drive,19,Parts Per Million ( ppm ) 
2000-03-22,3198,0.011,Camp Pendleton,20,Parts Per Million ( ppm ) 
2000-03-22,2589,0.010,Chula Vista,23,Parts Per Million ( ppm ) 
