summary_date,site,monitor,pm25_davg,name,obs_count 
2012-12-08,3151,A,1.6,Death Valley Natl Monument,24 
2012-12-08,3154,G,2.5,Keeler-Cerro Gordo Road,24 
2012-12-08,3707,A,0.5,Hoover,24 
2012-12-08,2914,A,3.1,Lakeport-Lakeport Blvd,24 
2012-12-08,3698,A,0.8,Bliss State Park,24 
2012-12-08,3144,B,14.9,San Andreas-Gold Strike Road,24 
2012-12-08,3018,B,1.0,Yosemite Natl Park-Turtleback Dome,24 
2012-12-08,3018,A,0.8,Yosemite Natl Park-Turtleback Dome,24 
2012-12-08,2353,A,5.8,Yosemite Village-Visitor Center,24 
2012-12-08,3126,C,2.8,Grass Valley-Litton Building,24 
2012-12-08,2208,Z,9.4,Truckee-Fire Station,24 
2012-12-08,2208,D,17.2,Truckee-Fire Station,24 
2012-12-08,3002,A,10.3,Colfax-City Hall,24 
2012-12-08,3128,C,17.0,Chester-222 1st Avenue,24 
2012-12-08,3494,A,35.5,Portola-161 Nevada Street,24 
2012-12-08,3020,C,13.9,Quincy-N Church Street,24 
2012-12-08,3121,B,-0.6,Mojave-923 Poole Street,24 
2012-12-08,3152,A,1.5,Joshua Tree NP - Black Rock,24 
2012-12-08,3016,A,0.9,Redwood Natl Park-Requa,24 
2012-12-08,3779,A,6.1,Eureka-Humboldt Hill                    ,24 
2012-12-08,2386,A,15.5,Eureka-I Street,24 
2012-12-08,3716,A,17.0,Eureka-Jacobs,24 
2012-12-08,2271,C,12.3,Ukiah-County Library,19 
2012-12-08,3765,A,12.1,Willits-125 E Commercial Street,24 
2012-12-08,3711,A,1.1,Trinity,24 
2012-12-08,3132,A,32.4,Weaverville-Courthouse,24 
2012-12-08,2016,A,5.5,Carmel Valley-Ford Road,24 
2012-12-08,3489,C,4.5,Salinas-High School,24 
2012-12-08,2628,B,8.5,Hollister-Fairview Road,24 
2012-12-08,2983,A,3.1,Pinnacles National Monument,24 
2012-12-08,3200,C,6.8,Santa Cruz AMS,24 
2012-12-08,3150,A,0.5,Lava Beds Natl Monument,24 
2012-12-08,2752,A,12.7,Yreka-Foothill Drive,24 
2012-12-08,2484,A,29.5,Azusa,24 
2012-12-08,2492,D,47.6,Burbank-W Palm Avenue,24 
2012-12-08,2492,A,39.5,Burbank-W Palm Avenue,24 
2012-12-08,3743,A,51.2,Compton-700 North Bullis Road,24 
2012-12-08,2849,A,21.0,Glendora-Laurel,22 
2012-12-08,3701,B,1.5,Lebec-Peace Valley Road,24 
2012-12-08,2899,A,44.0,Los Angeles-North Main Street,24 
2012-12-08,2899,C,51.9,Los Angeles-North Main Street,24 
2012-12-08,2899,I,59.3,Los Angeles-North Main Street,24 
2012-12-08,2429,A,42.4,North Long Beach,24 
2012-12-08,2429,F,49.1,North Long Beach,24 
2012-12-08,3693,A,45.3,Pico Rivera-4144 San Gabriel,24 
2012-12-08,2420,C,25.9,Reseda,24 
2012-12-08,2420,A,31.2,Reseda,24 
2012-12-08,3502,A,12.5,Santa Clarita,24 
2012-12-08,3679,C,50.0,South Long Beach,24 
2012-12-08,3679,A,37.8,South Long Beach,24 
2012-12-08,3674,D,49.7,Anaheim-Pampas Lane,24 
2012-12-08,3674,A,43.1,Anaheim-Pampas Lane,24 
2012-12-08,3265,A,27.6,Mission Viejo-26081 Via Pera,24 
2012-12-08,3708,A,2.9,Agua Tibia,24 
2012-12-08,3168,A,12.3,Banning Airport,24 
2012-12-08,2943,A,16.4,Lake Elsinore-W Flint Street,24 
2012-12-08,3702,C,42.1,Mira Loma Van Buren,24 
2012-12-08,3702,A,35.9,Mira Loma Van Buren,24 
2012-12-08,2333,A,30.2,Riverside-Magnolia,24 
2012-12-08,2596,I,28.7,Riverside-Rubidoux,24 
2012-12-08,2596,F,29.6,Riverside-Rubidoux,24 
2012-12-08,2596,C,33.0,Riverside-Rubidoux,24 
2012-12-08,2596,Z,30.2,Riverside-Rubidoux,24 
2012-12-08,2596,A,28.9,Riverside-Rubidoux,24 
2012-12-08,3777,A,8.7,Winchester-33700 Borel Road             ,24 
2012-12-08,2499,A,21.2,Crestline,23 
2012-12-08,2266,A,25.3,Fontana-Arrow Highway,24 
2012-12-08,3254,A,28.5,Ontario-1408 Francis Street,24 
2012-12-08,2221,A,16.5,San Bernardino-4th Street,24 
2012-12-08,3700,A,1.0,San Gorgonio Wilderness,24 
2012-12-08,2485,A,20.5,Upland,22 
2012-12-08,3762,A,9.0,Arroyo Grande-2391 Willow Road,24 
2012-12-08,2965,E,11.6,Atascadero-Lewis Avenue,24 
2012-12-08,2979,A,5.8,Nipomo-Guadalupe Road,24 
2012-12-08,3688,B,4.7,San Luis Obispo-3220 South Higuera St,23 
2012-12-08,3153,A,11.3,Goleta-Fairview,24 
2012-12-08,2360,B,,Lompoc-S H Street,12 
2012-12-08,3710,A,1.3,San Rafael Wilderness,24 
2012-12-08,3665,D,10.5,Santa Barbara-700 East Canon Perdido,24 
2012-12-08,3486,D,8.6,Santa Maria-906 S Broadway,24 
2012-12-08,2991,D,20.3,El Rio-Rio Mesa School #2,24 
2012-12-08,3172,B,9.2,Ojai-Ojai Avenue,24 
2012-12-08,3505,C,12.4,Piru-3301 Pacific Avenue,24 
2012-12-08,2880,A,17.4,Simi Valley-Cochran Street,24 
2012-12-08,2880,B,15.3,Simi Valley-Cochran Street,24 
2012-12-08,2880,C,16.3,Simi Valley-Cochran Street,24 
2012-12-08,2984,F,24.0,Thousand Oaks-Moorpark Road,24 
2012-12-08,2460,A,7.8,Alpine-Victoria Drive,24 
2012-12-08,2589,A,34.3,Chula Vista,24 
2012-12-08,2327,F,26.6,El Cajon-Redwood Avenue,24 
2012-12-08,2327,A,22.4,El Cajon-Redwood Avenue,24 
2012-12-08,2327,C,22.7,El Cajon-Redwood Avenue,24 
2012-12-08,2263,A,19.9,Escondido-E Valley Parkway,24 
2012-12-08,3690,D,35.6,San Diego-1110 Beardsley Street,24 
2012-12-08,3690,A,31.8,San Diego-1110 Beardsley Street,24 
2012-12-08,3766,A,20.1,San Diego-Kearny Villa Road,24 
2012-12-08,3490,D,14.7,Livermore-793 Rincon Avenue,24 
2012-12-08,3247,B,12.5,Oakland-9925 International Blvd,24 
2012-12-08,3742,A,13.0,Oakland-West,24 
2012-12-08,2831,A,8.0,Concord-2956-A Treat Blvd,24 
2012-12-08,3506,A,2.6,Point Reyes,24 
2012-12-08,2986,A,3.2,Point Reyes National Seashore,24 
2012-12-08,2622,A,15.6,San Rafael,24 
2012-12-08,2373,D,12.3,San Francisco-Arkansas Street,24 
2012-12-08,2125,D,12.0,Redwood City,24 
2012-12-08,3770,A,5.3,Cupertino-22601 Voss Ave,24 
2012-12-08,2320,B,13.3,Gilroy-9th Street,24 
2012-12-08,3661,D,17.7,San Jose-Jackson Street,24 
2012-12-08,3661,B,16.3,San Jose-Jackson Street,24 
2012-12-08,3661,A,15.9,San Jose-Jackson Street,24 
2012-12-08,2410,D,16.6,Vallejo-304 Tuolumne Street,24 
2012-12-08,3026,D,20.9,Clovis-N Villa Avenue,24 
2012-12-08,3026,A,24.5,Clovis-N Villa Avenue,24 
2012-12-08,3781,B,37.8,Fresno-Garland                          ,24 
2012-12-08,3781,F,28.6,Fresno-Garland                          ,24 
2012-12-08,3781,A,33.0,Fresno-Garland                          ,24 
2012-12-08,3781,C,31.2,Fresno-Garland                          ,24 
2012-12-08,3485,A,29.4,Fresno-Hamilton and Winery,24 
2012-12-08,3768,A,,Huron-16875 4th Street,7 
2012-12-08,3704,A,0.7,Kaiser,24 
2012-12-08,3759,A,10.6,Tranquility-32650 West Adams Avenue,24 
2012-12-08,3496,A,22.9,Bakersfield-410 E Planz Road,24 
2012-12-08,3146,H,21.0,Bakersfield-5558 California Avenue,24 
2012-12-08,3146,G,19.4,Bakersfield-5558 California Avenue,24 
2012-12-08,3146,A,19.7,Bakersfield-5558 California Avenue,24 
