6.767606947641801041e-01,1.403202245092973310e+00,3.399138722971994930e-01,1.818748463068655674e-01,3.956460730896809164e-01,1.138797257430006482e+00,1.690610106353246822e+00,6.774854543457085043e-01,4.547470037919865149e-01,1.060659235754822793e+00,1.220613347732456777e+00,2.376219383629146975e+00,6.918437792551179744e-01,1.083894858917992643e+00,1.858767615439178567e+00,8.136376489919014965e-01,9.862369401246793288e-01,1.008045085876827507e+00,4.758540538042366208e-02,1.018177646447189888e+00,5.087751291304527523e-01,4.922466953986266436e-01,7.883491925947151424e-01,2.519033272655595290e-01,1.873973803317624531e+00,1.320355111003977511e+00,1.488045785957908818e+00,8.018833036888981525e-01,3.607405772466585336e-01,8.424853343942700912e-01,6.808744407433828805e-01,1.148258709854712789e+00,9.336136839091759843e-01,-1.604561760909795076e-01,1.783175664817110873e+00,1.728792616042796881e+00,6.945307505875113474e-01,1.066544158119746566e-01,8.674202853095338561e-01,1.395268438738177297e+00,1.554010373953418567e+00,5.163360963000458437e-01,1.261543808992853233e+00,5.803339766792479093e-01,7.282927313749829601e-01,1.220792358577093450e+00,1.307849652453333400e+00,1.612941263160365679e+00,6.235239857097094607e-01,1.125225738552857457e+00
9.756239413495098045e-01,1.197886771759232083e+00,9.735074614481820099e-02,8.899091591370922316e-02,7.347179938829635493e-01,1.277325405255241186e+00,1.517989697860278930e+00,6.154596051728684625e-01,3.750889006173967477e-01,9.558013786472914219e-01,1.448841995691322104e+00,1.980772731043975776e+00,8.375443415174861350e-01,1.261506438032503397e+00,1.633123872757403783e+00,7.553117424442665762e-01,7.386742559689816190e-01,1.303222037611843742e+00,-4.509679224280076504e-01,1.483564986471040958e+00,1.153119352374947448e+00,3.908335029475757949e-01,7.134721117679148072e-01,-7.564292117389692649e-02,1.680865437552698571e+00,1.277052807223905573e+00,1.631623627547466038e+00,7.834776062467833091e-01,1.236338469106936788e-01,8.489289536278971093e-01,9.208641539257015340e-01,8.902324934354621799e-01,9.770176296112738079e-01,2.184459475749167545e-01,1.619975487936154090e+00,1.602452804417037413e+00,1.617113940706330411e+00,5.179098287374972465e-02,7.229858629879881704e-01,1.324345322879646902e+00,1.418387702171464371e+00,8.734237865970384540e-01,1.586877430520840404e+00,7.168413590701141480e-01,8.618153733739695177e-01,1.162233955638619198e+00,1.202454528124879296e+00,1.689972730135664847e+00,7.440229868341918795e-01,1.110239385439534487e+00
7.913663329432437665e-01,1.119457511469163835e+00,6.415818832858595222e-01,-1.437148520581210676e-01,6.903932680815807466e-01,1.381001486636665998e+00,1.374043721312746325e+00,8.763896632734489156e-01,6.342788556077221251e-01,1.359220389033717336e+00,1.034699412295640553e+00,1.925304005663746709e+00,8.608055418787474711e-01,1.103958008795699053e+00,2.081192705007139487e+00,9.096732736323294155e-01,1.109327092749190724e+00,8.149007268864549847e-01,-5.649369305117564188e-01,1.507138454668789151e+00,7.727041143424047132e-01,3.340430543148122933e-01,7.631658559235441341e-01,-1.813831035746824583e-01,1.573617370518249459e+00,1.263448184333857416e+00,1.614311772962231384e+00,5.793232918861237479e-01,3.944402924275700606e-01,9.862696279424626455e-01,9.999401614002447758e-01,6.601299881890114740e-01,1.256987535237035214e+00,2.114141756261211924e-02,1.556330864932983671e+00,1.921559283033181131e+00,1.418933773659885267e+00,5.395713022979140572e-01,2.984609780406213275e-01,1.084289801756396665e+00,1.256524052455920026e+00,4.787475967314358538e-01,1.555092943776514414e+00,9.263172875686089824e-01,1.113741580401655940e+00,1.122942905295428062e+00,9.393441512005844540e-01,1.798637694500492934e+00,6.931694293172108168e-01,7.929446288585340064e-01
9.706361901165324602e-01,1.251133167814369340e+00,6.908358863184240750e-01,2.983020172496848588e-01,7.946770421895823500e-01,1.488921344692426318e+00,1.702079154480285794e+00,7.528961239940967776e-01,6.360228249166262060e-01,1.075218298998286359e+00,1.038469328348461840e+00,1.784458672545222724e+00,7.669131867472607222e-01,1.196885883998550781e+00,1.823604619561437712e+00,6.178577024730720346e-01,1.096331590931502786e+00,6.978889465480990761e-01,-5.779772438594790174e-01,1.402709134732081919e+00,7.223570766753444339e-01,6.508127077322682918e-01,7.056629780535770280e-01,-6.908464693836924297e-02,1.828201184330410678e+00,1.489297534257156164e+00,1.264629190867704311e+00,5.783136608650782939e-01,4.784927035554373820e-01,8.213639728059184408e-01,7.093342024443374250e-01,5.589109983800646386e-01,1.058812762591355039e+00,-5.302684447356265096e-03,1.328283287857104034e+00,1.764056066572394554e+00,1.525940059552802985e+00,6.137796258720606968e-01,4.012922266536036453e-01,7.053709261515637152e-01,1.360854278969290121e+00,8.664659509576104757e-01,1.088180462617177380e+00,6.311631132863773086e-01,9.786385503638510563e-01,1.246336933992112428e+00,1.079089712902161713e+00,1.637356296395700239e+00,6.659379702945467105e-01,8.750886466549525622e-01
9.606402738420958265e-01,1.273088556900977775e+00,7.126201553303912473e-01,3.092300096935778342e-01,6.508283431504995331e-01,1.520690946543987287e+00,2.100010641114236964e+00,4.050806522525811637e-01,5.958763655795877856e-01,1.179543984003951440e+00,8.177989062936438236e-01,1.808346777127130656e+00,4.844923686607525148e-01,1.423591305181178379e+00,1.693653987535487682e+00,4.293899354914079147e-01,7.230143944729809924e-01,8.489582068678349636e-01,-5.630705208323243394e-01,1.215677623761291182e+00,1.182704169225075042e-01,1.250121810642177644e+00,7.418702367810885434e-01,-3.344523607673854926e-02,1.616998815694353775e+00,1.092870823138053282e+00,1.030162018075209795e+00,2.409173655687586457e-01,1.466257963983450541e-01,9.265054632293027170e-01,8.710604328757789450e-01,9.693516665228945062e-01,9.306079284338503177e-01,2.624241513554292915e-02,1.094277476412092831e+00,1.644335632382487367e+00,1.382286234825763405e+00,5.798962055818932537e-01,4.147053976853016799e-01,7.883998900676092436e-01,1.027974540418717497e+00,6.379735619020401316e-01,1.163046533407912975e+00,4.313237302920449601e-01,1.227058532398637603e+00,1.163807280731794069e+00,1.148900222046932429e+00,1.331201063084259895e+00,6.375363588773446111e-01,8.446877936355813299e-01
1.126587513819869546e+00,1.225221208804414541e+00,5.611411333475715413e-01,3.368963052503026745e-01,6.961298135615296978e-01,1.500234174844220947e+00,1.790257454547087956e+00,6.796333527052602630e-01,6.960920088360196267e-01,9.872126517466832674e-01,7.402023418051539849e-01,1.890401897284159638e+00,5.460454615772467601e-01,1.420110529342680561e+00,1.687410963776490469e+00,6.172974204039296531e-01,4.643485564967821944e-01,1.001230507256430258e+00,-2.803653475264882289e-01,1.342829420935776508e+00,2.506714689373299443e-01,1.005652560808719898e+00,9.499646532109430330e-01,-5.077730069620605136e-01,9.769369317906884120e-01,1.232992130459341418e+00,1.669087389006731925e+00,3.998567811748343637e-01,5.086885862812808856e-01,1.087831272533629434e+00,1.214370462813773477e+00,7.947543379736543567e-01,1.303390522062488621e+00,2.746416071720392260e-01,1.155464643389506385e+00,1.200051087905662062e+00,1.128144695017089472e+00,3.757572303077618692e-01,6.413705574217072325e-01,4.544314520370573707e-01,9.586257369506876458e-01,4.813192863302031554e-01,8.184372004387860944e-01,5.378790975064244861e-01,9.631466343621826187e-01,7.961830619573317946e-01,1.025261278754239447e+00,1.771844450224773881e+00,5.621173853601790782e-01,7.095311612861454620e-01
1.094770230043737191e+00,1.173818066443878871e+00,5.631257318665812139e-01,7.551985190770071910e-01,8.358711207551663414e-01,1.482715002237724455e+00,1.487993657581064832e+00,7.405119881936770287e-01,7.455092512041505692e-01,1.222965923580340064e+00,7.057065796794013135e-01,1.799933258322661489e+00,6.950312595958154649e-01,1.617017770660713172e+00,1.549641328214933722e+00,3.870300159780790672e-01,7.007380270830956270e-01,1.008220499261765157e+00,-4.532465656797386444e-01,1.399298544285009216e+00,4.265687214963882479e-01,1.043637832163730961e+00,6.187047711066506750e-01,-5.304636845481951468e-01,1.115995279352221869e+00,1.355529960780021526e+00,1.435438718313432505e+00,1.724754259230651954e-01,5.304714593685688762e-01,9.327861897513580747e-01,1.024673584900529733e+00,6.830305149590820690e-01,1.355896124281907422e+00,-3.740651201335420950e-02,7.919965562073703058e-01,1.171970563542734434e+00,1.100534535966283922e+00,-7.808638104707688044e-02,5.957744673169522720e-01,5.349783939265588817e-01,1.280348232183718959e+00,8.275866351168170709e-01,8.469631862281438162e-01,4.082931943110914563e-01,1.092033202309847129e+00,8.724381161858281164e-01,1.262378231464962974e+00,1.763803172782833828e+00,6.465183340802636014e-01,7.253289100201019135e-01
1.060517489887338183e+00,1.135206211163016565e+00,4.847930255892731743e-01,8.538020916954529582e-01,4.723618983081816491e-01,1.444266604272596899e+00,1.697592743952843541e+00,9.156969749625916144e-01,8.616221575533977717e-01,1.075695450312172063e+00,4.655576675718795521e-01,2.124315994808658736e+00,5.566504388019934968e-01,1.527932964749317613e+00,1.555042727613624498e+00,1.824399781546204302e-01,1.089904830715978434e+00,7.170066764412303950e-01,-3.841655327184847479e-01,1.694907619494019357e+00,6.736937917683947230e-01,9.710524212936850752e-01,6.831558833657396246e-01,-6.648980304690432774e-02,7.720090875641825168e-01,1.299607495085407960e+00,1.515325738248467502e+00,4.187113300349054601e-01,4.473726590689475202e-01,6.928778745270088857e-01,9.966864345378733114e-01,1.685484278113693613e-01,1.113985038060410826e+00,-2.533406675771252559e-01,8.289984569374746481e-01,2.054826292815466360e+00,1.085896888759584122e+00,3.376002763965844089e-01,7.120280961124254571e-01,9.342354665077157172e-01,1.531879448496792140e+00,8.839276546411996005e-01,7.617128627010629760e-01,2.506840714006335347e-01,1.021403500315687163e+00,1.302330611839773056e+00,9.704568048876462960e-01,1.269077539589481773e+00,8.144900606169147572e-01,7.396144584197166250e-01
6.975120728546493343e-01,1.162259508224063653e+00,6.076630954717492372e-01,7.677653268784863094e-01,6.039905117034831683e-01,1.533403487058800030e+00,1.953954625903436160e+00,9.436456324204092194e-01,9.101702758466148069e-01,8.567531976678417482e-01,6.201895022039596306e-01,1.832025769341658616e+00,4.224893026925737871e-01,1.522327855391229390e+00,1.901307493833076512e+00,2.080619864047341672e-01,8.312852618884571942e-01,7.753116626764100516e-01,-8.081277652163780800e-01,1.396930990540241613e+00,6.538860308011467115e-01,1.259545336437193352e+00,5.888542159974095025e-01,-7.551008792524234181e-01,7.507547267173388938e-01,1.172415059538693960e+00,1.479256123436656578e+00,3.085811015022972281e-01,3.092934476676316713e-01,8.531993105729225313e-01,1.196146811033277801e+00,4.519347945594454075e-01,8.411807493722642803e-01,6.585799961110572198e-02,8.628494583752941427e-01,2.089291870896696768e+00,1.339539228871187815e+00,2.355283057446613260e-01,5.000649601412472389e-01,4.756962493127383507e-01,1.194273685616798142e+00,3.690973245862836372e-01,7.314189601974760979e-01,4.097563098379837232e-01,7.684701516212368855e-01,1.436583349949654087e+00,1.000523603203153256e+00,1.394256638045427099e+00,8.422707301390106593e-01,9.636396724374716172e-01
8.187745971775193254e-01,1.126147006999322464e+00,3.790286067662145264e-01,6.961597527266860652e-01,6.504628709883444326e-01,1.455373695170485870e+00,2.424143879373390931e+00,7.578958691395945024e-01,9.973057197593699907e-01,1.105929047710487945e+00,1.562445858492333972e-01,2.044251491665995069e+00,5.402090718273879766e-01,1.401412183130267719e+00,2.241896284717143750e+00,5.034364144335499169e-01,6.694740455178764815e-01,9.155353561482597602e-01,-9.441250155791793830e-01,1.530385465176543835e+00,8.092029895193082467e-01,9.920672385965172424e-01,7.312762971928528088e-01,-8.097828451792605797e-01,4.249994281705500310e-01,1.502473810058102988e+00,1.402525480069328978e+00,1.206609403004970105e-01,4.585052229191270978e-01,1.036154331775247295e+00,9.792725413975433835e-01,6.520728912730542337e-01,9.036687333756052709e-01,-1.352473971472181180e-01,8.272562092367756748e-01,2.405680707157743736e+00,1.316728616852818057e+00,3.588144416159828598e-01,7.704206875383139419e-01,7.691160031521757645e-01,1.340583887702061050e+00,6.480864526161096428e-01,8.275839730077481082e-01,5.552868625653923917e-01,8.938316676232782587e-01,1.161516372535849939e+00,1.114553411428313323e+00,1.697210825027847925e+00,3.080852127465047996e-01,9.107095569801444412e-01
