"whiteSampCov00p1","whiteSampCov0p10p1","whiteSampCov01","whiteSampCov0p11","whiteSampCov010","whiteSampCov0p110"
85.3123592505478,40.6276181060035,56.6100368517287,23.3016077926183,8.33712241674857,6.35394914296425
143.613419124948,41.8100961718513,27.9354688727949,15.9356637159329,15.750262814532,11.7372781693128
92.0304796897768,28.3958318111781,9.22224915493794,4.59535828379522,18.6756631458891,13.4202446615561
231.308867681792,12.0823687804838,36.3691517895192,23.0758950614518,10.4210816093505,7.49124519315499
202.306420059057,24.9309658893935,37.3811564030869,15.826585335822,13.5521160623465,18.1064000571625
82.9309319971875,45.7227062886189,10.9732617992872,10.3688163701424,9.72086466157043,7.3276373689731
148.23711471592,13.8524967464112,57.5287345313993,21.0813924037921,25.9805814582403,23.5256123751431
101.380633808458,16.4080627764434,24.3915295257749,4.67272805170119,16.9020847301383,15.3626443427958
24.0436168761444,6.86839487366925,55.2305839040992,23.7489574580787,9.42679475102843,8.49952803956033
56.478911697726,30.3865508377968,27.4528168782865,12.2734548547722,23.3753070283934,10.579357183492
143.698563106752,26.2085824845919,21.4796154221875,13.2513304757281,32.7492041822121,20.5148678206011
362.328034029649,146.42573145567,36.5636208525143,18.6958505556834,37.1035911065907,17.8429926757975
19.2139936500612,57.623406863783,8.58233977005179,7.17803886603901,20.8696825343604,12.4896517302469
74.3562202358143,45.4392760380989,54.187239244062,21.8007114331255,29.228682912865,18.7981692313156
209.253754202739,56.5539514653959,35.3348013942987,18.1615563949358,9.58001343277272,6.93522109168656
200.713490247866,56.3898328818953,11.5001243858078,12.8760377702212,18.0469152893642,12.538782883459
128.049479909468,34.327386307871,67.9882852347495,27.3663481209497,16.5977933371074,9.53128567153625
91.8151983424122,24.0994689311387,31.8777726357506,19.5605918293884,14.5446264525187,7.09609652041779
112.721319361574,43.4980357055196,38.5938082557129,15.7036993657767,18.133752772533,12.6533600266496
63.2213260071583,18.7017504013759,24.0481241761099,6.84449594695224,14.0122132296632,12.2536097577739
144.209199155711,40.1924169178303,45.119647508415,19.2364827262266,18.0890546418314,24.029116019905
132.602209648973,56.2990017253486,28.8006702470218,12.6935116738841,8.39711933300779,5.94523622818568
103.065614442292,30.5434686425256,34.2718109141895,11.7651217493015,16.495618570187,12.9276268337101
218.626652038598,39.8920464573225,29.6938150309475,15.1950385907687,15.9437827693666,11.8309839155995
117.554698169337,31.7214667701964,53.6113563576989,21.6767004140337,12.2961532579794,7.58632336528046
232.216328067393,18.6310703642382,29.9002788681454,14.2868458465988,39.3247293429491,22.3710399345901
214.143836097567,37.8363116118166,64.3710286172572,22.4022066311694,24.9091123706839,14.4472861822673
72.0623232781832,30.0925654278925,6.49503073728686,7.79811854837623,9.97427448436871,5.33287289487756
170.373388514334,26.613320884922,28.2094859489667,16.0527930081685,19.4114407473431,9.91648981207205
178.495925354135,30.5359884554939,24.3740183132254,14.2121519024304,11.6827204637505,9.01483468425315
95.1448962089044,28.3156218849078,74.9584538485283,26.02148256677,19.2864684580253,13.1143528055822
125.57462060162,53.1770994833502,40.3987123523175,11.8091831028116,22.1546714666747,14.5231050973674
78.4570361164898,20.3262849778108,19.6498139916426,9.08279217869705,17.4915562972953,17.1353461080987
130.614042778421,26.8405651487192,51.5016171441113,15.6559930996338,20.0841590588152,12.7681278821566
213.185466419528,37.4899815251715,46.5307477882817,22.668488379668,19.9887925038436,8.19558485022534
237.967055657888,41.9410426331839,54.9746649362176,13.7430360772216,11.2904562011612,9.02905061210722
113.766684732022,92.5629607570931,81.1643929850965,33.7433132511612,18.4207791666887,14.3284067820011
69.0272568807611,19.349185685201,53.387371897765,25.9546766186163,15.0765730028888,11.5434940562766
114.457565477525,34.7037314738688,30.8126032779112,16.2199739628906,27.2585531937441,12.3296857323973
123.42327887446,21.9030261516129,61.3053164393607,18.5654644228767,25.7023462396643,13.1685133860434
134.836507416035,37.0374433559997,33.1151495610258,14.124790830383,10.2805139656559,7.73053471566726
89.7002024498729,16.2107864672931,37.633559888885,15.6725646550249,8.2711758362994,6.91634163086949
147.83910309224,99.3019495783034,40.5832709013328,18.1264307642286,13.7686018783738,12.7370616540197
136.564204819836,12.6439505119971,12.4534838703801,4.85681310507955,8.66961230673967,6.42838838339764
41.0272070332264,18.8365547444554,37.7135845072095,20.4959295948004,29.9600841341118,12.7073865770817
119.011503111564,25.666168301743,46.9421350038114,25.8840290187291,20.7136101492751,12.773091661235
164.17210445906,29.6749203886056,76.1115983662255,36.2103279148288,17.2883572790415,8.34387715899171
159.235757170354,55.6331576286699,24.7714679395335,5.77924617910789,15.2092076709663,9.45051315353631
183.96570416884,50.3607468975155,54.5237389449636,19.0833442165525,21.5105247868861,17.1687927135646
136.067755653608,25.551523500076,64.9394066140391,16.2100233613402,15.5541318867137,12.4726452352529
96.1663123384469,66.5840584949641,13.1438380319634,14.8924190657158,12.6594599616421,6.5011606120005
240.594331192085,16.6401678968536,47.6019342135969,19.8767308451273,20.9624965774612,11.4933496305399
183.505480868799,22.2518727484763,73.0090037403004,15.1253100141957,16.4679743471814,10.1313339980668
89.9647627700714,27.9091497627645,86.6713135015243,25.1803032677757,21.9811058485933,19.8019241793909
263.117799270128,50.5258731824298,15.794580757538,10.0057664300602,17.1924435447467,6.87096901039014
227.236319716705,29.0512251264068,105.663598228939,29.5685170603476,42.7224531989809,24.7954524056487
37.9202539984608,26.8173673531292,36.9141937248604,17.7464525336085,20.7202349881763,14.5685741566238
134.854148571711,40.0911976096542,72.0255996350702,26.2843309898889,9.54305619054281,6.16097120585975
115.86261016807,22.2818039346247,20.3186617426605,5.31486247876772,28.3083787717941,15.173904298683
197.236790753139,21.2858076329245,29.1196993718513,16.7966989284315,13.4587702833266,8.33260796369309
234.808685529394,38.8630865215824,13.3047870367601,4.3945988778738,27.4481108087543,10.3812196204799
228.995386285999,17.3560685953663,15.6837269129418,4.83437916327265,12.5040214991794,9.20967904166526
43.6834159322269,53.9055926020778,22.8122106434182,17.5208422279329,36.8306980372459,14.7557974048684
193.454218979559,23.2168620036161,22.6328790259077,15.0142293890888,7.48339277532533,4.70774555625536
137.649098897073,50.491005860772,74.1544176159978,25.1925705868576,7.53889078024581,4.62878847127274
124.761030217815,32.1929163872535,54.7357957393843,14.1559722953929,4.14619357245615,6.37885134106798
186.241094251864,95.1405539962165,23.4000310226504,8.84337710103007,15.6246890603566,8.18024802588793
103.482771944986,20.6039540182852,59.9811729772325,24.1411725536357,36.0156553726336,16.6914860166013
71.9482985082461,22.1383461938814,26.0416962100271,11.6039483616805,25.5106661862171,13.9637929496874
62.5660879210617,35.0013690545465,27.3215852503898,13.9251835063747,24.3087449302013,18.2635098684268
85.6370419663165,109.699403843206,37.5589253589856,18.9140184776146,7.60747895574341,7.17942324762581
181.211884187859,16.3355199737991,38.4494043013386,15.8932154199425,21.6879342648012,13.4832529191329
211.291617536736,22.0930705228489,47.6160483627784,19.2894091744925,3.81486239430354,4.45991034949499
238.518390044168,73.9012992872542,37.0284285855882,16.1768243780569,19.9258705150386,12.0798886560813
268.297202095049,72.0261058859319,57.7510307826752,32.867471651849,11.5688453335044,8.60503121101151
122.074103195199,64.105881557992,58.5194619900567,23.4950545308461,19.5775208991704,15.6686086247571
