"whiteSampCov00p1","whiteSampCov0p10p1","whiteSampCov01","whiteSampCov0p11","whiteSampCov010","whiteSampCov0p110"
111.782039832352,26.1863041921489,47.0960519038992,18.9383666139657,18.0277815599902,18.3184849709252
71.0354119753271,20.6201776832305,72.5265168089957,18.3352351160264,25.9229086717273,11.5752563957958
97.5301283854198,29.1309334035855,56.9949520195906,12.9339513845694,26.8363204064772,17.3353348610856
415.140792226478,29.796552810276,62.5320559718996,19.5195591940077,5.74966826767983,4.70188379422961
138.929623962492,39.0842130278699,15.1978799407893,6.87395352190365,21.0689846073753,16.2825438843988
311.941949424815,28.1453193210708,43.0692539202464,18.3478839076416,30.7761172127706,24.4670326143688
208.215137198546,38.9475639045557,20.0696174679066,19.0931942292166,8.56390034087812,5.3030163396181
47.6416135952336,20.4063112324794,50.410273841148,23.279973247189,6.15553139498549,4.55254378922677
79.6338184826342,20.8531943480784,38.517593707489,17.2731001072645,14.8523608839072,9.40714753312879
126.261835844902,121.156194267643,23.9804773174792,7.75082479532304,20.353020829611,7.32608561845775
272.368830672849,32.316880959239,25.9876950835366,17.5709671487551,14.5438556426301,13.417158936405
72.0992577040819,14.6495011203799,61.0834299815987,25.5299868702152,21.3642961708851,13.4116365603474
139.306073690115,16.9934917934542,11.3400300675103,11.3418567036308,19.113518256741,13.6193706617928
60.3464374215677,29.0185350812781,42.1123399477158,14.0349869429861,33.4855366268681,21.2814616101123
129.281346151331,49.5934060880103,17.1459027606418,6.89673026793985,15.3737608799254,12.9305579997658
99.0723169570053,43.4662458846929,25.0407818382924,8.94760624532653,36.0487864462216,23.1375632490282
241.220499562767,17.0810997702238,45.1365080218834,18.812870695329,14.376179223008,8.83388624168057
225.904954234408,28.1687887933569,20.0729599758698,14.1569484489373,17.8998869614417,14.549257636067
91.8268072943797,40.17088746209,24.9597109529348,12.2815975190153,22.1885782767508,14.0470090045442
211.95933993147,30.3345050025417,18.9501734082759,9.89561319804693,17.0490550283269,9.46971878091801
148.177402740407,78.0670523628159,24.923003166652,12.0978246761584,23.6165391027563,15.8976826740463
48.7203305831525,10.6325990180248,67.4241144932078,39.5625997112112,6.30144948102129,4.43835376930294
77.5965372858162,26.190131049411,17.0463948367092,13.4117501323534,17.8742055805028,14.6280500944552
223.828536791338,46.8431050437957,88.0528455167914,39.506177774629,16.9374309322889,20.4612613248056
